AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,numberJavaFiles,commitSha,commitDate,readability,Kind,Name
18.0,18.0,19.0,14.0,106.0,4.0,84.0,14.0,21.0,52.0,14.0,0.0,0.0,6.0,46.0,0.0,0.0,0.0,38.0,9.0,44.0,212.0,0.0,10.0,8.0,26.0,0.0,3336.0,492.0,2342.0,710.0,1536.0,577.0,0.0,0.0,0.0,1171.0,1566.0,592.0,974.0,0.0,0.0,0.0,0.0,0.0,27.0,27.0,28.0,19.0,0.0,26.0,7.0,0.0,261.0,256.0,3.72,73.0,73.0,76.0,49.0,14,341fd8a058a50c3328d5afc01c7c02b3e906c99e,2015-08-20 08:40:20-07:00,0.0003296061601888921,,
18.0,18.0,19.0,14.0,106.0,4.0,84.0,14.0,21.0,52.0,14.0,0.0,0.0,6.0,46.0,0.0,0.0,0.0,38.0,9.0,44.0,212.0,0.0,10.0,8.0,26.0,0.0,3336.0,492.0,2342.0,710.0,1536.0,577.0,0.0,0.0,0.0,1171.0,1566.0,592.0,974.0,0.0,0.0,0.0,0.0,0.0,27.0,27.0,28.0,19.0,0.0,26.0,7.0,0.0,261.0,256.0,3.72,73.0,73.0,76.0,49.0,14,a2a1b44de2bfa58e5268dc098e1fcc6c2b8820fa,2015-08-20 09:48:16-07:00,0.0003296061601888921,,
18.0,18.0,19.0,14.0,106.0,4.0,84.0,14.0,21.0,52.0,14.0,0.0,0.0,6.0,46.0,0.0,0.0,0.0,38.0,9.0,44.0,212.0,0.0,10.0,8.0,26.0,0.0,3336.0,492.0,2342.0,710.0,1536.0,577.0,0.0,0.0,0.0,1171.0,1566.0,592.0,974.0,0.0,0.0,0.0,0.0,0.0,27.0,27.0,28.0,19.0,0.0,26.0,7.0,0.0,261.0,256.0,3.72,73.0,73.0,76.0,49.0,14,cba5d2f925dfb3fb69e75e4574bc73dd9717d58a,2015-08-20 23:47:13-07:00,0.0003296061601888921,,
18.0,18.0,19.0,14.0,106.0,4.0,84.0,14.0,21.0,52.0,14.0,0.0,0.0,6.0,46.0,0.0,0.0,0.0,38.0,9.0,44.0,212.0,0.0,10.0,8.0,26.0,0.0,3336.0,492.0,2342.0,710.0,1536.0,577.0,0.0,0.0,0.0,1171.0,1566.0,592.0,974.0,0.0,0.0,0.0,0.0,0.0,27.0,27.0,28.0,19.0,0.0,26.0,7.0,0.0,261.0,256.0,3.72,73.0,73.0,76.0,49.0,14,6635f5be70bcb6950e033dc6ffdab2b047a79759,2015-10-08 17:44:07-07:00,0.0003296061601888921,,
23.0,23.0,25.0,18.0,137.0,8.0,109.0,14.0,27.0,65.0,16.0,0.0,0.0,6.0,61.0,0.0,0.0,0.0,54.0,13.0,60.0,276.0,0.0,11.0,15.0,34.0,0.0,4622.0,741.0,3224.0,966.0,2108.0,732.0,0.0,0.0,0.0,1593.0,2129.0,789.0,1340.0,0.0,0.0,0.0,0.0,0.0,36.0,36.0,39.0,23.0,0.0,34.0,12.0,0.0,317.0,308.0,4.52,105.0,105.0,113.0,65.0,18,a1f6c82c8b5076a592ef14ca80d022f595055086,2015-11-18 09:34:57-08:00,0.0002936472204358627,,
23.0,23.0,25.0,18.0,138.0,8.0,109.0,14.0,27.0,65.0,16.0,0.0,0.0,6.0,61.0,0.0,0.0,0.0,54.0,13.0,60.0,276.0,0.0,11.0,15.0,34.0,0.0,4623.0,741.0,3225.0,966.0,2109.0,732.0,0.0,0.0,0.0,1594.0,2130.0,789.0,1341.0,0.0,0.0,0.0,0.0,0.0,36.0,36.0,39.0,23.0,0.0,34.0,12.0,0.0,317.0,308.0,4.52,105.0,105.0,113.0,65.0,18,5974a4e6b63dec08b12db025d509a4f54bd1a39b,2016-01-11 18:28:02-08:00,0.0002936472204358627,,
23.0,23.0,25.0,18.0,140.0,9.0,110.0,14.0,27.0,65.0,16.0,0.0,0.0,6.0,61.0,0.0,0.0,0.0,54.0,13.0,60.0,276.0,0.0,11.0,15.0,34.0,0.0,4631.0,743.0,3228.0,966.0,2111.0,735.0,0.0,0.0,0.0,1595.0,2132.0,789.0,1343.0,0.0,0.0,0.0,0.0,0.0,37.0,37.0,40.0,23.0,0.0,34.0,12.0,0.0,317.0,308.0,4.5200000000000005,106.0,106.0,114.0,65.0,18,ed1656a828f2379a8fd0676ae7bc1d398ee13af8,2016-04-20 12:27:52-07:00,0.0002936472204358627,,
27.0,27.0,30.0,21.0,171.0,12.0,137.0,14.0,31.0,82.0,20.0,0.0,0.0,6.0,70.0,0.0,0.0,0.0,63.0,15.0,69.0,321.0,0.0,12.0,17.0,40.0,0.0,5562.0,897.0,3874.0,1160.0,2539.0,874.0,0.0,0.0,0.0,1926.0,2558.0,950.0,1608.0,0.0,0.0,0.0,0.0,0.0,46.0,44.0,50.0,26.0,0.0,40.0,15.0,0.0,387.0,378.0,5.32,124.0,122.0,133.0,74.0,21,dc69cc58f8153cb3b6004e7a5a9630a732da08a4,2016-05-18 11:39:50-07:00,0.00025169761751645377,,
27.0,27.0,30.0,21.0,171.0,12.0,137.0,14.0,31.0,82.0,20.0,0.0,0.0,6.0,70.0,0.0,0.0,0.0,63.0,15.0,69.0,321.0,0.0,12.0,17.0,40.0,0.0,5562.0,897.0,3874.0,1160.0,2539.0,874.0,0.0,0.0,0.0,1926.0,2558.0,950.0,1608.0,0.0,0.0,0.0,0.0,0.0,46.0,44.0,50.0,26.0,0.0,40.0,15.0,0.0,387.0,378.0,5.32,124.0,122.0,133.0,74.0,21,0dc533897a67048ab681d94c247bca0e3d5d3262,2016-08-12 15:20:26-07:00,0.00025169761751645377,,
29.0,29.0,32.0,22.0,192.0,15.0,149.0,18.0,32.0,88.0,22.0,0.0,0.0,6.0,73.0,0.0,0.0,0.0,66.0,15.0,72.0,336.0,0.0,13.0,18.0,41.0,0.0,5675.0,924.0,3932.0,1186.0,2577.0,902.0,0.0,0.0,0.0,1945.0,2587.0,966.0,1621.0,0.0,0.0,0.0,0.0,0.0,49.0,47.0,53.0,27.0,0.0,42.0,17.0,0.0,387.0,378.0,5.750000000000001,130.0,128.0,139.0,77.0,22,1abef60b07f1710540173b76b327951fc49b3bde,2016-09-29 09:33:32-07:00,0.0002642764752222733,,
29.0,29.0,32.0,22.0,192.0,15.0,149.0,18.0,32.0,88.0,22.0,0.0,0.0,6.0,73.0,0.0,0.0,0.0,66.0,15.0,72.0,336.0,0.0,13.0,18.0,41.0,0.0,5675.0,924.0,3932.0,1186.0,2577.0,902.0,0.0,0.0,0.0,1945.0,2587.0,966.0,1621.0,0.0,0.0,0.0,0.0,0.0,49.0,47.0,53.0,27.0,0.0,42.0,17.0,0.0,387.0,378.0,5.750000000000001,130.0,128.0,139.0,77.0,22,c4f399796c6f68d9bfefd7460438a267e81c1a0c,2016-12-13 09:41:30-08:00,0.0002642764752222733,,
29.0,29.0,32.0,22.0,192.0,15.0,149.0,18.0,32.0,88.0,22.0,0.0,0.0,6.0,73.0,0.0,0.0,0.0,66.0,15.0,72.0,336.0,0.0,13.0,18.0,41.0,0.0,5678.0,924.0,3935.0,1186.0,2580.0,902.0,0.0,0.0,0.0,1945.0,2587.0,966.0,1621.0,0.0,0.0,0.0,0.0,0.0,49.0,47.0,53.0,27.0,0.0,42.0,17.0,0.0,387.0,378.0,5.750000000000001,130.0,128.0,139.0,77.0,22,7761b30119fadc8f56e9d7b083d1afc74a5a2cef,2017-02-09 09:18:43-08:00,0.0002642764752222733,,
35.0,33.0,37.0,25.0,337.0,42.0,245.0,42.0,39.0,128.0,52.0,0.0,0.0,14.0,70.0,0.0,0.0,0.0,93.0,48.0,107.0,407.0,2.0,13.0,17.0,75.0,0.0,5111.0,917.0,3454.0,1175.0,2197.0,834.0,0.0,0.0,0.0,1657.0,2199.0,921.0,1278.0,0.0,0.0,0.0,0.0,0.0,67.0,59.0,72.0,30.0,0.0,47.0,21.0,0.0,698.0,666.0,6.490000000000001,191.0,177.0,202.0,112.0,19,fcc6d4b3ed4fe179ed2e9681cd72c07d0a8edf4f,2017-05-17 13:35:23-07:00,0.0002428676969812889,,
32.0,30.0,34.0,23.0,312.0,38.0,225.0,42.0,35.0,124.0,52.0,0.0,0.0,14.0,65.0,0.0,0.0,0.0,81.0,44.0,95.0,371.0,2.0,12.0,10.0,71.0,0.0,4868.0,862.0,3282.0,1130.0,2087.0,818.0,0.0,0.0,0.0,1583.0,2096.0,890.0,1206.0,0.0,0.0,0.0,0.0,0.0,62.0,54.0,66.0,28.0,0.0,43.0,18.0,0.0,642.0,614.0,6.390000000000001,165.0,151.0,172.0,100.0,17,5b2509e471138db7e24b5cfcd4327c0442260725,2017-06-08 09:36:28-07:00,8.709829382817534e-05,,
32.0,30.0,34.0,23.0,315.0,40.0,227.0,42.0,35.0,124.0,52.0,0.0,0.0,14.0,65.0,0.0,0.0,0.0,81.0,44.0,95.0,371.0,2.0,12.0,10.0,71.0,0.0,4872.0,864.0,3284.0,1130.0,2089.0,818.0,0.0,0.0,0.0,1585.0,2098.0,890.0,1208.0,0.0,0.0,0.0,0.0,0.0,62.0,54.0,66.0,28.0,0.0,43.0,18.0,0.0,642.0,614.0,6.36,165.0,151.0,172.0,100.0,17,fc5105a4be3129c13ac96db485cb6251d438bbd1,2017-08-11 17:25:24-07:00,8.709829382817534e-05,,
32.0,30.0,34.0,23.0,311.0,39.0,224.0,42.0,35.0,124.0,52.0,0.0,0.0,14.0,65.0,0.0,0.0,0.0,82.0,44.0,96.0,372.0,2.0,13.0,10.0,71.0,0.0,4880.0,862.0,3294.0,1134.0,2095.0,818.0,0.0,0.0,0.0,1585.0,2098.0,892.0,1206.0,0.0,0.0,0.0,0.0,0.0,60.0,52.0,64.0,28.0,0.0,43.0,18.0,0.0,648.0,619.0,6.36,165.0,151.0,172.0,101.0,17,8c14f4ba89d0777ecd78fc32e318281083921b38,2017-10-10 17:55:13-07:00,8.709829382817534e-05,,
32.0,30.0,34.0,23.0,311.0,39.0,224.0,42.0,35.0,124.0,52.0,0.0,0.0,14.0,65.0,0.0,0.0,0.0,82.0,44.0,96.0,372.0,2.0,13.0,10.0,71.0,0.0,4808.0,850.0,3248.0,1124.0,2064.0,804.0,0.0,0.0,0.0,1568.0,2072.0,884.0,1188.0,0.0,0.0,0.0,0.0,0.0,60.0,52.0,64.0,28.0,0.0,43.0,18.0,0.0,648.0,619.0,6.36,165.0,151.0,172.0,101.0,17,b649c5dfa5bd61ca349d3bddd1f0dc79d6741d3e,2017-11-09 00:45:18-08:00,8.709829382817534e-05,,
32.0,30.0,34.0,23.0,311.0,39.0,224.0,42.0,35.0,124.0,52.0,0.0,0.0,14.0,65.0,0.0,0.0,0.0,82.0,44.0,96.0,372.0,2.0,13.0,10.0,71.0,0.0,4808.0,850.0,3248.0,1124.0,2064.0,804.0,0.0,0.0,0.0,1568.0,2072.0,884.0,1188.0,0.0,0.0,0.0,0.0,0.0,60.0,52.0,64.0,28.0,0.0,43.0,18.0,0.0,648.0,619.0,6.36,165.0,151.0,172.0,101.0,17,a81add16e2f55dd72808f905cc1ccc719a0173be,2017-12-08 08:39:37-08:00,8.709829382817534e-05,,
32.0,30.0,34.0,23.0,311.0,39.0,224.0,42.0,35.0,124.0,52.0,0.0,0.0,14.0,65.0,0.0,0.0,0.0,82.0,44.0,96.0,372.0,2.0,13.0,10.0,71.0,0.0,4812.0,850.0,3249.0,1124.0,2065.0,807.0,0.0,0.0,0.0,1568.0,2072.0,884.0,1188.0,0.0,0.0,0.0,0.0,0.0,60.0,52.0,64.0,28.0,0.0,43.0,18.0,0.0,648.0,619.0,6.36,165.0,151.0,172.0,101.0,17,fde23b8afb7f7d6cc6148f60033a2bcb89920cef,2018-01-25 09:37:04-08:00,8.709829382817534e-05,,
32.0,30.0,34.0,23.0,311.0,39.0,224.0,42.0,35.0,124.0,52.0,0.0,0.0,14.0,65.0,0.0,0.0,0.0,82.0,44.0,96.0,372.0,2.0,13.0,10.0,71.0,0.0,4812.0,850.0,3249.0,1124.0,2065.0,807.0,0.0,0.0,0.0,1568.0,2072.0,884.0,1188.0,0.0,0.0,0.0,0.0,0.0,60.0,52.0,64.0,28.0,0.0,43.0,18.0,0.0,648.0,619.0,6.36,165.0,151.0,172.0,101.0,17,88ae4adfabdcf3c432d957b84f6fe069b3c8ed14,2018-03-28 09:34:07-07:00,8.709829382817534e-05,,
32.0,30.0,34.0,23.0,311.0,39.0,224.0,42.0,35.0,124.0,52.0,0.0,0.0,14.0,65.0,0.0,0.0,0.0,82.0,44.0,96.0,372.0,2.0,13.0,10.0,71.0,0.0,4812.0,850.0,3249.0,1124.0,2065.0,807.0,0.0,0.0,0.0,1568.0,2072.0,884.0,1188.0,0.0,0.0,0.0,0.0,0.0,60.0,52.0,64.0,28.0,0.0,43.0,18.0,0.0,648.0,619.0,6.36,165.0,151.0,172.0,101.0,17,3129ec12db410c8b90878a68407ffb5423b780e5,2018-07-27 21:57:41-07:00,8.709829382817534e-05,,
32.0,30.0,34.0,23.0,311.0,39.0,224.0,42.0,35.0,124.0,52.0,0.0,0.0,14.0,65.0,0.0,0.0,0.0,82.0,44.0,96.0,372.0,2.0,13.0,10.0,71.0,0.0,4811.0,850.0,3249.0,1124.0,2065.0,806.0,0.0,0.0,0.0,1568.0,2072.0,884.0,1188.0,0.0,0.0,0.0,0.0,0.0,60.0,52.0,64.0,28.0,0.0,43.0,18.0,0.0,648.0,619.0,6.3100000000000005,165.0,151.0,172.0,101.0,17,27250c31b593b1f9be8736606af89e9e3cdba5f4,2019-04-11 13:58:56-07:00,8.709829382817534e-05,,
32.0,30.0,34.0,23.0,311.0,39.0,224.0,42.0,35.0,124.0,52.0,0.0,0.0,14.0,65.0,0.0,0.0,0.0,82.0,44.0,96.0,372.0,2.0,13.0,10.0,71.0,0.0,4811.0,850.0,3249.0,1124.0,2065.0,806.0,0.0,0.0,0.0,1568.0,2072.0,884.0,1188.0,0.0,0.0,0.0,0.0,0.0,60.0,52.0,64.0,28.0,0.0,43.0,18.0,0.0,648.0,619.0,6.3100000000000005,165.0,151.0,172.0,101.0,17,cf73eb6ba18e579f3a25e7b7d312605ed040532f,2019-09-02 15:09:43-07:00,8.709829382817534e-05,,
