framework,path,current_version,next_version,framework_release_date (YYYY-DD-MM),sample_update_date (YYYY-DD-MM) ,delay_in_days
android,repositories/googlesamples/android-PictureInPicture/kotlinApp/app/build.gradle,26,27,2017/05/12,2017/08/12,3
android,repositories/googlesamples/android-PictureInPicture/app/build.gradle,26,27,2017/05/12,2017/08/12,3
android,repositories/googlesamples/android-Camera2Video/Application/build.gradle,21,23,2015/17/08,2015/20/08,3
android,repositories/googlesamples/android-Camera2Video/Application/build.gradle,23,24,2016/15/06,2016/12/08,58
android,repositories/googlesamples/android-Camera2Video/Application/build.gradle,24,25,2016/22/11,2016/13/12,21
android,repositories/googlesamples/android-Camera2Video/Application/build.gradle,25,26,2017/08/06,2017/10/10,124
android,repositories/googlesamples/android-Camera2Video/Application/build.gradle,26,27,2017/05/12,2018/15/02,72
android,repositories/googlesamples/android-Notifications/Application/build.gradle,24,25,2016/22/11,2016/13/12,21
android,repositories/googlesamples/android-Notifications/Application/build.gradle,25,26,2017/08/06,2017/11/08,64
android,repositories/googlesamples/android-Notifications/Application/build.gradle,26,27,2017/05/12,2018/28/03,113
android,repositories/googlesamples/android-Notifications/Application/build.gradle,27,28,2018/25/07,2018/28/07,3
android,repositories/googlesamples/android-Notifications/Shared/build.gradle,26,27,2017/05/12,2018/28/03,113
android,repositories/googlesamples/android-Notifications/Shared/build.gradle,27,28,2018/25/07,2018/28/07,3
android,repositories/googlesamples/android-Notifications/Wearable/build.gradle,26,28,2018/25/07,2018/28/07,3
android,repositories/googlesamples/android-BasicAccessibility/Application/build.gradle,21,22,2015/09/03,2015/28/04,50
android,repositories/googlesamples/android-BasicAccessibility/Application/build.gradle,22,23,2015/17/08,2015/17/08,0
android,repositories/googlesamples/android-BasicAccessibility/Application/build.gradle,23,24,2016/15/06,2016/12/08,58
android,repositories/googlesamples/android-BasicAccessibility/Application/build.gradle,24,25,2016/22/11,2016/13/12,21
android,repositories/googlesamples/android-BasicAccessibility/Application/build.gradle,25,26,2017/08/06,2017/10/10,124
android,repositories/googlesamples/android-BasicAccessibility/Application/build.gradle,26,27,2017/05/12,2018/15/02,72
android,repositories/googlesamples/android-MediaEffects/Application/build.gradle,19,21,2014/17/10,2014/18/11,32
android,repositories/googlesamples/android-MediaEffects/Application/build.gradle,21,22,2015/09/03,2015/28/04,50
android,repositories/googlesamples/android-MediaEffects/Application/build.gradle,22,23,2015/17/08,2015/17/08,0
android,repositories/googlesamples/android-MediaEffects/Application/build.gradle,23,24,2016/15/06,2016/12/08,58
android,repositories/googlesamples/android-MediaEffects/Application/build.gradle,24,25,2016/22/11,2016/13/12,21
android,repositories/googlesamples/android-MediaEffects/Application/build.gradle,25,26,2017/08/06,2017/10/10,124
android,repositories/googlesamples/android-MediaEffects/Application/build.gradle,26,27,2017/05/12,2018/15/02,72
android,repositories/googlesamples/android-MessagingService/Application/build.gradle,21,22,2015/09/03,2015/28/04,50
android,repositories/googlesamples/android-MessagingService/Application/build.gradle,22,23,2015/17/08,2015/17/08,0
android,repositories/googlesamples/android-MessagingService/Application/build.gradle,23,24,2016/15/06,2016/12/08,58
android,repositories/googlesamples/androidtv-sample-inputs/library/build.gradle,23,24,2016/15/06,2016/30/06,15
android,repositories/googlesamples/androidtv-sample-inputs/library/build.gradle,24,23,2015/17/08,2016/07/07,325
android,repositories/googlesamples/androidtv-sample-inputs/library/build.gradle,23,24,2016/15/06,2016/08/07,23
android,repositories/googlesamples/androidtv-sample-inputs/library/build.gradle,24,23,2015/17/08,2016/08/07,326
android,repositories/googlesamples/androidtv-sample-inputs/library/build.gradle,23,24,2016/15/06,2016/08/07,23
android,repositories/googlesamples/androidtv-sample-inputs/library/build.gradle,24,27,2017/05/12,2018/31/03,116
android,repositories/googlesamples/androidtv-sample-inputs/app/build.gradle,23,24,2016/15/06,2016/19/07,34
android,repositories/googlesamples/androidtv-sample-inputs/app/build.gradle,24,23,2015/17/08,2016/25/07,343
android,repositories/googlesamples/androidtv-sample-inputs/app/build.gradle,23,24,2016/15/06,2016/04/08,50
android,repositories/googlesamples/androidtv-sample-inputs/app/build.gradle,24,27,2017/05/12,2018/31/03,116
android,repositories/googlesamples/androidtv-Leanback/app/build.gradle,20,21,2014/17/10,2014/28/10,11
android,repositories/googlesamples/androidtv-Leanback/app/build.gradle,21,22,2015/09/03,2015/20/03,11
android,repositories/googlesamples/androidtv-Leanback/app/build.gradle,22,23,2015/17/08,2015/07/10,51
android,repositories/googlesamples/androidtv-Leanback/app/build.gradle,23,24,2016/15/06,2016/20/06,5
android,repositories/googlesamples/androidtv-Leanback/app/build.gradle,24,26,2017/08/06,2017/19/07,41
android,repositories/googlesamples/androidtv-Leanback/app/build.gradle,26,27,2017/05/12,2017/15/11,0
android,repositories/googlesamples/androidtv-Leanback/app/build.gradle,27,28,2018/25/07,2019/10/01,169
android,repositories/googlesamples/android-BluetoothChat/Application/build.gradle,19,21,2014/17/10,2014/18/11,32
android,repositories/googlesamples/android-BluetoothChat/Application/build.gradle,21,22,2015/09/03,2015/28/04,50
android,repositories/googlesamples/android-BluetoothChat/Application/build.gradle,22,23,2015/17/08,2015/17/08,0
android,repositories/googlesamples/android-BluetoothChat/Application/build.gradle,23,24,2016/15/06,2016/12/08,58
android,repositories/googlesamples/android-BluetoothChat/Application/build.gradle,24,25,2016/22/11,2016/13/12,21
android,repositories/googlesamples/android-BluetoothChat/Application/build.gradle,25,26,2017/08/06,2017/10/10,124
android,repositories/googlesamples/android-BluetoothChat/Application/build.gradle,26,27,2017/05/12,2018/15/02,72
android,repositories/googlesamples/android-MediaRecorder/Application/build.gradle,21,22,2015/09/03,2015/28/04,50
android,repositories/googlesamples/android-MediaRecorder/Application/build.gradle,22,23,2015/17/08,2015/17/08,0
android,repositories/googlesamples/android-MediaRecorder/Application/build.gradle,23,24,2016/15/06,2016/12/08,58
android,repositories/googlesamples/android-MediaRecorder/Application/build.gradle,24,25,2016/22/11,2016/13/12,21
android,repositories/googlesamples/android-MediaRecorder/Application/build.gradle,25,26,2017/08/06,2017/10/10,124
android,repositories/googlesamples/android-MediaRecorder/Application/build.gradle,26,27,2017/05/12,2018/15/02,72
android,repositories/googlesamples/android-MediaRecorder/Application/build.gradle,27,28,2018/25/07,2019/10/01,169
android,repositories/googlesamples/android-MediaRecorder/Application/build.gradle,28,27,2017/05/12,2019/10/01,401
android,repositories/googlesamples/android-MediaRecorder/Application/build.gradle,27,28,2018/25/07,2019/10/01,169
android,repositories/googlesamples/android-fit/StepCounter/app/build.gradle,23,26,2017/08/06,2017/18/10,132
android,repositories/googlesamples/android-DisplayingBitmaps/Application/build.gradle,21,22,2015/09/03,2015/28/04,50
android,repositories/googlesamples/android-DisplayingBitmaps/Application/build.gradle,22,23,2015/17/08,2015/17/08,0
android,repositories/googlesamples/android-DisplayingBitmaps/Application/build.gradle,23,24,2016/15/06,2016/12/08,58
android,repositories/googlesamples/android-DisplayingBitmaps/Application/build.gradle,24,25,2016/22/11,2016/13/12,21
android,repositories/googlesamples/android-DisplayingBitmaps/Application/build.gradle,25,26,2017/08/06,2017/10/10,124
android,repositories/googlesamples/android-DisplayingBitmaps/Application/build.gradle,26,27,2017/05/12,2018/15/02,72
android,repositories/googlesamples/android-testing-templates/AndroidTestingBlueprint/module-flavor1-androidTest-only/build.gradle,22,23,2015/17/08,2015/15/09,29
android,repositories/googlesamples/android-testing-templates/AndroidTestingBlueprint/module-android-library/build.gradle,22,23,2015/17/08,2015/15/09,29
android,repositories/googlesamples/android-testing-templates/AndroidTestingBlueprint/app/build.gradle,22,23,2015/17/08,2015/15/09,29
android,repositories/googlesamples/android-ActivityInstrumentation/Application/build.gradle,21,22,2015/09/03,2015/28/04,50
android,repositories/googlesamples/android-ActivityInstrumentation/Application/build.gradle,22,23,2015/17/08,2015/17/08,0
android,repositories/googlesamples/android-ActivityInstrumentation/Application/build.gradle,23,24,2016/15/06,2016/12/08,58
android,repositories/googlesamples/android-ActivityInstrumentation/Application/build.gradle,24,25,2016/22/11,2016/13/12,21
android,repositories/googlesamples/android-ActivityInstrumentation/Application/build.gradle,25,26,2017/08/06,2017/10/10,124
android,repositories/googlesamples/android-ActivityInstrumentation/Application/build.gradle,26,27,2017/05/12,2018/15/02,72
android,repositories/googlesamples/android-CustomChoiceList/Application/build.gradle,21,22,2015/09/03,2015/28/04,50
android,repositories/googlesamples/android-CustomChoiceList/Application/build.gradle,22,23,2015/17/08,2015/17/08,0
android,repositories/googlesamples/android-CustomChoiceList/Application/build.gradle,23,24,2016/15/06,2016/12/08,58
android,repositories/googlesamples/android-CustomChoiceList/Application/build.gradle,24,25,2016/22/11,2016/13/12,21
android,repositories/googlesamples/android-CustomChoiceList/Application/build.gradle,25,26,2017/08/06,2017/10/10,124
android,repositories/googlesamples/android-CustomChoiceList/Application/build.gradle,26,27,2017/05/12,2018/15/02,72
android,repositories/googlesamples/android-TextSwitcher/Application/build.gradle,21,22,2015/09/03,2015/28/04,50
android,repositories/googlesamples/android-TextSwitcher/Application/build.gradle,22,23,2015/17/08,2015/17/08,0
android,repositories/googlesamples/android-TextSwitcher/Application/build.gradle,23,24,2016/15/06,2016/12/08,58
android,repositories/googlesamples/android-TextSwitcher/Application/build.gradle,24,25,2016/22/11,2016/13/12,21
android,repositories/googlesamples/android-TextSwitcher/Application/build.gradle,25,26,2017/08/06,2017/10/10,124
android,repositories/googlesamples/android-TextSwitcher/Application/build.gradle,26,27,2017/05/12,2018/15/02,72
android,repositories/googlesamples/android-TextLinkify/Application/build.gradle,21,22,2015/09/03,2015/28/04,50
android,repositories/googlesamples/android-TextLinkify/Application/build.gradle,22,23,2015/17/08,2015/17/08,0
android,repositories/googlesamples/android-TextLinkify/Application/build.gradle,23,24,2016/15/06,2016/12/08,58
android,repositories/googlesamples/android-TextLinkify/Application/build.gradle,24,25,2016/22/11,2016/13/12,21
android,repositories/googlesamples/android-TextLinkify/Application/build.gradle,25,26,2017/08/06,2017/10/10,124
android,repositories/googlesamples/android-TextLinkify/Application/build.gradle,26,27,2017/05/12,2018/15/02,72
android,repositories/googlesamples/android-SynchronizedNotifications/Application/build.gradle,20,21,2014/17/10,2014/03/12,47
android,repositories/googlesamples/android-SynchronizedNotifications/Application/build.gradle,21,22,2015/09/03,2015/28/04,50
android,repositories/googlesamples/android-SynchronizedNotifications/Application/build.gradle,22,23,2015/17/08,2015/17/08,0
android,repositories/googlesamples/android-SynchronizedNotifications/Application/build.gradle,23,24,2016/15/06,2016/12/08,58
android,repositories/googlesamples/android-SynchronizedNotifications/Application/build.gradle,24,25,2016/22/11,2016/13/12,21
android,repositories/googlesamples/android-SynchronizedNotifications/Application/build.gradle,25,26,2017/08/06,2017/10/10,124
android,repositories/googlesamples/android-SynchronizedNotifications/Application/build.gradle,26,27,2017/05/12,2018/15/02,72
android,repositories/googlesamples/android-SynchronizedNotifications/Shared/build.gradle,19,20,2014/25/06,2014/18/11,146
android,repositories/googlesamples/android-SynchronizedNotifications/Shared/build.gradle,20,21,2014/17/10,2014/03/12,47
android,repositories/googlesamples/android-SynchronizedNotifications/Shared/build.gradle,21,22,2015/09/03,2015/28/04,50
android,repositories/googlesamples/android-SynchronizedNotifications/Shared/build.gradle,22,23,2015/17/08,2015/17/08,0
android,repositories/googlesamples/android-SynchronizedNotifications/Shared/build.gradle,23,24,2016/15/06,2016/12/08,58
android,repositories/googlesamples/android-SynchronizedNotifications/Shared/build.gradle,24,25,2016/22/11,2016/13/12,21
android,repositories/googlesamples/android-SynchronizedNotifications/Shared/build.gradle,25,26,2017/08/06,2017/10/10,124
android,repositories/googlesamples/android-SynchronizedNotifications/Shared/build.gradle,26,27,2017/05/12,2018/15/02,72
android,repositories/googlesamples/android-SwipeRefreshMultipleViews/Application/build.gradle,21,22,2015/09/03,2015/28/04,50
android,repositories/googlesamples/android-SwipeRefreshMultipleViews/Application/build.gradle,22,23,2015/17/08,2015/17/08,0
android,repositories/googlesamples/android-SwipeRefreshMultipleViews/Application/build.gradle,23,24,2016/15/06,2016/12/08,58
android,repositories/googlesamples/android-SwipeRefreshMultipleViews/Application/build.gradle,24,25,2016/22/11,2016/13/12,21
android,repositories/googlesamples/android-SwipeRefreshMultipleViews/Application/build.gradle,25,26,2017/08/06,2017/10/10,124
android,repositories/googlesamples/android-SwipeRefreshMultipleViews/Application/build.gradle,26,27,2017/05/12,2018/15/02,72
android,repositories/googlesamples/android-SwipeRefreshListFragment/Application/build.gradle,21,22,2015/09/03,2015/28/04,50
android,repositories/googlesamples/android-SwipeRefreshListFragment/Application/build.gradle,22,23,2015/17/08,2015/17/08,0
android,repositories/googlesamples/android-SwipeRefreshListFragment/Application/build.gradle,23,24,2016/15/06,2016/12/08,58
android,repositories/googlesamples/android-SwipeRefreshListFragment/Application/build.gradle,24,25,2016/22/11,2016/13/12,21
android,repositories/googlesamples/android-SwipeRefreshListFragment/Application/build.gradle,25,26,2017/08/06,2017/10/10,124
android,repositories/googlesamples/android-SwipeRefreshListFragment/Application/build.gradle,26,27,2017/05/12,2018/15/02,72
android,repositories/googlesamples/android-SwipeRefreshLayoutBasic/Application/build.gradle,21,22,2015/09/03,2015/28/04,50
android,repositories/googlesamples/android-SwipeRefreshLayoutBasic/Application/build.gradle,22,23,2015/17/08,2015/17/08,0
android,repositories/googlesamples/android-SwipeRefreshLayoutBasic/Application/build.gradle,23,24,2016/15/06,2016/12/08,58
android,repositories/googlesamples/android-SwipeRefreshLayoutBasic/Application/build.gradle,24,25,2016/22/11,2016/13/12,21
android,repositories/googlesamples/android-SwipeRefreshLayoutBasic/Application/build.gradle,25,26,2017/08/06,2017/10/10,124
android,repositories/googlesamples/android-SwipeRefreshLayoutBasic/Application/build.gradle,26,27,2017/05/12,2018/15/02,72
android,repositories/googlesamples/android-StorageProvider/Application/build.gradle,21,22,2015/09/03,2015/28/04,50
android,repositories/googlesamples/android-StorageProvider/Application/build.gradle,22,23,2015/17/08,2015/17/08,0
android,repositories/googlesamples/android-StorageProvider/Application/build.gradle,23,24,2016/15/06,2016/12/08,58
android,repositories/googlesamples/android-StorageProvider/Application/build.gradle,24,25,2016/22/11,2016/13/12,21
android,repositories/googlesamples/android-StorageProvider/Application/build.gradle,25,26,2017/08/06,2017/10/10,124
android,repositories/googlesamples/android-StorageProvider/Application/build.gradle,26,27,2017/05/12,2018/15/02,72
android,repositories/googlesamples/android-StorageClient/Application/build.gradle,21,22,2015/09/03,2015/28/04,50
android,repositories/googlesamples/android-StorageClient/Application/build.gradle,22,23,2015/17/08,2015/17/08,0
android,repositories/googlesamples/android-StorageClient/Application/build.gradle,23,24,2016/15/06,2016/12/08,58
android,repositories/googlesamples/android-StorageClient/Application/build.gradle,24,25,2016/22/11,2016/13/12,21
