framework,path,framework_contributors,sample_contributors,commom_contributors,commom/framework,commom/sample
android,googlesamples/android-WearSpeakerSample,174,2,2,0.011494252873563218,1.0
android,googlesamples/android-WearHighBandwidthNetworking,174,2,2,0.011494252873563218,1.0
android,googlesamples/android-WearDrawers,174,2,2,0.011494252873563218,1.0
android,googlesamples/android-WearComplicationProvidersTestSuite,174,2,2,0.011494252873563218,1.0
android,googlesamples/android-WearAccessibilityApp,174,2,2,0.011494252873563218,1.0
android,googlesamples/android-WatchFace,174,2,2,0.011494252873563218,1.0
android,googlesamples/android-RuntimePermissionsWear,174,3,3,0.017241379310344827,1.0
android,googlesamples/android-JumpingJack,174,2,2,0.011494252873563218,1.0
android,googlesamples/android-DataLayer,174,2,2,0.011494252873563218,1.0
android,googlesamples/android-AlwaysOn,174,2,2,0.011494252873563218,1.0
android,googlesamples/android-MediaEffects,174,2,2,0.011494252873563218,1.0
android,googlesamples/android-DirectBoot,174,3,3,0.017241379310344827,1.0
android,googlesamples/leanback-showcase,174,11,7,0.040229885057471264,0.6363636363636364
android,googlesamples/android-MessagingService,174,4,3,0.017241379310344827,0.75
android,googlesamples/androidtv-sample-inputs,174,8,7,0.040229885057471264,0.875
android,googlesamples/leanback-homescreen-channels,174,3,2,0.011494252873563218,0.6666666666666666
android,googlesamples/android-play-publisher-api,174,6,3,0.017241379310344827,0.5
android,googlesamples/androidtv-Leanback,174,22,16,0.09195402298850575,0.7272727272727273
android,googlesamples/android-BluetoothChat,174,2,2,0.011494252873563218,1.0
android,googlesamples/android-MediaRecorder,174,7,6,0.034482758620689655,0.8571428571428571
android,googlesamples/android-fit,174,6,5,0.028735632183908046,0.8333333333333334
android,googlesamples/android-DisplayingBitmaps,174,2,2,0.011494252873563218,1.0
android,googlesamples/android-testing-templates,174,5,4,0.022988505747126436,0.8
android,googlesamples/android-ActivityInstrumentation,174,2,2,0.011494252873563218,1.0
android,googlesamples/chromeos-android-draganddrop-demo,174,1,1,0.005747126436781609,1.0
android,googlesamples/android-BasicRenderScript,174,2,2,0.011494252873563218,1.0
android,googlesamples/android-TensorFlowCloudMachineLearningEngineStylizer,174,1,1,0.005747126436781609,1.0
android,googlesamples/android-CustomChoiceList,174,2,2,0.011494252873563218,1.0
android,googlesamples/android-WatchViewStub,174,2,2,0.011494252873563218,1.0
android,googlesamples/android-Timer,174,2,2,0.011494252873563218,1.0
android,googlesamples/android-TextSwitcher,174,2,2,0.011494252873563218,1.0
android,googlesamples/android-TextLinkify,174,2,2,0.011494252873563218,1.0
android,googlesamples/android-SynchronizedNotifications,174,2,2,0.011494252873563218,1.0
android,googlesamples/android-SwipeRefreshMultipleViews,174,2,2,0.011494252873563218,1.0
android,googlesamples/android-SwipeRefreshListFragment,174,2,2,0.011494252873563218,1.0
android,googlesamples/android-SwipeRefreshLayoutBasic,174,2,2,0.011494252873563218,1.0
android,googlesamples/android-StorageProvider,174,2,2,0.011494252873563218,1.0
android,googlesamples/android-StorageClient,174,2,2,0.011494252873563218,1.0
android,googlesamples/android-SlidingTabsColors,174,2,2,0.011494252873563218,1.0
android,googlesamples/android-SlidingTabsBasic,174,4,3,0.017241379310344827,0.75
android,googlesamples/android-SkeletonWearableApp,174,2,2,0.011494252873563218,1.0
android,googlesamples/android-ShareActionProvider,174,2,2,0.011494252873563218,1.0
android,googlesamples/android-ScreenCapture,174,4,4,0.022988505747126436,1.0
android,googlesamples/android-ScopedDirectoryAccess,174,3,3,0.017241379310344827,1.0
android,googlesamples/android-RuntimePermissions,174,2,2,0.011494252873563218,1.0
android,googlesamples/android-RevealEffectBasic,174,2,2,0.011494252873563218,1.0
android,googlesamples/android-RepeatingAlarm,174,2,2,0.011494252873563218,1.0
android,googlesamples/android-RenderScriptIntrinsic,174,2,2,0.011494252873563218,1.0
android,googlesamples/android-RecyclerView,174,2,2,0.011494252873563218,1.0
android,googlesamples/android-RecipeAssistant,174,2,2,0.011494252873563218,1.0
android,googlesamples/android-Quiz,174,2,2,0.011494252873563218,1.0
android,googlesamples/android-PermissionRequest,174,1,1,0.005747126436781609,1.0
android,googlesamples/android-PdfRendererBasic,174,2,2,0.011494252873563218,1.0
android,googlesamples/android-NotificationChannels,174,2,2,0.011494252873563218,1.0
android,googlesamples/android-NfcProvisioning,174,2,2,0.011494252873563218,1.0
android,googlesamples/android-NetworkConnect,174,2,2,0.011494252873563218,1.0
android,googlesamples/android-NavigationDrawer,174,3,3,0.017241379310344827,1.0
android,googlesamples/android-MultiWindowPlayground,174,2,2,0.011494252873563218,1.0
android,googlesamples/android-MidiSynth,174,2,2,0.011494252873563218,1.0
android,googlesamples/android-MidiScope,174,2,2,0.011494252873563218,1.0
android,googlesamples/android-MediaRouter,174,2,2,0.011494252873563218,1.0
android,googlesamples/android-MediaBrowserService,174,2,2,0.011494252873563218,1.0
android,googlesamples/android-LNotifications,174,2,2,0.011494252873563218,1.0
android,googlesamples/android-JobScheduler,174,3,3,0.017241379310344827,1.0
android,googlesamples/android-Interpolator,174,2,2,0.011494252873563218,1.0
android,googlesamples/android-ImmersiveMode,174,2,2,0.011494252873563218,1.0
android,googlesamples/android-HorizontalPaging,174,2,2,0.011494252873563218,1.0
android,googlesamples/android-HdrViewfinder,174,2,2,0.011494252873563218,1.0
android,googlesamples/android-GridViewPager,174,2,2,0.011494252873563218,1.0
android,googlesamples/android-Geofencing,174,2,2,0.011494252873563218,1.0
android,googlesamples/android-FloatingActionButtonBasic,174,2,2,0.011494252873563218,1.0
android,googlesamples/android-Flashlight,174,2,2,0.011494252873563218,1.0
android,googlesamples/android-FingerprintDialog,174,4,4,0.022988505747126436,1.0
android,googlesamples/android-FindMyPhone,174,2,2,0.011494252873563218,1.0
android,googlesamples/android-ElizaChat,174,2,2,0.011494252873563218,1.0
android,googlesamples/android-ElevationDrag,174,3,3,0.017241379310344827,1.0
android,googlesamples/android-ElevationBasic,174,3,3,0.017241379310344827,1.0
android,googlesamples/android-DrawableTinting,174,2,2,0.011494252873563218,1.0
android,googlesamples/android-DragAndDropAcrossApps,174,2,2,0.011494252873563218,1.0
android,googlesamples/android-DownloadableFonts,174,3,2,0.011494252873563218,0.6666666666666666
android,googlesamples/android-DoneBar,174,2,2,0.011494252873563218,1.0
android,googlesamples/android-DocumentCentricRelinquishIdentity,174,2,2,0.011494252873563218,1.0
android,googlesamples/android-DocumentCentricApps,174,2,2,0.011494252873563218,1.0
android,googlesamples/android-DirectShare,174,2,2,0.011494252873563218,1.0
android,googlesamples/android-DirectorySelection,174,2,2,0.011494252873563218,1.0
android,googlesamples/android-DeviceOwner,174,2,2,0.011494252873563218,1.0
android,googlesamples/android-DelayedConfirmation,174,2,2,0.011494252873563218,1.0
android,googlesamples/android-CustomTransition,174,2,2,0.011494252873563218,1.0
android,googlesamples/android-CustomNotifications,174,2,2,0.011494252873563218,1.0
android,googlesamples/android-ContentProviderPaging,174,2,2,0.011494252873563218,1.0
android,googlesamples/android-ConfirmCredential,174,3,3,0.017241379310344827,1.0
android,googlesamples/android-CommitContentSampleIME,174,2,2,0.011494252873563218,1.0
android,googlesamples/android-CommitContentSampleApp,174,2,2,0.011494252873563218,1.0
android,googlesamples/android-ClippingBasic,174,3,3,0.017241379310344827,1.0
android,googlesamples/android-CardView,174,2,2,0.011494252873563218,1.0
android,googlesamples/android-CardReader,174,2,2,0.011494252873563218,1.0
android,googlesamples/android-CardEmulation,174,2,2,0.011494252873563218,1.0
android,googlesamples/android-BorderlessButtons,174,2,2,0.011494252873563218,1.0
android,googlesamples/android-BluetoothAdvertisements,174,2,2,0.011494252873563218,1.0
android,googlesamples/android-BeamLargeFiles,174,2,2,0.011494252873563218,1.0
android,googlesamples/android-BatchStepSensor,174,2,2,0.011494252873563218,1.0
android,googlesamples/android-BasicTransition,174,2,2,0.011494252873563218,1.0
android,googlesamples/android-BasicSyncAdapter,174,4,4,0.022988505747126436,1.0
android,googlesamples/android-BasicNotifications,174,2,2,0.011494252873563218,1.0
android,googlesamples/android-BasicNetworking,174,2,2,0.011494252873563218,1.0
android,googlesamples/android-BasicMultitouch,174,2,2,0.011494252873563218,1.0
android,googlesamples/android-BasicMediaRouter,174,2,2,0.011494252873563218,1.0
android,googlesamples/android-BasicMediaDecoder,174,3,3,0.017241379310344827,1.0
android,googlesamples/android-BasicManagedProfile,174,3,3,0.017241379310344827,1.0
android,googlesamples/android-BasicImmersiveMode,174,2,2,0.011494252873563218,1.0
android,googlesamples/android-BasicGestureDetect,174,2,2,0.011494252873563218,1.0
android,googlesamples/android-BasicContactables,174,2,2,0.011494252873563218,1.0
android,googlesamples/android-BasicAndroidKeyStore,174,2,2,0.011494252873563218,1.0
android,googlesamples/android-AutoBackupForApps,174,2,2,0.011494252873563218,1.0
android,googlesamples/android-AsymmetricFingerprintDialog,174,3,3,0.017241379310344827,1.0
android,googlesamples/android-AppShortcuts,174,2,2,0.011494252873563218,1.0
android,googlesamples/android-AppRestrictionSchema,174,2,2,0.011494252873563218,1.0
android,googlesamples/android-AppRestrictions,174,2,2,0.011494252873563218,1.0
android,googlesamples/android-AppRestrictionEnforcer,174,2,2,0.011494252873563218,1.0
android,googlesamples/android-AdvancedImmersiveMode,174,2,2,0.011494252873563218,1.0
android,googlesamples/android-ActiveNotifications,174,2,2,0.011494252873563218,1.0
android,googlesamples/android-ActionBarCompat-Styled,174,2,2,0.011494252873563218,1.0
android,googlesamples/android-ActionBarCompat-ListPopupMenu,174,2,2,0.011494252873563218,1.0
android,googlesamples/android-ActionBarCompat-Basic,174,2,2,0.011494252873563218,1.0
android,googlesamples/android-key-attestation,174,3,2,0.011494252873563218,0.6666666666666666
android,googlesamples/android-play-places,174,4,4,0.022988505747126436,1.0
android,googlesamples/android-AccelerometerPlay,174,2,2,0.011494252873563218,1.0
android,googlesamples/android-play-awareness,174,2,1,0.005747126436781609,0.5
android,googlesamples/leanback-assistant,174,2,2,0.011494252873563218,1.0
android,googlesamples/android-play-safetynet,174,4,4,0.022988505747126436,1.0
android,googlesamples/account-transfer-api,174,1,1,0.005747126436781609,1.0
android,googlesamples/android-SimpleMediaPlayer,174,2,2,0.011494252873563218,1.0
android,googlesamples/android-fido,174,8,5,0.028735632183908046,0.625
android,googlesamples/android-WearStandaloneGoogleSignIn,174,1,1,0.005747126436781609,1.0
android,googlesamples/android-WearOAuth,174,1,1,0.005747126436781609,1.0
android,googlesamples/android-unsplash,174,5,3,0.017241379310344827,0.6
android,googlesamples/android-codelab-watchface,174,2,2,0.011494252873563218,1.0
android,googlesamples/android-OurStreets,174,2,2,0.011494252873563218,1.0
android,googlesamples/android-WearCompanionLibrary,174,5,4,0.022988505747126436,0.8
android,googlesamples/android-gcmnetworkmanager,174,2,1,0.005747126436781609,0.5
android,googlesamples/identity-toolkit-android,174,6,6,0.034482758620689655,1.0
android,googlesamples/android-WclDemoSample,174,3,3,0.017241379310344827,1.0
android,googlesamples/attendee-checkin,174,2,2,0.011494252873563218,1.0
android,googlesamples/android-play-games-in-motion,174,1,1,0.005747126436781609,1.0
android,googlesamples/androidtv-daydream,174,3,3,0.017241379310344827,1.0
android,googlesamples/androidtv-VisualGameController,174,3,3,0.017241379310344827,1.0
android,googlesamples/androidtv-GameController,174,2,2,0.011494252873563218,1.0
android,googlesamples/android-google-accounts,174,4,3,0.017241379310344827,0.75
