full_name,Buse Readability trend,Buse Readability pvalue,framework,Scalabrino Readability trend,Scalabrino Readability pvalue,FANIN trend,FANIN pvalue,FANOUT trend,FANOUT pvalue,CC trend,CC pvalue,CCM trend,CCM pvalue,CCS trend,CCS pvalue,EC trend,EC pvalue,KNTS trend,KNTS pvalue,NPATH trend,NPATH pvalue,NPLOG trend,NPLOG pvalue,PL trend,PL pvalue,LOC trend,LOC pvalue,DLOC trend,DLOC pvalue,Executable Line of Code trend,Executable Line of Code pvalue,CLOC trend,CLOC pvalue,BL trend,BL pvalue,NV trend,NV pvalue,AM trend,AM pvalue,NPRM trend,NPRM pvalue,NPM trend,NPM pvalue,PM trend,PM pvalue,LM trend,LM pvalue,STMT trend,STMT pvalue,DSTMT trend,DSTMT pvalue,ESTMT trend,ESTMT pvalue,CCR trend,CCR pvalue,WMC trend,WMC pvalue,NOC trend,NOC pvalue,DIT trend,DIT pvalue,LCOM trend,LCOM pvalue,CBO trend,CBO pvalue,RFC trend,RFC pvalue,NIV trend,NIV pvalue,questions trend,questions pvalue
spring-guides/gs-accessing-data-mysql,increasing,5.818628401321746e-08,spring-guides,decreasing,4.1443315446088036e-10,no trend,0.5033116547204046,decreasing,0.0,decreasing,0.0,decreasing,0.0,decreasing,0.0,decreasing,0.0,no trend,1.0,decreasing,0.0,no trend,1.0,increasing,3.036504814257768e-07,increasing,1.0219751378492958e-07,increasing,2.2208008318980177e-06,increasing,1.5222163478600947e-06,increasing,5.434213735888704e-06,increasing,1.614357210133477e-07,no trend,1.0,increasing,7.17734020305727e-06,increasing,5.434213735888704e-06,no trend,1.0,no trend,1.0,increasing,5.434213735888704e-06,increasing,1.1365710606003887e-06,increasing,2.1462413446471373e-07,increasing,1.9479392172838672e-05,increasing,5.713828001630006e-06,increasing,5.434213735888704e-06,no trend,1.0,no trend,1.0,increasing,7.17734020305727e-06,increasing,6.775397187741561e-07,increasing,7.17734020305727e-06,increasing,2.829760872291587e-07,increasing,3.908178040856747e-05
spring-guides/gs-multi-module,increasing,4.1869247568326884e-05,spring-guides,decreasing,4.951150600618348e-11,decreasing,8.338151754494483e-05,decreasing,0.00030417550264361104,decreasing,0.00023136994779826558,decreasing,0.00023136994779826558,decreasing,0.00023136994779826558,decreasing,0.00023136994779826558,no trend,1.0,decreasing,0.00023136994779826558,no trend,1.0,decreasing,0.0007585973026411619,decreasing,0.00010320113132000763,decreasing,1.0870193634104908e-11,decreasing,0.0003717575654911265,decreasing,4.131336977386546e-05,no trend,0.4191759802006563,no trend,1.0,decreasing,0.0009483301376298492,decreasing,0.0003717575654911265,no trend,1.0,no trend,1.0,decreasing,0.00018471026616939668,decreasing,0.0007585973026411619,decreasing,0.002464264040372477,decreasing,0.0003717575654911265,decreasing,7.627378775687532e-05,decreasing,0.00018471026616939668,no trend,1.0,no trend,1.0,decreasing,8.051658740426682e-05,decreasing,1.4033219031261979e-13,decreasing,0.0009483301376298492,decreasing,0.0007585973026411619,increasing,9.65713953249292e-10
spring-guides/gs-messaging-gcp-pubsub,decreasing,3.310598777428453e-05,spring-guides,decreasing,0.0,increasing,1.397149063109282e-11,increasing,1.8502843701639904e-10,decreasing,2.220446049250313e-16,decreasing,2.220446049250313e-16,decreasing,2.220446049250313e-16,decreasing,2.220446049250313e-16,no trend,1.0,decreasing,2.220446049250313e-16,no trend,1.0,increasing,0.0,increasing,0.0,increasing,0.0,increasing,0.0,increasing,0.0,increasing,0.0,increasing,0.0,increasing,0.0,increasing,0.0,no trend,1.0,no trend,1.0,increasing,0.0,increasing,0.0,increasing,0.0,increasing,8.881784197001252e-16,increasing,0.0,increasing,0.0,no trend,1.0,no trend,1.0,no trend,1.0,increasing,0.0,increasing,0.0,increasing,0.0,increasing,8.360058645351387e-09
spring-guides/gs-gateway,decreasing,2.3026396518410763e-06,spring-guides,decreasing,2.886579864025407e-15,increasing,2.1933988625377765e-08,increasing,6.141306129192614e-06,decreasing,0.0,decreasing,0.0,decreasing,0.0,decreasing,0.0,no trend,1.0,decreasing,0.0,no trend,1.0,increasing,0.0,increasing,0.0,increasing,0.0,increasing,0.0,increasing,0.0,increasing,0.0,no trend,1.0,increasing,0.0,increasing,0.0,no trend,1.0,no trend,1.0,increasing,0.0,increasing,0.0,increasing,0.0,increasing,0.0,increasing,0.0,increasing,0.0,no trend,1.0,no trend,1.0,no trend,1.0,increasing,0.0,increasing,0.0,increasing,0.0,increasing,2.5662858504915675e-08
googlearchive/chromium-webview-samples,increasing,1.4848302809511438e-08,googlearchive,increasing,1.017182982288034e-08,decreasing,6.80677625375381e-09,decreasing,6.80677625375381e-09,decreasing,1.017182982288034e-08,decreasing,1.017182982288034e-08,decreasing,1.017182982288034e-08,decreasing,6.80677625375381e-09,decreasing,1.3262466236341197e-08,decreasing,1.017182982288034e-08,decreasing,1.017182982288034e-08,decreasing,3.6218532797338554e-06,no trend,0.9549534056024622,no trend,0.06391218320877035,no trend,0.972962845310644,decreasing,2.7229649424143076e-08,decreasing,1.864796868034091e-06,increasing,1.017182982288034e-08,decreasing,0.012140029432280652,increasing,6.80677625375381e-09,decreasing,1.017182982288034e-08,decreasing,1.017182982288034e-08,decreasing,0.012140029432280652,no trend,1.0,increasing,2.2412198541488237e-08,no trend,0.06391218320877035,decreasing,1.864796868034091e-06,decreasing,2.7229649424143076e-08,no trend,1.0,increasing,0.00037267186354550397,decreasing,1.2413634564722997e-08,decreasing,0.004572888302595057,decreasing,0.012140029432280652,increasing,0.00016851187029542913,increasing,2.8186522005313464e-09
googlearchive/compute-getting-started-java,no trend,1.0,googlearchive,decreasing,3.86557452713987e-12,increasing,5.324585217181266e-11,increasing,5.324585217181266e-11,increasing,5.324585217181266e-11,increasing,5.324585217181266e-11,increasing,5.324585217181266e-11,decreasing,5.324585217181266e-11,increasing,5.324585217181266e-11,increasing,7.730267537198188e-10,increasing,5.324585217181266e-11,increasing,2.220446049250313e-16,increasing,1.4834800055041342e-12,increasing,1.4834800055041342e-12,increasing,1.4834800055041342e-12,increasing,2.220446049250313e-16,increasing,1.4834800055041342e-12,increasing,3.86557452713987e-12,increasing,1.4834800055041342e-12,increasing,5.718758799844181e-12,no trend,0.514475513930724,no trend,1.0,increasing,1.4834800055041342e-12,increasing,1.4834800055041342e-12,increasing,1.4834800055041342e-12,increasing,1.4834800055041342e-12,decreasing,4.18855802442053e-06,increasing,1.4834800055041342e-12,no trend,1.0,no trend,1.0,increasing,5.324585217181266e-11,increasing,5.718758799844181e-12,increasing,1.4834800055041342e-12,no trend,0.514475513930724,increasing,3.71848996039148e-10
googlearchive/android-BasicManagedProfile,no trend,1.0,googlearchive,increasing,7.073535592816427e-07,increasing,0.0,increasing,0.0,increasing,0.0,increasing,0.0,increasing,0.0,increasing,0.00019314376429124813,increasing,0.0,increasing,0.0,increasing,0.0,increasing,0.0,increasing,0.0,increasing,0.0,increasing,0.0,increasing,0.0,increasing,0.0,increasing,0.00019314376429124813,increasing,0.00019314376429124813,increasing,0.005745699651371616,increasing,0.00019314376429124813,no trend,1.0,increasing,0.00019314376429124813,increasing,0.0,increasing,0.0,increasing,0.0,increasing,2.220446049250313e-16,increasing,0.0,no trend,1.0,no trend,1.0,increasing,0.00019314376429124813,increasing,0.0,increasing,0.00019314376429124813,no trend,1.0,increasing,0.0
googlearchive/android-Camera2Basic,decreasing,0.0022032784572243447,googlearchive,increasing,1.0667805838693312e-07,decreasing,1.3924441535140275e-05,no trend,0.8895946460071431,decreasing,3.4682194494095597e-07,decreasing,3.4682194494095597e-07,decreasing,2.378013341797214e-10,decreasing,0.001061871144093951,decreasing,4.551006890274323e-05,increasing,0.00029085386522775813,no trend,0.9922181055546133,increasing,0.0,increasing,0.0,increasing,4.440892098500626e-16,no trend,0.8160062343509813,no trend,0.42666541490991916,no trend,0.4947762641043001,increasing,4.73188155325488e-11,no trend,0.35390827079255893,decreasing,0.0,increasing,9.987009033096683e-07,decreasing,1.6887358178507839e-10,no trend,0.37204027055336164,increasing,2.220446049250313e-16,increasing,9.495445879359465e-06,increasing,2.2846391445341396e-11,increasing,0.024281836608467833,increasing,1.7896795156957523e-13,no trend,1.0,decreasing,4.034381717588076e-10,decreasing,0.0009727437347109014,increasing,3.1754154861118877e-10,no trend,0.35390827079255893,no trend,0.5551134202785182,increasing,0.0
googlearchive/android-Camera2Video,no trend,1.0,googlearchive,decreasing,0.0007572607546932897,decreasing,0.0,decreasing,0.0,decreasing,0.00035912253010050854,decreasing,0.00036823389935491946,decreasing,0.00036823389935491946,decreasing,1.7630341631047486e-13,decreasing,0.0,decreasing,0.00036823389935491946,decreasing,0.0,no trend,0.10695637276345349,no trend,0.10531778469533681,decreasing,0.03617410372673735,increasing,0.045259986304459154,decreasing,7.315754766423765e-07,decreasing,0.00022005431180160961,increasing,2.9531932455029164e-14,decreasing,8.035794252236883e-13,decreasing,1.887379141862766e-14,decreasing,0.00021358620906641868,decreasing,5.284661597215745e-14,decreasing,8.035794252236883e-13,no trend,0.07736603466437941,decreasing,0.0007122423617673679,no trend,0.5752526842096715,no trend,0.5065115670948472,no trend,0.11013895579904998,no trend,1.0,decreasing,3.6135539005499595e-12,decreasing,0.0,decreasing,0.00036823389935491946,decreasing,8.035794252236883e-13,decreasing,0.0,increasing,0.0
googlearchive/android-JobScheduler,increasing,0.0091353084358885,googlearchive,increasing,1.7039722444156524e-06,decreasing,4.652278562389256e-12,decreasing,6.6633365491952645e-12,decreasing,2.959903433463751e-10,decreasing,2.959903433463751e-10,decreasing,2.959903433463751e-10,decreasing,2.959903433463751e-10,decreasing,2.959903433463751e-10,decreasing,2.959903433463751e-10,decreasing,2.959903433463751e-10,increasing,0.0,increasing,1.7739143487460751e-12,increasing,1.7739143487460751e-12,increasing,1.7739143487460751e-12,increasing,0.0,increasing,0.0,increasing,2.959903433463751e-10,decreasing,2.959903433463751e-10,decreasing,2.959903433463751e-10,increasing,5.551115123125783e-15,increasing,5.551115123125783e-15,decreasing,2.959903433463751e-10,increasing,1.7739143487460751e-12,increasing,5.31903410205814e-11,increasing,1.7739143487460751e-12,decreasing,0.037704020546621475,decreasing,2.959903433463751e-10,no trend,1.0,decreasing,2.959903433463751e-10,decreasing,2.959903433463751e-10,decreasing,6.6633365491952645e-12,decreasing,2.959903433463751e-10,decreasing,6.6633365491952645e-12,increasing,4.440892098500626e-16
googlearchive/androidtv-Leanback,increasing,0.0,googlearchive,no trend,0.21706960138186338,no trend,0.22130500271123976,no trend,0.8607826031121457,decreasing,0.0009101166918288328,decreasing,0.004348010323200757,decreasing,0.0010146535277617552,decreasing,0.0055117890769398326,decreasing,6.528945384332019e-09,decreasing,0.001513644466273556,no trend,0.8131420802143634,no trend,0.17060874485083177,no trend,0.4084184579281993,increasing,0.0008468625796842488,no trend,0.3395660566341503,increasing,0.02497783989186453,no trend,0.6336768740553926,decreasing,1.3849050425562837e-05,decreasing,1.1102230246251565e-15,decreasing,2.360011553070862e-06,decreasing,3.677506743571257e-09,increasing,1.843991626060415e-11,decreasing,9.6413499406367e-10,decreasing,0.00023284583635252432,no trend,0.14930751158269984,decreasing,0.0005372008783839366,increasing,0.0,decreasing,1.1462053528532579e-10,increasing,0.0,increasing,0.0,no trend,0.38055554032184613,increasing,8.417154592210707e-06,decreasing,1.1102230246251565e-15,decreasing,5.437632566440698e-10,increasing,0.0
googlearchive/identity-toolkit-android,no trend,1.0,googlearchive,decreasing,0.0007202947301807594,increasing,0.0009018044208564113,increasing,0.0009018044208564113,increasing,0.0009018044208564113,increasing,0.0009018044208564113,increasing,0.0009018044208564113,no trend,0.08889771331024732,increasing,0.0007779970120589397,increasing,0.0009018044208564113,increasing,0.0009728084586808627,decreasing,1.027413509824271e-08,decreasing,0.0007202947301807594,decreasing,0.0007202947301807594,decreasing,0.0009018044208564113,decreasing,1.027413509824271e-08,increasing,0.0007202947301807594,no trend,1.0,decreasing,0.0007202947301807594,decreasing,0.0007202947301807594,no trend,0.11661465581700758,no trend,0.11661465581700758,decreasing,0.0007202947301807594,decreasing,0.0007202947301807594,decreasing,0.0007202947301807594,decreasing,0.0007202947301807594,decreasing,1.8501345122601265e-08,decreasing,0.0009018044208564113,no trend,1.0,no trend,0.11661465581700758,no trend,0.11661465581700758,decreasing,0.0007202947301807594,decreasing,0.0007202947301807594,no trend,0.11661465581700758,increasing,0.0
googlearchive/tango-examples-java,increasing,0.00017485718991250288,googlearchive,increasing,4.641775852576302e-11,decreasing,0.0,decreasing,0.0,decreasing,0.0,decreasing,0.0,decreasing,0.0,decreasing,0.0,decreasing,0.0,decreasing,0.0,decreasing,0.0,decreasing,6.726231016607187e-08,decreasing,9.66398072677066e-09,decreasing,1.865174681370263e-14,decreasing,1.2337513877191952e-07,increasing,0.028228962632884658,decreasing,7.296772075449098e-10,decreasing,0.0,decreasing,1.3225090194080025e-06,decreasing,1.552402650872864e-11,increasing,4.3298697960381105e-14,decreasing,4.218847493575595e-15,decreasing,1.5512640016979162e-07,decreasing,7.294165271787278e-13,decreasing,2.5202062658991053e-13,decreasing,5.741789266267006e-10,decreasing,0.032084259499236545,decreasing,1.592312948162089e-10,decreasing,0.0,decreasing,2.926975806172294e-07,decreasing,0.0,decreasing,1.7435139998411842e-09,decreasing,1.3225090194080025e-06,decreasing,1.4645618051645215e-11,increasing,0.0
googlearchive/android-fit,increasing,0.0,googlearchive,decreasing,0.0,decreasing,3.3151259515307174e-13,decreasing,1.9739765377835283e-13,decreasing,1.0902390101819037e-13,decreasing,1.0902390101819037e-13,decreasing,7.971401316808624e-14,decreasing,7.971401316808624e-14,decreasing,7.971401316808624e-14,decreasing,7.971401316808624e-14,decreasing,1.3877787807814457e-13,decreasing,0.0,decreasing,8.006928453596629e-13,decreasing,6.770584093374055e-12,decreasing,0.0,decreasing,0.0,decreasing,2.2879920180685076e-11,decreasing,5.799960511865265e-11,decreasing,2.2879542704856703e-10,decreasing,1.0902390101819037e-13,increasing,0.0,decreasing,1.0002540908882196e-06,no trend,0.059920220345826225,decreasing,8.1556983388964e-13,decreasing,9.163780845256042e-13,decreasing,0.0,decreasing,0.0,decreasing,2.928324249751313e-12,decreasing,0.0026149061198388335,no trend,0.4738356577081153,decreasing,0.0,decreasing,6.390754592189296e-11,decreasing,2.2879542704856703e-10,decreasing,0.0,increasing,0.0
googlearchive/android-PdfRendererBasic,no trend,1.0,googlearchive,increasing,8.169276366487566e-10,increasing,1.9599701417405413e-08,increasing,8.169276366487566e-10,increasing,8.169276366487566e-10,increasing,8.169276366487566e-10,increasing,8.169276366487566e-10,decreasing,0.0035397195648840807,decreasing,0.0035397195648840807,increasing,8.169276366487566e-10,increasing,1.3322676295501878e-14,increasing,0.0,increasing,0.0,increasing,3.774758283725532e-15,increasing,3.774758283725532e-15,increasing,3.019806626980426e-14,increasing,0.0,increasing,3.774758283725532e-15,increasing,0.0035397195648840807,increasing,0.0035397195648840807,no trend,1.0,increasing,0.0035397195648840807,increasing,0.0035397195648840807,increasing,0.0,increasing,3.774758283725532e-15,increasing,0.0,increasing,0.006436535701604962,increasing,3.019806626980426e-14,no trend,1.0,no trend,1.0,increasing,8.881784197001252e-16,increasing,3.645084234449314e-12,increasing,0.0035397195648840807,increasing,3.1086244689504383e-15,increasing,0.0
googlearchive/android-BasicAndroidKeyStore,no trend,0.1175313902005426,googlearchive,no trend,0.5387655067553692,increasing,2.1760371282653068e-14,increasing,7.327471962526033e-15,increasing,7.793765632868599e-14,increasing,7.793765632868599e-14,increasing,7.793765632868599e-14,no trend,1.0,increasing,2.0539125955565396e-13,increasing,7.793765632868599e-14,no trend,1.0,increasing,5.870415265007978e-12,increasing,5.870415265007978e-12,decreasing,2.220446049250313e-15,increasing,5.870415265007978e-12,increasing,7.793765632868599e-14,increasing,7.793765632868599e-14,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,increasing,5.870415265007978e-12,decreasing,1.1244070552418606e-06,increasing,5.870415265007978e-12,decreasing,7.327471962526033e-15,increasing,7.793765632868599e-14,no trend,1.0,no trend,1.0,no trend,1.0,increasing,7.327471962526033e-15,no trend,1.0,no trend,1.0,increasing,0.0
googlearchive/android-BasicSyncAdapter,increasing,1.0950238206630658e-05,googlearchive,no trend,0.06681936413516554,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,no trend,0.1175313902005426,no trend,1.0,no trend,1.0,no trend,1.0,increasing,1.0950238206630658e-05,increasing,1.0950238206630658e-05,no trend,1.0,no trend,1.0,increasing,1.0950238206630658e-05,increasing,1.0950238206630658e-05,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,no trend,0.1175313902005426,no trend,1.0,increasing,1.1460834747900606e-05,no trend,1.0,no trend,1.0,no trend,0.1175313902005426,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,increasing,0.0
googlearchive/android-BatchStepSensor,increasing,3.8118600826919646e-06,googlearchive,increasing,0.026974648993052908,increasing,0.01682529654578202,no trend,1.0,increasing,0.01682529654578202,increasing,0.01682529654578202,increasing,0.01682529654578202,no trend,1.0,no trend,1.0,increasing,0.01682529654578202,no trend,1.0,increasing,0.01682529654578202,increasing,0.01682529654578202,no trend,1.0,increasing,0.01682529654578202,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,increasing,0.01682529654578202,no trend,1.0,increasing,0.01682529654578202,decreasing,0.01682529654578202,increasing,0.01682529654578202,no trend,1.0,no trend,1.0,no trend,1.0,increasing,0.01682529654578202,no trend,1.0,no trend,1.0,increasing,0.0
googlearchive/android-BluetoothLeGatt,no trend,0.1175313902005426,googlearchive,decreasing,0.01682529654578202,no trend,0.1175313902005426,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,no trend,0.1175313902005426,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,no trend,0.1175313902005426,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,no trend,0.1175313902005426,no trend,1.0,no trend,1.0,increasing,0.0
googlearchive/android-CardEmulation,no trend,1.0,googlearchive,increasing,0.026974648993052908,no trend,1.0,no trend,0.1175313902005426,increasing,0.01682529654578202,increasing,0.01682529654578202,increasing,0.01682529654578202,no trend,1.0,no trend,0.1175313902005426,increasing,0.01682529654578202,no trend,1.0,increasing,0.01682529654578202,increasing,0.01682529654578202,no trend,1.0,increasing,0.01682529654578202,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,increasing,0.01682529654578202,no trend,1.0,no trend,0.311396789016813,decreasing,0.01682529654578202,increasing,0.0035577611848722768,no trend,1.0,no trend,0.1175313902005426,no trend,0.1175313902005426,no trend,0.1175313902005426,no trend,1.0,no trend,1.0,increasing,0.0
googlearchive/android-CardReader,no trend,1.0,googlearchive,increasing,0.026974648993052908,no trend,1.0,no trend,0.1175313902005426,increasing,0.01682529654578202,increasing,0.01682529654578202,increasing,0.01682529654578202,no trend,1.0,no trend,1.0,increasing,0.01682529654578202,no trend,1.0,increasing,0.01682529654578202,increasing,0.01682529654578202,no trend,0.1175313902005426,increasing,0.01682529654578202,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,no trend,0.311396789016813,no trend,1.0,no trend,0.311396789016813,decreasing,0.01682529654578202,increasing,0.0035577611848722768,no trend,1.0,no trend,0.1175313902005426,no trend,1.0,no trend,0.1175313902005426,no trend,1.0,no trend,1.0,increasing,4.440892098500626e-16
googlearchive/android-DisplayingBitmaps,increasing,5.2859016643092005e-05,googlearchive,increasing,2.9210511849342424e-06,decreasing,8.502576420710284e-11,decreasing,8.502576420710284e-11,decreasing,6.338558566909569e-10,decreasing,6.338558566909569e-10,decreasing,6.338558566909569e-10,decreasing,6.338558566909569e-10,decreasing,6.338558566909569e-10,decreasing,6.338558566909569e-10,decreasing,6.338558566909569e-10,increasing,1.001507765607812e-10,increasing,6.526190698963319e-09,increasing,6.526190698963319e-09,increasing,7.524684653148483e-09,increasing,8.502576420710284e-11,increasing,7.610645447186926e-11,no trend,1.0,increasing,6.338558566909569e-10,increasing,6.338558566909569e-10,no trend,1.0,decreasing,0.018554685224782652,increasing,6.338558566909569e-10,increasing,6.526190698963319e-09,increasing,6.526190698963319e-09,increasing,6.526190698963319e-09,increasing,8.502576420710284e-11,increasing,6.338558566909569e-10,decreasing,0.018554685224782652,no trend,1.0,decreasing,6.338558566909569e-10,increasing,6.526190698963319e-09,increasing,6.338558566909569e-10,increasing,5.884042364456832e-09,increasing,0.0
googlearchive/android-MediaRecorder,no trend,1.0,googlearchive,increasing,0.0,increasing,3.3306690738754696e-15,no trend,0.3119173897252123,increasing,0.0,increasing,0.0,increasing,2.6645352591003757e-15,increasing,2.220446049250313e-16,increasing,0.0,increasing,4.1396906791391075e-08,increasing,0.0,increasing,0.0,increasing,0.0,increasing,1.3685954614039986e-06,increasing,0.0,increasing,2.6645352591003757e-15,increasing,1.420919448769098e-08,increasing,2.220446049250313e-16,increasing,2.220446049250313e-16,increasing,2.220446049250313e-16,increasing,2.220446049250313e-16,no trend,1.0,increasing,2.220446049250313e-16,increasing,0.0,increasing,1.3685954614039986e-06,increasing,0.0,decreasing,5.218048215738236e-14,increasing,0.0,no trend,1.0,no trend,1.0,increasing,5.218048215738236e-14,increasing,2.863728314483893e-07,increasing,2.220446049250313e-16,increasing,2.524613385013197e-08,increasing,0.0
googlearchive/android-MediaRouter,increasing,5.0515952323859636e-05,googlearchive,increasing,1.4348522370255523e-11,decreasing,2.220446049250313e-16,decreasing,2.220446049250313e-16,decreasing,2.353672812205332e-14,decreasing,2.353672812205332e-14,decreasing,2.353672812205332e-14,decreasing,2.353672812205332e-14,decreasing,2.353672812205332e-14,decreasing,2.353672812205332e-14,decreasing,2.353672812205332e-14,decreasing,1.2523315717771766e-11,decreasing,2.220446049250313e-16,decreasing,2.220446049250313e-16,decreasing,2.220446049250313e-16,increasing,5.0515952323859636e-05,decreasing,7.389334717555762e-05,no trend,1.0,decreasing,2.353672812205332e-14,decreasing,2.353672812205332e-14,no trend,1.0,no trend,1.0,decreasing,2.353672812205332e-14,decreasing,2.220446049250313e-16,decreasing,2.220446049250313e-16,decreasing,2.220446049250313e-16,increasing,2.220446049250313e-16,decreasing,2.353672812205332e-14,no trend,1.0,no trend,1.0,increasing,2.353672812205332e-14,decreasing,5.0515952323859636e-05,decreasing,2.353672812205332e-14,decreasing,5.0515952323859636e-05,increasing,3.774758283725532e-15
googlearchive/android-NetworkConnect,increasing,1.1102230246251565e-15,googlearchive,decreasing,7.038813976123492e-13,increasing,1.9467094602987345e-11,increasing,1.9467094602987345e-11,increasing,7.793765632868599e-14,increasing,7.793765632868599e-14,increasing,7.793765632868599e-14,increasing,7.793765632868599e-14,increasing,7.793765632868599e-14,increasing,7.793765632868599e-14,increasing,7.793765632868599e-14,increasing,1.1102230246251565e-15,increasing,1.9467094602987345e-11,increasing,2.022382261657185e-11,increasing,1.9467094602987345e-11,increasing,1.1102230246251565e-15,decreasing,1.9467094602987345e-11,decreasing,7.793765632868599e-14,increasing,7.793765632868599e-14,decreasing,7.793765632868599e-14,increasing,7.793765632868599e-14,increasing,7.793765632868599e-14,increasing,7.793765632868599e-14,increasing,1.9467094602987345e-11,increasing,1.9467094602987345e-11,increasing,1.9467094602987345e-11,decreasing,1.9467094602987345e-11,increasing,7.793765632868599e-14,no trend,1.0,increasing,7.793765632868599e-14,increasing,7.793765632868599e-14,increasing,1.9467094602987345e-11,increasing,7.793765632868599e-14,increasing,1.9467094602987345e-11,increasing,0.0
googlearchive/android-SlidingTabsBasic,increasing,5.0515952323859636e-05,googlearchive,increasing,6.602324909010804e-09,no trend,1.0,no trend,1.0,increasing,0.01682529654578202,increasing,0.01682529654578202,no trend,0.311396789016813,no trend,0.1175313902005426,no trend,1.0,increasing,0.01682529654578202,no trend,0.1175313902005426,increasing,3.7789847165736745e-05,increasing,3.7789847165736745e-05,no trend,1.0,increasing,0.01682529654578202,increasing,5.0515952323859636e-05,increasing,5.0515952323859636e-05,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,no trend,0.1175313902005426,no trend,1.0,increasing,0.01682529654578202,no trend,0.1175313902005426,increasing,0.01682529654578202,increasing,6.89099322843667e-05,increasing,0.01682529654578202,no trend,1.0,no trend,0.1175313902005426,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,increasing,0.0
googlearchive/android-StorageProvider,increasing,0.01473287420072289,googlearchive,decreasing,0.03663317224290896,no trend,0.08108563952399805,no trend,0.08108563952399805,no trend,0.08108563952399805,no trend,0.08108563952399805,no trend,0.08108563952399805,no trend,0.08108563952399805,increasing,0.01473287420072289,no trend,0.7668549475754367,no trend,0.08108563952399805,no trend,0.7668549475754367,no trend,0.08108563952399805,no trend,0.08108563952399805,no trend,0.08108563952399805,no trend,0.7668549475754367,no trend,0.7668549475754367,no trend,0.08108563952399805,no trend,0.08108563952399805,no trend,0.08108563952399805,no trend,0.08108563952399805,no trend,0.08108563952399805,no trend,0.08108563952399805,no trend,0.08108563952399805,no trend,0.08108563952399805,decreasing,1.200428956704691e-05,no trend,0.08108563952399805,no trend,0.08108563952399805,no trend,0.08108563952399805,no trend,0.08108563952399805,no trend,0.08108563952399805,decreasing,9.935741118738406e-11,no trend,0.08108563952399805,no trend,0.08108563952399805,increasing,4.6629367034256575e-15
googlearchive/android-SwipeRefreshLayoutBasic,no trend,0.311396789016813,googlearchive,increasing,0.028669183333644765,no trend,1.0,no trend,1.0,increasing,0.01682529654578202,increasing,0.01682529654578202,increasing,0.01682529654578202,no trend,1.0,no trend,1.0,increasing,0.01682529654578202,no trend,1.0,increasing,0.01682529654578202,increasing,0.01682529654578202,no trend,1.0,increasing,0.0035577611848722768,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,no trend,0.1175313902005426,no trend,0.1175313902005426,no trend,1.0,no trend,1.0,no trend,0.311396789016813,no trend,0.1175313902005426,increasing,0.01682529654578202,no trend,0.311396789016813,increasing,0.0035577611848722768,no trend,0.1175313902005426,no trend,0.1175313902005426,no trend,1.0,no trend,0.1175313902005426,no trend,1.0,no trend,0.1175313902005426,increasing,2.078337502098293e-13
googlearchive/android-TextLinkify,increasing,5.0515952323859636e-05,googlearchive,no trend,0.20267853996397744,decreasing,5.0515952323859636e-05,decreasing,4.903306737413793e-05,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,no trend,0.1175313902005426,no trend,0.1175313902005426,no trend,1.0,increasing,5.0515952323859636e-05,decreasing,5.0515952323859636e-05,decreasing,5.0515952323859636e-05,decreasing,5.0515952323859636e-05,increasing,5.0515952323859636e-05,increasing,5.0515952323859636e-05,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,decreasing,5.0515952323859636e-05,decreasing,5.0515952323859636e-05,decreasing,5.0515952323859636e-05,increasing,5.0515952323859636e-05,no trend,1.0,no trend,1.0,no trend,1.0,no trend,1.0,decreasing,5.0515952323859636e-05,no trend,1.0,decreasing,5.0515952323859636e-05,increasing,5.10702591327572e-15
