Id,Reputation,CreationDate,DisplayName,LastAccessDate,WebsiteUrl,Location,AboutMe,Views,UpVotes,DownVotes,ProfileImageUrl,EmailHash,AccountId,postId
"3930172","763","2014-08-11 15:21:48","Pierre","2020-04-08 13:44:34","","","<p>I code mostly backend in Java on Tomcat/Weblogic/Jetty/etc + Oracle/mysql/etc. I interface with lots of things: AD, LDAP, SharePoint web services, bunch of SOAP services, Oracle OAM, you name it ;-) I'm rather comfortable with JS/jquery and am getting better at frontend JS/CSS3 and slowly ramping up on MVC frontend frameworks like AngularJS. But I'm mostly backend. I'm not a front-end artist, everything I design looks like squares ;-) I'm interested in higher ed, aerospace, AI, algorithms (Genetic, Neural Networks, LP), software security (OWASP, bugcrowd, defcon, etc). My goal this year is to get my half marathon time under 2 hours; best time so far 2:01:29s, arggg ;-)  [edit: I'm down to 1h47 for the half marathon as of April 2016 and 4h13 for the marathon]. Did you know Alan Turing was a very good marathon runner [under 3h on the marathon]?. Also, if you remember those old priceline ads: ""I looove to trravel""</p>
","66","234","6","https://i.stack.imgur.com/cNaUa.jpg?s=128&g=1","","4874710","25571843"
"266185","4937","2010-02-04 12:54:48","Daniel Wu","2020-01-29 02:43:35","","","","372","219","1","","","98298","27105619"
"260511","16676","2010-01-27 22:55:12","rayman","2020-04-10 18:14:04","","","","911","26","1","","","95715","27171629"
"510024","450","2010-11-16 20:36:41","avaz","2020-04-12 01:01:50","https://www.andersonvaz.com","Amsterdam, Netherlands","<p>Big fan of software development and the techs that make it. #açaídrinker</p>
","64","66","3","","","240027","27643278"
"1684269","21329","2012-09-19 21:09:21","Ole","2020-04-12 05:49:02","","","","2309","2108","16","","","1859358","27987068"
"791406","26949","2011-06-09 17:05:26","raffian","2020-02-27 23:55:30","","New York City","<p>Applications architect and code slinger, currently working in financial services in New York City. Lately I've been focusing on Grails and Groovy, but my background is full stack implementations with Java/J2EE.</p>

<p>Reach me at <code>72616666692e6970616440676d61696c2e636f6d</code></p>

<p>My other passion is <a href=""http://raffianphoto.com"" rel=""nofollow"">landscape photography</a>, check it out if you're interested...</p>
","1192","2895","23","https://i.stack.imgur.com/UJTFm.png","","416171","28702698"
"1563286","1042","2012-07-30 14:54:15","adn.911","2019-11-18 06:44:20","","Dhaka, Bangladesh","<p>I am Batman.</p>
","113","50","2","","","1703795","29282870"
"674442","485","2011-03-24 07:06:09","Semo","2020-04-08 09:10:12","http://semodesign.wordpress.com/","Berlin, Germany","<ul>
<li>Programmer (B.Sc. Mediainformatics)</li>
<li>CS Master Student of the University of Potsdam.</li>
</ul>
","151","568","5","","","342992","29299181"
"4825538","13","2015-04-23 18:01:15","Victor Iacoban","2016-07-27 16:32:51","","","","10","0","0","https://lh5.googleusercontent.com/-sAHTxZlG83U/AAAAAAAAAAI/AAAAAAAAHCk/mKtr0QRlti0/photo.jpg","","6193474","29831374"
"1988876","22565","2013-01-17 23:47:06","brain storm","2020-03-24 20:54:02","","USA","","1963","976","54","","","2258168","29831953"
"3702362","155","2014-06-03 09:01:49","user3702362","2018-11-05 21:24:06","","","","28","2","0","https://www.gravatar.com/avatar/?s=128&d=identicon&r=PG&f=1","","4559663","31730050"
"20391","3275","2008-09-22 11:54:32","Pavel Bernshtam","2020-04-10 14:20:33","","","<p>Java Programmer since 1996
Was born in Ukraine, live in Israel since 1994</p>

<p>Java/Scala/Groovy</p>
","276","762","5","","","10728","34512248"
"1961634","17894","2013-01-09 14:36:35","Dariusz","2020-04-11 21:05:38","","Warsaw, Poland","<p>Professional programmer since 2007, coding since 1993, born 1986 :)</p>
","1995","1898","370","https://www.gravatar.com/avatar/752c2b5c1c199fa9ee1020bdff2f3ce0?s=128&d=identicon&r=PG&f=1","","2222583","34525587"
"1265245","666","2012-03-12 22:29:17","Tommy Stanton","2020-02-05 20:55:54","http://tommystanton.com","Los Angeles, CA","<p>Computer programmer and banjo picker</p>
","63","140","0","","","1319010","34606760"
"4977572","133","2015-06-05 10:33:24","Justin Taylor","2017-07-28 15:31:38","","","","85","0","0","https://www.gravatar.com/avatar/e492d982acc5ed19115444184c1a3b46?s=128&d=identicon&r=PG&f=1","","6420773","34751700"
"807797","9268","2011-06-21 05:03:33","CodeMed","2020-04-03 22:26:39","","","","2658","3843","52","","","426537","34821978"
"1993941","831","2013-01-20 02:03:02","jeebface","2020-04-11 00:09:27","","","","60","29","1","","","2264985","35076591"
"1961634","17894","2013-01-09 14:36:35","Dariusz","2020-04-11 21:05:38","","Warsaw, Poland","<p>Professional programmer since 2007, coding since 1993, born 1986 :)</p>
","1995","1898","370","https://www.gravatar.com/avatar/752c2b5c1c199fa9ee1020bdff2f3ce0?s=128&d=identicon&r=PG&f=1","","2222583","35195982"
"1757278","187","2012-10-18 18:34:05","and_rew","2020-03-31 12:04:46","","","","8","3","0","","","1953746","35584271"
"1965146","828","2012-02-28 06:21:39","Tyler","2020-04-10 18:34:38","","","","83","27","0","https://i.stack.imgur.com/6IM5Y.jpg","","1283734","35709341"
"492410","20458","2010-10-30 21:15:56","ddewaele","2020-04-10 09:08:11","http://blog.doityourselfandroid.com","Deinze, Belgium","<p>Belgium based Senior Application Architect / Developer.
Strong focus on Java and a broad interest in various functional and technical domains. </p>

<p>Specialities</p>

<ul>
<li>Java Enterprise architecture and development </li>
<li>IoT / M2M architecture and development</li>
<li>Agile development processes  </li>
<li>Scrum / Extreme Programming </li>
<li>Release / Configuration Management </li>
<li>Android / iOS mobile development</li>
<li>Web Development</li>
</ul>
","1260","188","8","","","229445","36100395"
"887103","8646","2011-08-10 03:15:47","Nicolas S.Xu","2020-04-09 02:55:45","","","","572","1258","27","","","476284","36433556"
"807797","9268","2011-06-21 05:03:33","CodeMed","2020-04-03 22:26:39","","","","2658","3843","52","","","426537","36581834"
"807797","9268","2011-06-21 05:03:33","CodeMed","2020-04-03 22:26:39","","","","2658","3843","52","","","426537","36655518"
"807797","9268","2011-06-21 05:03:33","CodeMed","2020-04-03 22:26:39","","","","2658","3843","52","","","426537","36683434"
"807797","9268","2011-06-21 05:03:33","CodeMed","2020-04-03 22:26:39","","","","2658","3843","52","","","426537","36705874"
"807797","9268","2011-06-21 05:03:33","CodeMed","2020-04-03 22:26:39","","","","2658","3843","52","","","426537","36730903"
"807797","9268","2011-06-21 05:03:33","CodeMed","2020-04-03 22:26:39","","","","2658","3843","52","","","426537","36899386"
"694014","7596","2011-04-05 13:59:21","Sodved","2020-04-09 07:14:22","http://sodved.awardspace.info/unicode.pl","","","365","182","2","","","355210","37042106"
"807797","9268","2011-06-21 05:03:33","CodeMed","2020-04-03 22:26:39","","","","2658","3843","52","","","426537","37061697"
"1469918","799","2012-06-20 16:33:04","Erikson Murrugarra","2019-12-20 18:40:02","","Barranca District, Peru","<p>Software Engineer, Traveler And Musician.</p>
","57","30","3","https://i.stack.imgur.com/tFS4a.jpg","","1585426","37598036"
"3728901","25404","2014-06-11 07:10:29","Do Nhu Vy","2020-04-12 05:49:36","","","<p>dev</p>
","4318","1288","14","https://www.gravatar.com/avatar/fa73df70975a858016fb2da1b2cdb820?s=128&d=identicon&r=PG&f=1","","4597208","37780976"
"2114952","2608","2013-02-27 10:42:07","Oleksandr H","2020-04-10 09:23:16","","Ukraine","","283","406","1","https://i.stack.imgur.com/7ojpk.jpg?s=128&g=1","","2422232","37970709"
"5728095","4820","2015-12-29 18:33:55","Sergii","2020-04-11 17:43:06","","Kyiv city, Ukraine","<p>The main expertise is in Java</p>
","424","1106","26","https://www.gravatar.com/avatar/eef72e89aff5e243c30384af15ed51c7?s=128&d=identicon&r=PG&f=1","","7544544","38698426"
"6684746","51","2016-08-06 04:20:09","Cristian Sandu","2018-09-20 13:51:07","","","","9","0","0","https://lh3.googleusercontent.com/-se7ffJDixuY/AAAAAAAAAAI/AAAAAAAABgw/Dd5Sve31Q70/photo.jpg","","8962816","38800564"
"2657234","27","2013-08-06 14:35:47","user2657234","2018-02-19 15:20:32","","","","6","0","0","","","3029424","38910280"
"6726502","98","2016-08-17 13:06:13","Fholisani Mashegana","2020-04-12 05:52:06","","Johannesburg, Gauteng, South Africa","<p>Skilled in software development life cycle with more than 4 years of work experience</p>
","27","38","0","https://i.stack.imgur.com/loAMZ.jpg?s=128&g=1","","9027726","39082691"
"5385516","79","2015-09-28 16:25:46","Anantha","2016-11-05 02:16:25","","United States","","13","6","0","https://www.gravatar.com/avatar/e4f8d31f7432a99b63c6ef9d45b8f6f2?s=128&d=identicon&r=PG&f=1","","7029141","39233986"
"1988876","22565","2013-01-17 23:47:06","brain storm","2020-03-24 20:54:02","","USA","","1963","976","54","","","2258168","39645590"
"4161471","178","2014-10-20 10:24:41","aSemy","2020-04-10 10:44:51","https://www.adam.mx","Amsterdam, Netherlands","","5","18","3","https://www.gravatar.com/avatar/efddfe7de4ff22b8720de3339ac4e144?s=128&d=identicon&r=PG&f=1","","4623673","40355743"
"4529210","55","2015-02-04 15:24:40","andrey_ustinov","2020-04-11 21:38:40","","","","8","9","0","https://www.gravatar.com/avatar/81ace453a74d083ebf6a73cf90488227?s=128&d=identicon&r=PG&f=1","","5734661","40357318"
"979467","1253","2011-10-04 23:24:55","Quantum_Entanglement","2017-10-29 16:50:31","","","","71","7","0","https://i.stack.imgur.com/hO2mq.jpg","","953800","40585031"
"4084107","877","2014-09-26 16:39:03","Warren M. Nocos","2020-04-11 14:52:33","","","<p>I am eager to learn more from technology, to become an effective and globally competitive Information Technologist.</p>

<p>I've been learning and loving Java, and I am currently studying Scala. I love JVM-based technology.</p>
","113","150","5","https://i.stack.imgur.com/aXHZ9.jpg","","5091045","40623809"
"4725496","3060","2015-03-29 03:20:06","Feeco","2020-04-11 16:14:59","","","","307","449","8","https://i.stack.imgur.com/BYQOo.jpg","","6017058","40775533"
"2436719","606","2013-05-30 13:17:16","lolo","2019-02-05 16:44:22","","","","52","10","2","","","2836132","40802405"
"1652248","1669","2012-09-06 14:07:41","winter","2020-03-10 09:21:43","","Israel","","51","8","0","","","1817414","41092751"
"5248299","1454","2015-08-20 15:43:20","Kihats","2020-04-09 11:50:30","","","","74","351","1","https://www.gravatar.com/avatar/bb4b3dce61bde9c031524a3af1d71d12?s=128&d=identicon&r=PG&f=1","","6821181","41429778"
"3778348","976","2014-06-26 07:50:39","maret","2019-06-04 21:04:07","http://www.maretolia.blogspot.com","Ukraine","","61","27","0","https://www.gravatar.com/avatar/758b3b63db50ec53e7a0db6aa8e73168?s=128&d=identicon&r=PG&f=1","","4665094","41578040"
"1262024","5727","2012-03-11 08:40:47","Smajl","2020-04-11 12:20:49","","Czech Republic","<p>Software developer with focus on Java and cloud technologies.</p>
","868","1195","33","","","1314915","41738864"
"945034","6189","2011-09-14 16:05:49","Kumar Sambhav","2020-04-11 17:38:49","http://registry.jsonresume.org/kumarsambhavjain","India","<p>Full stack developer using Java, Spring(Boot, MVC, Security, Integration, Batch, Reactive), Kotlin, Kafka, RabbitMQ, Zookeeper, MongoDB, PostgreSQL, AWS (EC2, ECS, ELB, Fargate etc.) AngularJS 1.x, Angular 8, Twitter Bootstrap, Angular Material.</p>
","613","884","5","https://i.stack.imgur.com/8mo3N.jpg","","911208","41850162"
"6698148","59","2016-08-10 01:48:08","Houssem","2019-10-31 20:31:00","","","","13","7","0","https://www.gravatar.com/avatar/28541869b134c5dd67e9a352c4b82761?s=128&d=identicon&r=PG&f=1","","8983960","42102689"
"2609729","113","2013-07-23 08:21:26","3squad","2020-04-11 20:27:49","","Poland","<p>Java, Javascript, Ionic, IBM</p>
","30","13","0","","","3081675","42420125"
"7458242","404","2017-01-23 14:51:18","KnechtRootrecht","2020-04-09 09:44:33","","Hamburg, Germany","","65","30","2","https://i.stack.imgur.com/ySPqu.png?s=128&g=1","","10091354","42721597"
"4725496","3060","2015-03-29 03:20:06","Feeco","2020-04-11 16:14:59","","","","307","449","8","https://i.stack.imgur.com/BYQOo.jpg","","6017058","42867921"
"7746592","41","2017-03-21 15:36:56","soch2000","2017-04-06 04:23:46","","","","1","0","0","https://www.gravatar.com/avatar/e3cd372ce3f6e183fd6f386781ec4292?s=128&d=identicon&r=PG&f=1","","10510818","43082213"
"2471889","461","2013-06-10 17:25:48","maresa","2020-04-09 17:36:09","http://www.microshell.com","","","17","6","0","","","2880950","43150564"
"1729795","14519","2012-10-08 19:19:24","codependent","2020-04-11 20:21:58","","Madrid","<p>By day: I code for 8 hours and a half. Cloud, Kubernetes, Spring, NodeJS...</p>

<p>By night: I code a little more, work out and try to get some sleep.</p>
","1105","1976","31","","","1917510","43374658"
"7872780","11","2017-04-15 22:02:43","Ondřej","2018-05-08 20:28:48","","","","2","0","0","https://graph.facebook.com/10154986162700202/picture?type=large","","10695452","43431802"
"2529104","193","2013-06-27 17:10:17","dhmc","2019-10-16 11:13:00","","","","63","16","0","","","2978582","43458500"
"2888242","784","2013-05-09 14:33:11","Aram","2020-04-10 02:26:26","","","","40","130","0","","","2746350","45136514"
"1684269","21329","2012-09-19 21:09:21","Ole","2020-04-12 05:49:02","","","","2309","2108","16","","","1859358","45993586"
"8593724","33","2017-09-11 18:02:25","dwightschrute","2017-09-11 20:50:46","","","","3","0","0","https://www.gravatar.com/avatar/48424296eb6aba4fb8aed599ccfe6e94?s=128&d=identicon&r=PG&f=1","","11741554","46162061"
"516167","25351","2010-11-22 13:47:13","MariuszS","2020-04-10 20:39:28","https://devskiller.com/","Poland","<p>Devskiller - Powerful tool to test developers’ skills</p>
","2369","2146","183","https://i.stack.imgur.com/h3XJi.png?s=128&g=1","","243786","46174992"
"6271380","53","2016-04-29 11:47:01","DimarZio","2020-04-03 12:44:48","","","","4","1","0","https://www.gravatar.com/avatar/53df110306635b32610007a966d08522?s=128&d=identicon&r=PG&f=1","","8348357","46732371"
"7349475","15","2016-12-28 10:55:14","George","2020-04-08 09:19:40","","Bangalore, Karnataka, India","<p>I am passionate about working on Java and related technology.</p>
","15","0","0","https://www.gravatar.com/avatar/963aaae88efda1fc3fed280e4dc67136?s=128&d=identicon&r=PG&f=1","","9928788","47202657"
"1232793","2056","2012-02-25 17:09:48","Bruno Krebs","2020-04-11 12:38:08","https://medium.com/@krebs.bruno","Porto Alegre, Brazil","<p>Javascript developer who loves to build nice an intuitive web systems that conform to web standards and that are fast.</p>
","125","266","3","https://i.stack.imgur.com/xhLEH.jpg?s=128&g=1","","1277966","47239476"
"2355712","706","2013-05-06 18:21:09","Thomas Murphy","2019-12-26 19:10:45","http://github.com/thomasmurphycodes","New York, NY, United States","<p>Tools: Java 8, Spring Boot, Pandas, Numpy, Scipy, AngularJS, PostgreSQL, AWS everything</p>

<p>Interests: Machine Learning, Pattern Recognition, Signal Processing, Partial Differential Equations, Complex Analysis, Statistics, Stochastic Processes, Linear Algebra</p>
","203","64","3","","","2732187","48772458"
"2674303","26636","2013-08-12 08:50:06","gstackoverflow","2020-04-10 22:58:29","","Russia, spb","","8467","2903","88","","","3163862","49939639"
"2674303","26636","2013-08-12 08:50:06","gstackoverflow","2020-04-10 22:58:29","","Russia, spb","","8467","2903","88","","","3163862","49942640"
"7920494","333","2017-04-25 15:53:34","Adrian","2020-04-10 10:31:16","","","","40","107","0","https://www.gravatar.com/avatar/8fad2c7912e650f4ee84cb2131eb1ed4?s=128&d=identicon&r=PG&f=1","","10765281","50141309"
"9152953","77","2017-12-29 11:57:06","Diamond","2018-07-30 17:13:52","","Moskva, Москва, Россия","","18","7","0","https://www.gravatar.com/avatar/4d4719dbd07ab7b402e212a6b4907548?s=128&d=identicon&r=PG&f=1","","12582917","51348352"
"1074660","137","2011-12-01 03:08:47","dak","2020-04-10 22:07:43","","Vancouver, BC, Canada","<p>Experience in Agile/Scrum on distributed teams, excellent communication skills and a desire to work with talented teams building innovative products.</p>
","80","0","0","","","1076670","51736997"
"1529441","1779","2012-07-16 16:06:34","Tyvain","2020-04-08 02:32:20","","France","","224","104","4","https://i.stack.imgur.com/7QNuh.gif?s=128&g=1","","1661165","51738718"
"10712728","31","2018-11-27 16:30:37","Jan Mihevc","2019-12-06 16:32:44","","","","2","0","0","https://graph.facebook.com/10209909990504952/picture?type=large","","14834037","53816713"
"8288449","106","2017-07-11 09:04:41","Nandagopal Sekar","2020-04-10 14:51:25","","Amsterdam, Netherlands","","31","19","0","https://www.gravatar.com/avatar/fe82943f2041b4018d4800fab416cd9b?s=128&d=identicon&r=PG&f=1","","6073456","54750194"
"8887398","636","2017-11-04 23:50:16","Birdman","2020-03-17 14:04:09","","","","124","128","1","https://www.gravatar.com/avatar/20429638ddac9ddf1899ad01eb6be55c?s=128&d=identicon&r=PG&f=1","","12173577","55564608"
