,numberOfJavaFiles,countLineCode/numberOfJavaFiles,SumCyclomaticStrict/CountDeclMethod,readability
aws-samples\\emr-tls-security,"Mann_Kendall_Test(trend='increasing', h=True, p=1.2659456727348584e-07, z=5.283708593701245, Tau=0.6534391534391535, s=247.0, var_s=2167.6666666666665, slope=0.07692307692307693, intercept=-0.03846153846153855)","Mann_Kendall_Test(trend='increasing', h=True, p=2.42694697671908e-08, z=5.578433158641623, Tau=0.701058201058201, s=265.0, var_s=2239.6666666666665, slope=4.666666666666667, intercept=7.999999999999993)","Mann_Kendall_Test(trend='increasing', h=True, p=1.2659456727348584e-07, z=5.283708593701245, Tau=0.6534391534391535, s=247.0, var_s=2167.6666666666665, slope=0.08888888888888888, intercept=0.1333333333333333)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.0)"
aws-samples\\aws-transcribe-streaming-example-java,"Mann_Kendall_Test(trend='increasing', h=True, p=0.00042777793265713626, z=3.5223258879633708, Tau=0.3504273504273504, s=123.0, var_s=1199.6666666666667, slope=0.0, intercept=8.0)","Mann_Kendall_Test(trend='no trend', h=False, p=0.9824813439250915, z=-0.02195814375455294, Tau=-0.005698005698005698, s=-2.0, var_s=2074.0, slope=0.0, intercept=81.0)","Mann_Kendall_Test(trend='decreasing', h=True, p=6.0161763644206445e-06, z=-4.525820026391524, Tau=-0.6011396011396012, s=-211.0, var_s=2153.0, slope=-0.0020133053221288604, intercept=2.1634278711484596)","Mann_Kendall_Test(trend='decreasing', h=True, p=0.007625644804112097, z=-2.6682105735749175, Tau=-0.28205128205128205, s=-99.0, var_s=1349.0, slope=0.0, intercept=0.014506637875456363)"
aws-samples\\aws-blog-athena-custom-jdbc-credentials,"Mann_Kendall_Test(trend='no trend', h=False, p=0.2112995473337107, z=1.25, Tau=0.2857142857142857, s=6.0, var_s=16.0, slope=0.0, intercept=0.0)","Mann_Kendall_Test(trend='no trend', h=False, p=0.2112995473337107, z=1.25, Tau=0.2857142857142857, s=6.0, var_s=16.0, slope=0.0, intercept=0.0)","Mann_Kendall_Test(trend='no trend', h=False, p=0.2112995473337107, z=1.25, Tau=0.2857142857142857, s=6.0, var_s=16.0, slope=0.0, intercept=0.0)","Mann_Kendall_Test(trend='no trend', h=False, p=0.2112995473337107, z=1.25, Tau=0.2857142857142857, s=6.0, var_s=16.0, slope=0.0, intercept=0.0)"
aws-samples\\amazon-polly-mp3-for-microsoft-word,"Mann_Kendall_Test(trend='increasing', h=True, p=0.0024146489137588656, z=3.0338369545291433, Tau=0.5274725274725275, s=48.0, var_s=240.0, slope=1.6666666666666667, intercept=9.166666666666666)","Mann_Kendall_Test(trend='increasing', h=True, p=0.0024146489137588656, z=3.0338369545291433, Tau=0.5274725274725275, s=48.0, var_s=240.0, slope=2.6374999999999997, intercept=14.506250000000001)","Mann_Kendall_Test(trend='increasing', h=True, p=0.0024146489137588656, z=3.0338369545291433, Tau=0.5274725274725275, s=48.0, var_s=240.0, slope=0.09185606060606061, intercept=0.5052083333333334)","Mann_Kendall_Test(trend='increasing', h=True, p=0.0024146489137588656, z=3.0338369545291433, Tau=0.5274725274725275, s=48.0, var_s=240.0, slope=0.008159881328538177, intercept=0.04487934730695997)"
aws-samples\\amazon-kinesis-data-analytics-flinktableapi,"Mann_Kendall_Test(trend='increasing', h=True, p=0.005074868097940222, z=2.802242691589025, Tau=0.5454545454545454, s=36.0, var_s=156.0, slope=0.5277777777777778, intercept=-0.4027777777777777)","Mann_Kendall_Test(trend='increasing', h=True, p=0.003053642032420756, z=2.962285791667875, Tau=0.6212121212121212, s=41.0, var_s=182.33333333333334, slope=2.866666666666667, intercept=-3.866666666666669)","Mann_Kendall_Test(trend='increasing', h=True, p=0.0017279507741689848, z=3.1333978072025612, Tau=0.6515151515151515, s=43.0, var_s=179.66666666666666, slope=0.16666666666666666, intercept=-0.25)","Mann_Kendall_Test(trend='increasing', h=True, p=0.005074868097940222, z=2.802242691589025, Tau=0.5454545454545454, s=36.0, var_s=156.0, slope=0.026266061454597447, intercept=-0.020045152162719113)"
aws-samples\\crud4dynamo,"Mann_Kendall_Test(trend='increasing', h=True, p=5.6414428684092854e-11, z=6.5529420402378085, Tau=0.8043010752688172, s=374.0, var_s=3240.0, slope=2.6666666666666665, intercept=158.0)","Mann_Kendall_Test(trend='increasing', h=True, p=7.137088626762988e-07, z=4.957595708172276, Tau=0.6129032258064516, s=285.0, var_s=3281.6666666666665, slope=0.6020646766169264, intercept=51.67610055781682)","Mann_Kendall_Test(trend='increasing', h=True, p=0.03504311449165365, z=2.1078598448612578, Tau=0.26021505376344084, s=121.0, var_s=3241.0, slope=0.005233666258245784, intercept=1.0060381316600453)","Mann_Kendall_Test(trend='no trend', h=False, p=0.5399189264981297, z=0.6129355944436617, Tau=0.07741935483870968, s=36.0, var_s=3260.6666666666665, slope=0.0, intercept=0.011443563681419851)"
aws-samples\\serverless-retail-workshop,"Mann_Kendall_Test(trend='increasing', h=True, p=2.0426434674813976e-06, z=4.749158957174234, Tau=0.6268115942028986, s=173.0, var_s=1311.6666666666667, slope=0.2361111111111111, intercept=39.28472222222222)","Mann_Kendall_Test(trend='no trend', h=False, p=0.5948596251879783, z=0.531807070572685, Tau=0.07608695652173914, s=21.0, var_s=1414.3333333333333, slope=0.0, intercept=51.547619047619044)","Mann_Kendall_Test(trend='increasing', h=True, p=2.0426434674813976e-06, z=4.749158957174234, Tau=0.6268115942028986, s=173.0, var_s=1311.6666666666667, slope=0.0028187035742940547, intercept=1.0354861434635194)","Mann_Kendall_Test(trend='no trend', h=False, p=0.08879612462205433, z=1.7017826258325919, Tau=0.23550724637681159, s=65.0, var_s=1414.3333333333333, slope=0.0, intercept=0.08517483434289239)"
aws-samples\\amazon-emr-optimize-data-processing,"Mann_Kendall_Test(trend='increasing', h=True, p=0.014214038869082124, z=2.45180823808952, Tau=0.5333333333333333, s=24.0, var_s=88.0, slope=1.75, intercept=-7.875)","Mann_Kendall_Test(trend='increasing', h=True, p=0.005519928494435611, z=2.775014274801503, Tau=0.6222222222222222, s=28.0, var_s=94.66666666666667, slope=6.116071428571429, intercept=-27.52232142857143)","Mann_Kendall_Test(trend='increasing', h=True, p=0.014214038869082124, z=2.45180823808952, Tau=0.5333333333333333, s=24.0, var_s=88.0, slope=0.165, intercept=-0.7425)","Mann_Kendall_Test(trend='increasing', h=True, p=0.014214038869082124, z=2.45180823808952, Tau=0.5333333333333333, s=24.0, var_s=88.0, slope=0.010070896862868854, intercept=-0.04531903588290984)"
aws-samples\\ecs-opentracing,"Mann_Kendall_Test(trend='increasing', h=True, p=4.920508445138694e-13, z=7.22748898026348, Tau=0.5655367231638418, s=1001.0, var_s=19143.666666666668, slope=0.3333333333333333, intercept=9.166666666666668)","Mann_Kendall_Test(trend='increasing', h=True, p=4.920508445138694e-13, z=7.22748898026348, Tau=0.5655367231638418, s=1001.0, var_s=19143.666666666668, slope=0.06348684210526327, intercept=23.916611842105265)","Mann_Kendall_Test(trend='increasing', h=True, p=4.920508445138694e-13, z=7.22748898026348, Tau=0.5655367231638418, s=1001.0, var_s=19143.666666666668, slope=0.019827586206896543, intercept=1.2081896551724136)","Mann_Kendall_Test(trend='increasing', h=True, p=4.920508445138694e-13, z=7.22748898026348, Tau=0.5655367231638418, s=1001.0, var_s=19143.666666666668, slope=0.006782671011527096, intercept=0.197374230783197)"
aws-samples\\amazon-cognito-streams-sample,"Mann_Kendall_Test(trend='increasing', h=True, p=0.004806892814647634, z=2.819697580316805, Tau=0.145748987854251, s=108.0, var_s=1440.0, slope=0.0, intercept=31.0)","Mann_Kendall_Test(trend='increasing', h=True, p=0.004806892814647634, z=2.819697580316805, Tau=0.145748987854251, s=108.0, var_s=1440.0, slope=0.0, intercept=57.32258064516129)","Mann_Kendall_Test(trend='increasing', h=True, p=0.004806892814647634, z=2.819697580316805, Tau=0.145748987854251, s=108.0, var_s=1440.0, slope=0.0, intercept=1.371069182389937)","Mann_Kendall_Test(trend='increasing', h=True, p=0.0002463317557119815, z=3.6660437969456208, Tau=0.23751686909581646, s=176.0, var_s=2278.6666666666665, slope=0.0, intercept=0.07368332571575358)"
aws-samples\\serverless-codecommit-examples,"Mann_Kendall_Test(trend='increasing', h=True, p=0.028185802147907335, z=2.1946905628508695, Tau=0.5, s=18.0, var_s=60.0, slope=0.4375, intercept=5.25)","Mann_Kendall_Test(trend='increasing', h=True, p=0.028185802147907335, z=2.1946905628508695, Tau=0.5, s=18.0, var_s=60.0, slope=3.2142857142857144, intercept=38.57142857142857)","Mann_Kendall_Test(trend='increasing', h=True, p=0.028185802147907335, z=2.1946905628508695, Tau=0.5, s=18.0, var_s=60.0, slope=0.0685096153846154, intercept=0.8221153846153848)","Mann_Kendall_Test(trend='increasing', h=True, p=0.004822267624678744, z=2.818672605010608, Tau=0.7222222222222222, s=26.0, var_s=78.66666666666667, slope=0.0012767552018013537, intercept=-0.004677635831378249)"
aws-samples\\sagemaker-serverless-anomaly-detection,"Mann_Kendall_Test(trend='no trend', h=False, p=0.0667530151696345, z=1.8333333333333333, Tau=0.42857142857142855, s=12.0, var_s=36.0, slope=0.0, intercept=0.0)","Mann_Kendall_Test(trend='no trend', h=False, p=0.0667530151696345, z=1.8333333333333333, Tau=0.42857142857142855, s=12.0, var_s=36.0, slope=0.0, intercept=0.0)","Mann_Kendall_Test(trend='no trend', h=False, p=0.0667530151696345, z=1.8333333333333333, Tau=0.42857142857142855, s=12.0, var_s=36.0, slope=0.0, intercept=0.0)","Mann_Kendall_Test(trend='no trend', h=False, p=0.0667530151696345, z=1.8333333333333333, Tau=0.42857142857142855, s=12.0, var_s=36.0, slope=0.0, intercept=0.0)"
aws-samples\\aws-lambda-sap-oauth,"Mann_Kendall_Test(trend='increasing', h=True, p=0.0003423166768095065, z=3.5809732706650284, Tau=0.2727272727272727, s=144.0, var_s=1594.6666666666667, slope=0.0, intercept=11.0)","Mann_Kendall_Test(trend='no trend', h=False, p=0.10536473687507275, z=1.6193836761149623, Tau=0.18371212121212122, s=97.0, var_s=3514.3333333333335, slope=0.0, intercept=57.27272727272727)","Mann_Kendall_Test(trend='no trend', h=False, p=0.19259448311652783, z=1.302942235740968, Tau=0.14583333333333334, s=77.0, var_s=3402.3333333333335, slope=0.0, intercept=1.6216216216216215)","Mann_Kendall_Test(trend='decreasing', h=True, p=2.063071414215578e-05, z=-4.25795318072618, Tau=-0.3712121212121212, s=-196.0, var_s=2097.3333333333335, slope=0.0, intercept=0.3209523919504136)"
aws-samples\\amazon-cloud-directory-sample,"Mann_Kendall_Test(trend='no trend', h=False, p=0.08136112923407546, z=1.7428425057933377, Tau=0.47619047619047616, s=10.0, var_s=26.666666666666668, slope=0.0, intercept=0.0)","Mann_Kendall_Test(trend='no trend', h=False, p=0.08136112923407546, z=1.7428425057933377, Tau=0.47619047619047616, s=10.0, var_s=26.666666666666668, slope=0.0, intercept=0.0)","Mann_Kendall_Test(trend='no trend', h=False, p=0.08136112923407546, z=1.7428425057933377, Tau=0.47619047619047616, s=10.0, var_s=26.666666666666668, slope=0.0, intercept=0.0)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.0)"
aws-samples\\reinvent-2018-social-news-app,"Mann_Kendall_Test(trend='increasing', h=True, p=0.000733681173406886, z=3.3766733743320625, Tau=0.45614035087719296, s=78.0, var_s=520.0, slope=0.0, intercept=32.0)","Mann_Kendall_Test(trend='no trend', h=False, p=0.1908694384815044, z=1.3080114123158877, Tau=0.21052631578947367, s=36.0, var_s=716.0, slope=0.0, intercept=50.3125)","Mann_Kendall_Test(trend='increasing', h=True, p=0.000733681173406886, z=3.3766733743320625, Tau=0.45614035087719296, s=78.0, var_s=520.0, slope=0.0, intercept=1.25)","Mann_Kendall_Test(trend='increasing', h=True, p=0.000733681173406886, z=3.3766733743320625, Tau=0.45614035087719296, s=78.0, var_s=520.0, slope=0.0, intercept=0.12988430564291775)"
aws-samples\\eb-tomcat-snakes,"Mann_Kendall_Test(trend='no trend', h=False, p=0.0997714364192217, z=1.6459627109319979, Tau=0.05, s=39.0, var_s=533.0, slope=0.0, intercept=5.0)","Mann_Kendall_Test(trend='increasing', h=True, p=0.0013023999330870062, z=3.215450413952081, Tau=0.30512820512820515, s=238.0, var_s=5432.666666666667, slope=0.0, intercept=61.0)","Mann_Kendall_Test(trend='no trend', h=False, p=0.055749398358076796, z=-1.912989486781618, Tau=-0.18205128205128204, s=-142.0, var_s=5432.666666666667, slope=0.0, intercept=2.7)","Mann_Kendall_Test(trend='no trend', h=False, p=0.0997714364192217, z=1.6459627109319979, Tau=0.05, s=39.0, var_s=533.0, slope=0.0, intercept=0.199567722552456)"
aws-samples\\cloudwatch-agent-demo-custom-metrics,"Mann_Kendall_Test(trend='increasing', h=True, p=0.014214038869082124, z=2.45180823808952, Tau=0.5333333333333333, s=24.0, var_s=88.0, slope=0.375, intercept=-1.6875)","Mann_Kendall_Test(trend='increasing', h=True, p=0.014214038869082124, z=2.45180823808952, Tau=0.5333333333333333, s=24.0, var_s=88.0, slope=1.791666666666667, intercept=-8.062500000000002)","Mann_Kendall_Test(trend='increasing', h=True, p=0.014214038869082124, z=2.45180823808952, Tau=0.5333333333333333, s=24.0, var_s=88.0, slope=0.125, intercept=-0.5625)","Mann_Kendall_Test(trend='no trend', h=False, p=0.050844742028627765, z=1.9527878230084652, Tau=0.4444444444444444, s=20.0, var_s=94.66666666666667, slope=0.014159609951699771, intercept=-0.06371824478264897)"
aws-samples\\realtime-bushfire-alert-with-apache-flink-cep,"Mann_Kendall_Test(trend='increasing', h=True, p=0.0034052358212948164, z=2.9285714285714284, Tau=0.5384615384615384, s=42.0, var_s=196.0, slope=1.240909090909091, intercept=-7.445454545454545)","Mann_Kendall_Test(trend='increasing', h=True, p=0.0034052358212948164, z=2.9285714285714284, Tau=0.5384615384615384, s=42.0, var_s=196.0, slope=6.990209790209791, intercept=-41.94125874125875)","Mann_Kendall_Test(trend='increasing', h=True, p=0.0034052358212948164, z=2.9285714285714284, Tau=0.5384615384615384, s=42.0, var_s=196.0, slope=0.17054545454545456, intercept=-1.0232727272727273)","Mann_Kendall_Test(trend='increasing', h=True, p=0.0034052358212948164, z=2.9285714285714284, Tau=0.5384615384615384, s=42.0, var_s=196.0, slope=1.0719309307364552e-05, intercept=-6.43158558441873e-05)"
aws-samples\\microservices-name,"Mann_Kendall_Test(trend='no trend', h=False, p=0.17524424540000583, z=1.355544171172596, Tau=0.2222222222222222, s=8.0, var_s=26.666666666666668, slope=0.0, intercept=7.0)","Mann_Kendall_Test(trend='no trend', h=False, p=0.17524424540000583, z=1.355544171172596, Tau=0.2222222222222222, s=8.0, var_s=26.666666666666668, slope=0.0, intercept=28.57142857142857)","Mann_Kendall_Test(trend='no trend', h=False, p=0.17524424540000583, z=1.355544171172596, Tau=0.2222222222222222, s=8.0, var_s=26.666666666666668, slope=0.0, intercept=1.15)","Mann_Kendall_Test(trend='no trend', h=False, p=0.17524424540000583, z=1.355544171172596, Tau=0.2222222222222222, s=8.0, var_s=26.666666666666668, slope=0.0, intercept=0.01790124029503204)"
aws-samples\\microservices-greeting,"Mann_Kendall_Test(trend='no trend', h=False, p=0.11667744915847056, z=1.568873365305064, Tau=0.09523809523809523, s=20.0, var_s=146.66666666666666, slope=0.0, intercept=4.0)","Mann_Kendall_Test(trend='no trend', h=False, p=0.11667744915847056, z=1.568873365305064, Tau=0.09523809523809523, s=20.0, var_s=146.66666666666666, slope=0.0, intercept=27.5)","Mann_Kendall_Test(trend='no trend', h=False, p=0.11667744915847056, z=1.568873365305064, Tau=0.09523809523809523, s=20.0, var_s=146.66666666666666, slope=0.0, intercept=1.3333333333333333)","Mann_Kendall_Test(trend='increasing', h=True, p=0.014124022434007566, z=2.454093570106103, Tau=0.23809523809523808, s=50.0, var_s=398.6666666666667, slope=0.0, intercept=0.010352885641623287)"
aws-samples\\aws-device-farm-appium-cucumber-tests-for-sample-app,"Mann_Kendall_Test(trend='increasing', h=True, p=0.022654494080089238, z=2.279211529192759, Tau=0.4666666666666667, s=21.0, var_s=77.0, slope=0.0, intercept=0.0)","Mann_Kendall_Test(trend='increasing', h=True, p=0.022654494080089238, z=2.279211529192759, Tau=0.4666666666666667, s=21.0, var_s=77.0, slope=0.0, intercept=0.0)","Mann_Kendall_Test(trend='increasing', h=True, p=0.022654494080089238, z=2.279211529192759, Tau=0.4666666666666667, s=21.0, var_s=77.0, slope=0.0, intercept=0.0)","Mann_Kendall_Test(trend='increasing', h=True, p=0.022654494080089238, z=2.279211529192759, Tau=0.4666666666666667, s=21.0, var_s=77.0, slope=0.0, intercept=0.0)"
aws-samples\\dynamodb-adaptive-capacity-demo,"Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0.0, Tau=1.0, s=1.0, var_s=1.0, slope=3.0, intercept=0.0)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0.0, Tau=1.0, s=1.0, var_s=1.0, slope=58.0, intercept=0.0)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0.0, Tau=1.0, s=1.0, var_s=1.0, slope=1.9230769230769231, intercept=0.0)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0.0, Tau=1.0, s=1.0, var_s=1.0, slope=0.00015750445891171694, intercept=0.0)"
aws-samples\\aws-xray-apache-kafka-sample,"Mann_Kendall_Test(trend='increasing', h=True, p=0.014214038869082124, z=2.45180823808952, Tau=0.5333333333333333, s=24.0, var_s=88.0, slope=1.125, intercept=-5.0625)","Mann_Kendall_Test(trend='increasing', h=True, p=0.014214038869082124, z=2.45180823808952, Tau=0.5333333333333333, s=24.0, var_s=88.0, slope=6.833333333333332, intercept=-30.749999999999993)","Mann_Kendall_Test(trend='increasing', h=True, p=0.014214038869082124, z=2.45180823808952, Tau=0.5333333333333333, s=24.0, var_s=88.0, slope=0.19594594594594594, intercept=-0.8817567567567568)","Mann_Kendall_Test(trend='increasing', h=True, p=0.014214038869082124, z=2.45180823808952, Tau=0.5333333333333333, s=24.0, var_s=88.0, slope=3.2917244728499405e-05, intercept=-0.0001481276012782473)"
aws-samples\\aws-java-sample,"Mann_Kendall_Test(trend='no trend', h=False, p=0.10753773434719305, z=1.6093595975344497, Tau=0.07142857142857142, s=27.0, var_s=261.0, slope=0.0, intercept=1.0)","Mann_Kendall_Test(trend='no trend', h=False, p=0.09139852463676434, z=-1.6880661854119654, Tau=-0.20634920634920634, s=-78.0, var_s=2080.6666666666665, slope=0.0, intercept=97.0)","Mann_Kendall_Test(trend='increasing', h=True, p=0.004841532140271276, z=2.817392484599312, Tau=0.2037037037037037, s=77.0, var_s=727.6666666666666, slope=0.0, intercept=3.0)","Mann_Kendall_Test(trend='decreasing', h=True, p=0.03245208608979855, z=-2.138797326529767, Tau=-0.12962962962962962, s=-49.0, var_s=503.6666666666667, slope=0.0, intercept=0.0)"
aws-samples\\emr-presto-query-event-listener,"Mann_Kendall_Test(trend='increasing', h=True, p=0.036888425707049866, z=2.0869967789998034, Tau=0.5357142857142857, s=15.0, var_s=45.0, slope=0.4642857142857143, intercept=-1.625)","Mann_Kendall_Test(trend='increasing', h=True, p=0.036888425707049866, z=2.0869967789998034, Tau=0.5357142857142857, s=15.0, var_s=45.0, slope=11.658730158730158, intercept=-40.80555555555556)","Mann_Kendall_Test(trend='increasing', h=True, p=0.036888425707049866, z=2.0869967789998034, Tau=0.5357142857142857, s=15.0, var_s=45.0, slope=0.25793650793650796, intercept=-0.9027777777777779)","Mann_Kendall_Test(trend='increasing', h=True, p=0.036888425707049866, z=2.0869967789998034, Tau=0.5357142857142857, s=15.0, var_s=45.0, slope=0.0006696368597211346, intercept=-0.002343729009023971)"
aws-samples\\amazon-kinesis-socket-server-sample,"Mann_Kendall_Test(trend='increasing', h=True, p=0.028185802147907335, z=2.1946905628508695, Tau=0.5, s=18.0, var_s=60.0, slope=0.375, intercept=-1.5)","Mann_Kendall_Test(trend='no trend', h=False, p=0.0581133605936166, z=1.8948418223996677, Tau=0.4444444444444444, s=16.0, var_s=62.666666666666664, slope=2.6770833333333335, intercept=-10.708333333333334)","Mann_Kendall_Test(trend='increasing', h=True, p=0.028185802147907335, z=2.1946905628508695, Tau=0.5, s=18.0, var_s=60.0, slope=0.1484375, intercept=-0.59375)","Mann_Kendall_Test(trend='increasing', h=True, p=0.028185802147907335, z=2.1946905628508695, Tau=0.5, s=18.0, var_s=60.0, slope=0.001406894287356408, intercept=-0.005627577149425632)"
aws-samples\\aws-amazonmq-apachecamel-sample,"Mann_Kendall_Test(trend='increasing', h=True, p=0.014214038869082124, z=2.45180823808952, Tau=0.5333333333333333, s=24.0, var_s=88.0, slope=0.375, intercept=-1.6875)","Mann_Kendall_Test(trend='increasing', h=True, p=0.03808828420629218, z=2.0739033894608507, Tau=0.4666666666666667, s=21.0, var_s=93.0, slope=2.3333333333333335, intercept=-10.5)","Mann_Kendall_Test(trend='increasing', h=True, p=0.014214038869082124, z=2.45180823808952, Tau=0.5333333333333333, s=24.0, var_s=88.0, slope=0.125, intercept=-0.5625)","Mann_Kendall_Test(trend='increasing', h=True, p=0.014214038869082124, z=2.45180823808952, Tau=0.5333333333333333, s=24.0, var_s=88.0, slope=0.0024350621267027845, intercept=-0.01095777957016253)"
aws-samples\\amazon-workmail-demo-ews-push-notifications,"Mann_Kendall_Test(trend='increasing', h=True, p=0.022654494080089238, z=2.279211529192759, Tau=0.4666666666666667, s=21.0, var_s=77.0, slope=0.0, intercept=0.0)","Mann_Kendall_Test(trend='increasing', h=True, p=0.022654494080089238, z=2.279211529192759, Tau=0.4666666666666667, s=21.0, var_s=77.0, slope=0.0, intercept=0.0)","Mann_Kendall_Test(trend='increasing', h=True, p=0.022654494080089238, z=2.279211529192759, Tau=0.4666666666666667, s=21.0, var_s=77.0, slope=0.0, intercept=0.0)","Mann_Kendall_Test(trend='increasing', h=True, p=0.022654494080089238, z=2.279211529192759, Tau=0.4666666666666667, s=21.0, var_s=77.0, slope=0.0, intercept=0.0)"
aws-samples\\reinvent2015-practicaldynamodb,"Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=13.0)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=36.53846153846154)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=1.4838709677419355)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.00047877296366585564)"
aws-samples\\reinvent2013-mobile-photo-share,"Mann_Kendall_Test(trend='no trend', h=False, p=0.17524424540000583, z=1.355544171172596, Tau=0.2222222222222222, s=8.0, var_s=26.666666666666668, slope=0.0, intercept=36.0)","Mann_Kendall_Test(trend='no trend', h=False, p=0.17524424540000583, z=1.355544171172596, Tau=0.2222222222222222, s=8.0, var_s=26.666666666666668, slope=0.0, intercept=58.5)","Mann_Kendall_Test(trend='no trend', h=False, p=0.17524424540000583, z=1.355544171172596, Tau=0.2222222222222222, s=8.0, var_s=26.666666666666668, slope=0.0, intercept=1.762162162162162)","Mann_Kendall_Test(trend='no trend', h=False, p=0.17524424540000583, z=1.355544171172596, Tau=0.2222222222222222, s=8.0, var_s=26.666666666666668, slope=0.0, intercept=0.01389771426794242)"
aws-samples\\java-meme-generator-sample,"Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0.0, Tau=0.1, s=1.0, var_s=13.0, slope=0.0, intercept=5.0)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0.0, Tau=0.1, s=1.0, var_s=13.0, slope=0.0, intercept=75.8)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0.0, Tau=0.1, s=1.0, var_s=13.0, slope=0.0, intercept=1.6875)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.0)"
aws-samples\\aws-mobile-self-paced-labs-samples,"Mann_Kendall_Test(trend='increasing', h=True, p=0.014214038869082124, z=2.45180823808952, Tau=0.5333333333333333, s=24.0, var_s=88.0, slope=12.375, intercept=43.3125)","Mann_Kendall_Test(trend='increasing', h=True, p=0.014214038869082124, z=2.45180823808952, Tau=0.5333333333333333, s=24.0, var_s=88.0, slope=18.03409090909091, intercept=63.11931818181819)","Mann_Kendall_Test(trend='increasing', h=True, p=0.014214038869082124, z=2.45180823808952, Tau=0.5333333333333333, s=24.0, var_s=88.0, slope=0.2063270698766882, intercept=0.7221447445684087)","Mann_Kendall_Test(trend='increasing', h=True, p=0.014214038869082124, z=2.45180823808952, Tau=0.5333333333333333, s=24.0, var_s=88.0, slope=0.008215276146056383, intercept=0.02875346651119734)"
aws-samples\\aws-mobile-sample-wif,"Mann_Kendall_Test(trend='no trend', h=False, p=0.2415665869689727, z=1.1710800875382399, Tau=0.3333333333333333, s=5.0, var_s=11.666666666666666, slope=0.0, intercept=6.0)","Mann_Kendall_Test(trend='no trend', h=False, p=0.2415665869689727, z=1.1710800875382399, Tau=0.3333333333333333, s=5.0, var_s=11.666666666666666, slope=0.0, intercept=59.66666666666666)","Mann_Kendall_Test(trend='no trend', h=False, p=0.2415665869689727, z=1.1710800875382399, Tau=0.3333333333333333, s=5.0, var_s=11.666666666666666, slope=0.0, intercept=1.186046511627907)","Mann_Kendall_Test(trend='no trend', h=False, p=0.2415665869689727, z=1.1710800875382399, Tau=0.3333333333333333, s=5.0, var_s=11.666666666666666, slope=0.0, intercept=0.005406635502974193)"
aws-samples\\aws-mobile-simple-video-transcoding,"Mann_Kendall_Test(trend='increasing', h=True, p=0.0011078333519969341, z=3.261605154186843, Tau=0.38095238095238093, s=80.0, var_s=586.6666666666666, slope=0.0, intercept=4.0)","Mann_Kendall_Test(trend='increasing', h=True, p=0.0011078333519969341, z=3.261605154186843, Tau=0.38095238095238093, s=80.0, var_s=586.6666666666666, slope=0.0, intercept=101.25)","Mann_Kendall_Test(trend='increasing', h=True, p=0.0011078333519969341, z=3.261605154186843, Tau=0.38095238095238093, s=80.0, var_s=586.6666666666666, slope=0.0, intercept=1.6666666666666667)","Mann_Kendall_Test(trend='increasing', h=True, p=0.0011078333519969341, z=3.261605154186843, Tau=0.38095238095238093, s=80.0, var_s=586.6666666666666, slope=0.0, intercept=0.2290634441524162)"
aws-samples\\mturk-code-samples,"Mann_Kendall_Test(trend='no trend', h=False, p=0.12578642463893996, z=1.5309310892394865, Tau=0.11764705882352941, s=16.0, var_s=96.0, slope=0.0, intercept=3.0)","Mann_Kendall_Test(trend='no trend', h=False, p=0.31699523656062345, z=1.0006516781401997, Tau=0.125, s=17.0, var_s=255.66666666666666, slope=0.0, intercept=54.66666666666666)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0.0, Tau=0.007352941176470588, s=1.0, var_s=181.0, slope=0.0, intercept=1.0625)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.0)"
