full_name,created_at,description,forks_count,language,open_issues_count,size,stargazers_count,subscribers_count,updated_at,watchers_count
googlearchive/android-ElevationDrag,2014-06-26 15:56:50,Migrated:,36,Java,0,346,102,18,2020-02-16 13:47:25,102
googlearchive/android-ClippingBasic,2014-06-26 15:57:24,Migrated:,24,Java,0,448,99,21,2020-02-16 15:02:05,99
googlearchive/androidtv-GameController,2014-06-26 15:58:07,This sample has been deprecated/archived. Check this repo for related samples:,23,Java,0,686,27,24,2019-09-19 23:19:07,27
googlearchive/androidtv-VisualGameController,2014-06-26 16:01:25,This sample has been deprecated/archived. Check this repo for related samples:,19,Java,0,5895,37,22,2021-06-17 09:15:11,37
googlearchive/android-JobScheduler,2014-06-26 16:04:34,This sample has been deprecated/archived. Check this repo for related samples:,292,Java,0,994,768,61,2021-08-06 01:27:12,768
googlearchive/android-NavigationDrawer,2014-06-26 16:05:31,This sample has been deprecated/archived. Check this repo for related samples:,184,Java,0,547,281,51,2021-07-14 15:23:12,281
googlearchive/androidtv-Leanback,2014-06-26 16:07:01,Migrated:,450,Java,0,8105,1139,122,2021-07-31 17:09:52,1139
googlearchive/identity-toolkit-android,2014-07-18 18:20:55,This sample has been deprecated/archived. Check this repo for related samples:,39,Java,0,2350,47,25,2020-07-30 05:56:11,47
googlearchive/tango-examples-java,2014-07-23 17:48:52,Example projects for Project Tango [deprecated] Java API,307,Java,20,263071,502,96,2021-04-30 00:12:39,502
googlearchive/appengine-java-vm-guestbook-extras,2014-07-29 21:28:03,App Engine Java Managed VMs example: multi-stage tutorial based on adding features to the 'guestbook'.,22,Java,11,188,37,78,2021-04-26 21:32:14,37
googlearchive/android-fit,2014-07-31 02:02:17,Migrated:,394,Java,0,511,374,54,2021-07-26 19:51:27,374
googlearchive/firebase-login-demo-android,2014-08-06 17:10:02,,272,Java,0,1325,279,95,2021-08-04 12:47:01,279
googlearchive/android-FloatingActionButtonBasic,2014-08-26 07:36:28,This sample has been deprecated/archived. Check this repo for related samples:,70,Java,0,480,191,28,2021-03-06 17:02:22,191
googlearchive/android-PdfRendererBasic,2014-08-26 07:38:19,Migrated:,157,Java,0,805,533,51,2021-07-20 19:35:49,533
googlearchive/android-ActionBarCompat-Basic,2014-09-02 17:55:59,This sample has been deprecated/archived. Check this repo for related samples:,39,Java,0,267,55,26,2020-09-13 10:04:16,55
googlearchive/android-ActionBarCompat-ListPopupMenu,2014-09-02 17:58:04,This sample has been deprecated/archived. Check this repo for related samples:,43,Java,0,305,64,25,2021-06-27 07:59:35,64
googlearchive/android-ActionBarCompat-ShareActionProvider,2014-09-02 17:59:42,This sample has been deprecated/archived. Check this repo for related samples:,154,Java,0,1581,114,44,2020-07-07 03:23:22,114
googlearchive/android-ActionBarCompat-Styled,2014-09-02 17:59:45,This sample has been deprecated/archived. Check this repo for related samples:,49,Java,0,298,54,27,2021-05-18 03:15:37,54
googlearchive/android-ActivityInstrumentation,2014-09-02 17:59:47,This sample has been deprecated/archived. Check this repo for related samples:,41,Java,0,120,53,20,2021-05-27 01:42:53,53
googlearchive/android-AdvancedImmersiveMode,2014-09-02 17:59:53,Migrated:,31,Java,0,303,66,21,2021-06-30 06:34:56,66
googlearchive/android-AppRestrictions,2014-09-02 17:59:56,Migrated:,23,Java,0,299,19,23,2019-12-13 08:09:10,19
googlearchive/android-BasicAndroidKeyStore,2014-09-02 18:00:01,This sample has been deprecated/archived. Check this repo for related samples:,56,Java,0,616,183,27,2021-03-22 09:43:56,183
googlearchive/android-BasicContactables,2014-09-02 18:00:09,This sample has been deprecated/archived. Check this repo for related samples:,31,Java,0,502,47,21,2021-04-09 12:53:40,47
googlearchive/android-BasicGestureDetect,2014-09-02 18:00:11,Migrated:,67,Java,0,306,59,18,2020-03-19 14:49:48,59
googlearchive/android-BasicImmersiveMode,2014-09-02 18:00:14,Migrated:,19,Java,0,468,24,20,2019-09-11 23:50:42,24
googlearchive/android-BasicMediaDecoder,2014-09-02 18:00:17,Migrated:,68,Java,0,7127,146,24,2021-06-23 11:14:22,146
googlearchive/android-BasicMediaRouter,2014-09-02 18:00:21,Migrated:,26,Java,0,121,38,21,2021-06-25 07:28:54,38
googlearchive/android-BasicMultitouch,2014-09-02 18:00:23,Migrated:,30,Java,0,290,33,20,2021-06-01 06:30:18,33
googlearchive/android-BasicNetworking,2014-09-02 18:00:26,This sample has been deprecated/archived. Check this repo for related samples:,77,Java,0,363,101,37,2021-06-23 14:56:59,101
googlearchive/android-BasicNotifications,2014-09-02 18:00:28,This sample has been deprecated/archived. Check this repo for related samples:,76,Java,3,365,95,27,2020-04-24 06:59:15,95
googlearchive/android-BasicSyncAdapter,2014-09-02 18:00:34,This sample has been deprecated/archived. Check this repo for related samples:,123,Java,0,475,236,24,2021-07-16 06:17:28,236
googlearchive/android-BatchStepSensor,2014-09-02 18:00:39,Migrated:,45,Java,0,1057,130,22,2021-01-05 11:05:19,130
googlearchive/android-BluetoothLeGatt,2014-09-02 18:00:41,Migrated:,607,Java,0,315,905,88,2021-07-30 07:48:15,905
googlearchive/android-BorderlessButtons,2014-09-02 18:00:44,This sample has been deprecated/archived. Check this repo for related samples:,53,Java,0,345,46,19,2020-06-03 12:36:01,46
googlearchive/android-CardEmulation,2014-09-02 18:00:47,This sample has been deprecated/archived. Check this repo for related samples:,86,Java,0,628,151,28,2021-06-28 17:58:58,151
googlearchive/android-CardReader,2014-09-02 18:00:50,This sample has been deprecated/archived. Check this repo for related samples:,71,Java,0,616,106,30,2021-07-07 10:24:48,106
googlearchive/android-CustomChoiceList,2014-09-02 18:00:53,This sample has been deprecated/archived. Check this repo for related samples:,50,Java,0,314,54,21,2021-05-18 03:56:35,54
googlearchive/android-CustomNotifications,2014-09-02 18:00:55,This sample has been deprecated/archived. Check this repo for related samples:,77,Java,0,532,119,24,2021-02-20 20:26:32,119
googlearchive/android-DisplayingBitmaps,2014-09-02 18:01:00,Migrated:,122,Java,0,1057,276,50,2021-07-25 17:47:13,276
googlearchive/android-DoneBar,2014-09-02 18:01:03,This sample has been deprecated/archived. Check this repo for related samples:,28,Java,0,499,57,21,2021-06-27 07:59:35,57
googlearchive/android-HorizontalPaging,2014-09-02 18:01:08,This sample has been deprecated/archived. Check this repo for related samples:,34,Java,0,249,72,21,2021-05-02 06:13:46,72
googlearchive/android-ImmersiveMode,2014-09-02 18:01:11,Migrated:,31,Java,0,120,64,21,2021-04-17 03:34:08,64
googlearchive/android-MediaRecorder,2014-09-02 18:01:14,Migrated:,188,Java,0,992,297,37,2021-07-02 13:18:19,297
googlearchive/android-MediaRouter,2014-09-02 18:01:16,Migrated:,23,Java,0,170,45,21,2020-06-26 14:29:10,45
googlearchive/android-NetworkConnect,2014-09-02 18:01:19,Migrated:,142,Java,0,262,150,36,2021-07-07 23:07:43,150
googlearchive/android-RepeatingAlarm,2014-09-02 18:01:24,This sample has been deprecated/archived. Check this repo for related samples:,92,Java,0,117,128,21,2020-11-09 14:26:55,128
googlearchive/android-SlidingTabsBasic,2014-09-02 18:01:27,This sample has been deprecated/archived. Check this repo for related samples:,104,Java,0,131,229,35,2021-08-03 22:12:09,229
googlearchive/android-SlidingTabsColors,2014-09-02 18:01:29,This sample has been deprecated/archived. Check this repo for related samples:,64,Java,0,274,156,33,2020-11-26 07:26:23,156
googlearchive/android-StorageClient,2014-09-02 18:01:32,Migrated:,35,Java,0,341,66,22,2020-12-19 16:26:44,66
googlearchive/android-StorageProvider,2014-09-02 18:01:34,Migrated:,50,Java,0,654,92,23,2020-12-19 16:26:44,92
googlearchive/android-SwipeRefreshLayoutBasic,2014-09-02 18:01:37,Migrated:,52,Java,0,138,85,25,2020-12-04 18:03:25,85
googlearchive/android-SwipeRefreshListFragment,2014-09-02 18:01:40,This sample has been deprecated/archived. Check this repo for related samples:,85,Java,0,887,173,32,2021-04-17 03:34:28,173
googlearchive/android-SwipeRefreshMultipleViews,2014-09-02 18:01:43,Migrated:,84,Java,0,136,256,35,2020-10-26 02:26:17,256
googlearchive/android-TextLinkify,2014-09-02 18:01:45,Migrated:,51,Java,0,524,171,26,2021-04-17 03:34:23,171
googlearchive/android-TextSwitcher,2014-09-02 18:01:48,This sample has been deprecated/archived.,61,Java,0,266,143,27,2021-04-17 03:34:21,143
googlearchive/android-google-accounts,2014-10-03 17:17:14,This sample has been deprecated/archived. Check this repo for related samples:,31,Java,0,172,55,21,2021-03-15 07:38:28,55
googlearchive/android-BluetoothChat,2014-10-04 01:13:56,Migrated:,665,Java,0,571,971,94,2021-08-13 06:30:28,971
googlearchive/android-MediaEffects,2014-10-04 01:14:12,Migrated:,60,Java,0,1400,103,21,2020-06-26 14:29:12,103
googlearchive/android-SynchronizedNotifications,2014-10-04 01:14:35,"This sample was deprecated on February 9th, 2017. ",59,Java,0,450,96,33,2021-06-27 08:14:41,96
googlearchive/android-CardView,2014-10-04 02:41:57,Migrated:,202,Java,0,126,272,47,2021-06-27 07:59:35,272
googlearchive/android-DrawableTinting,2014-10-04 02:42:00,migrated:,21,Java,0,129,54,17,2019-09-18 20:57:28,54
googlearchive/android-LNotifications,2014-10-04 02:42:02,This sample has been deprecated/archived. Check this repo for related samples:,46,Java,0,572,58,22,2021-04-17 03:34:14,58
googlearchive/android-RecyclerView,2014-10-04 02:42:07,Migrated:,393,Java,0,504,687,82,2021-08-01 06:31:08,687
googlearchive/android-AppRestrictionEnforcer,2014-10-17 16:04:56,Migrated:,31,Java,0,303,32,26,2021-01-27 09:58:13,32
googlearchive/android-AppRestrictionSchema,2014-10-17 16:04:59,Migrated:,22,Java,0,274,40,23,2021-04-12 14:07:36,40
googlearchive/android-DocumentCentricApps,2014-10-17 16:05:24,Migrated:,28,Java,0,1422,54,23,2020-04-21 07:07:27,54
googlearchive/android-DocumentCentricRelinquishIdentity,2014-10-17 16:05:33,This sample has been deprecated/archived. Check this repo for related samples:,11,Java,0,136,12,18,2020-07-04 09:43:52,12
googlearchive/android-HdrViewfinder,2014-10-17 16:06:13,Migrated:,48,Java,0,948,117,28,2021-06-16 06:03:51,117
googlearchive/android-MessagingService,2014-11-18 17:12:07,This sample has been deprecated/archived. Check this repo for related samples:,143,Java,0,400,223,46,2021-05-19 00:44:28,223
googlearchive/android-MediaBrowserService,2014-11-18 17:33:18,This sample is deprecated.,184,Java,0,12902,430,49,2021-07-31 15:05:47,430
googlearchive/android-ScreenCapture,2014-12-15 19:50:42,Migrated:,279,Java,0,337,1017,89,2021-08-15 06:47:18,1017
googlearchive/bigquery-samples-python,2015-01-27 22:11:03,,10,Java,2,446,7,7,2021-04-24 01:11:15,7
googlearchive/android-nearby,2015-02-28 05:01:39,Migrated:,333,Java,0,497,495,65,2021-04-10 06:54:55,495
googlearchive/MobileShoppingAssistant-sample,2015-03-04 01:18:55,,79,Java,1,279,56,26,2021-04-24 01:10:32,56
googlearchive/android-ads,2015-03-11 19:40:15,Migrated:,296,Java,0,1980,238,43,2021-06-06 01:47:23,238
googlearchive/attendee-checkin,2015-03-27 05:34:20,This sample has been deprecated/archived. Check this repo for related samples:,15,Java,0,2238,31,11,2019-12-28 17:14:08,31
googlearchive/android-BeamLargeFiles,2015-03-31 01:42:24,Migrated:,33,Java,0,330,68,25,2021-04-14 11:42:03,68
googlearchive/android-DeviceOwner,2015-03-31 01:51:12,Migrated:,62,Java,0,230,139,39,2021-04-14 11:41:56,139
googlearchive/android-NfcProvisioning,2015-03-31 01:51:49,Migrated:,71,Java,0,290,132,37,2021-06-28 23:21:03,132
googlearchive/androidtv-daydream,2015-05-20 22:10:43,This sample has been deprecated/archived. Check this repo for related samples:,17,Java,0,110,24,11,2021-07-03 10:46:06,24
googlearchive/android-BluetoothAdvertisements,2015-05-21 17:09:59,Migrated:,121,Java,0,217,240,31,2021-07-08 15:22:12,240
googlearchive/friendlyping,2015-05-22 20:28:46,,49,Java,6,602,87,17,2021-05-11 07:20:41,87
googlearchive/android-credentials,2015-05-27 09:38:50,Migrated:,270,Java,0,504,227,33,2021-08-15 17:57:17,227
googlearchive/android-FingerprintDialog,2015-05-28 18:48:51,Migrated:,499,Java,0,625,1375,106,2021-07-21 12:30:42,1375
googlearchive/android-ConfirmCredential,2015-05-28 18:49:20,This sample has been deprecated/archived. Check this repo for related samples:,72,Java,0,386,234,30,2021-06-27 07:59:35,234
googlearchive/android-RuntimePermissions,2015-05-28 18:49:35,This sample has been deprecated/archived. Check this repo for related samples:,425,Java,0,597,1278,107,2021-08-16 02:28:00,1278
googlearchive/android-AutoBackupForApps,2015-05-28 18:50:04,This sample has been deprecated/archived. More info on backups:,30,Java,0,201,75,14,2021-04-21 02:43:35,75
googlearchive/android-ActiveNotifications,2015-05-28 18:50:17,This sample has been deprecated/archived. Check this repo for related samples:,91,Java,0,560,222,36,2020-08-18 01:53:24,222
googlearchive/android-Camera2Raw,2015-05-28 18:50:31,Migrated:,183,Java,0,1382,383,44,2021-08-01 18:39:30,383
googlearchive/android-DirectShare,2015-09-04 19:00:14,This sample has been deprecated/archived. Check this repo for related samples:,45,Java,0,384,106,16,2020-11-20 20:37:47,106
googlearchive/android-MidiScope,2015-09-04 19:00:25,Migrated:,26,Java,0,432,28,9,2020-12-21 14:54:16,28
googlearchive/android-MidiSynth,2015-09-04 19:00:35,Migrated:,28,Java,0,202,73,17,2020-08-25 13:33:04,73
googlearchive/cloud-debugger-gce-java-sample,2015-09-28 22:16:32,SparkJava based sample that shows how to use the Google Cloud Debugger,7,Java,1,14,1,15,2021-04-26 21:35:12,1
googlearchive/android-AsymmetricFingerprintDialog,2015-10-09 01:00:15,Migrated:,90,Java,0,7086,242,39,2021-07-21 12:30:38,242
googlearchive/android-WearCompanionLibrary,2015-10-13 09:56:43,This sample has been deprecated/archived. Check this repo for related samples:,19,Java,0,450,43,23,2020-04-06 10:08:57,43
googlearchive/android-WclDemoSample,2015-10-26 13:40:56,This sample has been deprecated/archived. Check this repo for related samples:,13,Java,0,744,11,21,2021-04-09 06:29:17,11
googlearchive/custom-tabs-provider,2015-10-29 10:45:25,Android sample app demonstrating how browser vendors can support the custom tabs protocol.,14,Java,1,2108,10,14,2021-04-26 22:12:33,10
googlearchive/android-gcmnetworkmanager,2016-01-12 21:28:58,Quickstart sample for the GcmNetworkManager API,37,Java,1,93,44,14,2020-09-16 06:29:19,44
googlearchive/android-ui-toolkit-demos,2016-03-08 22:27:22,Migrated:,192,Java,0,345,1137,4802,2021-07-25 10:56:15,1137
googlearchive/android-MultiWindowPlayground,2016-03-09 17:24:37,Migrated:,162,Java,0,352,418,72,2021-07-12 01:41:42,418
googlearchive/android-DirectBoot,2016-03-09 17:25:08,Migrated:,87,Java,0,2315,180,41,2021-05-02 10:59:29,180
googlearchive/android-ScopedDirectoryAccess,2016-03-09 17:25:36,This sample has been deprecated/archived. Check this repo for related samples:,65,Java,0,336,115,34,2021-02-22 05:14:10,115
googlearchive/leanback-showcase,2016-05-17 16:36:30,Migrated:,219,Java,0,87634,629,65,2021-08-09 13:10:28,629
googlearchive/android-play-awareness,2016-06-23 09:41:48,This sample has been deprecated/archived. Check this repo for related samples:,23,Java,0,100,43,22,2021-07-26 19:51:31,43
googlearchive/apps-script-mobile-addons,2016-07-12 20:08:07,Apps Script Mobile Add-on samples for Google Docs and Sheets,50,Java,0,66,21,16,2021-07-26 11:13:05,21
googlearchive/android-AccelerometerPlay,2016-08-28 08:18:39,This sample has been deprecated/archived. Check this repo for related samples:,75,Java,0,3315,120,33,2021-07-20 12:41:18,120
googlearchive/android-Notifications,2016-09-29 16:32:20,Migrated:,119,Java,0,675,227,37,2021-08-10 06:50:08,227
googlearchive/android-AppShortcuts,2016-10-19 21:06:19,Migrated:,172,Java,0,832,242,50,2021-08-07 18:00:39,242
googlearchive/android-CommitContentSampleIME,2016-10-19 21:07:54,Migrated:,27,Java,0,1066,61,20,2020-05-03 15:52:38,61
googlearchive/android-CommitContentSampleApp,2016-10-19 21:07:56,Migrated:,15,Java,0,219,32,29,2020-03-10 06:52:40,32
googlearchive/android-DragAndDropAcrossApps,2017-02-09 17:13:13,Migrated:,15,Java,0,522,39,19,2020-01-22 11:56:42,39
googlearchive/android-ShareActionProvider,2017-02-09 17:13:39,This sample has been deprecated/archived. Check this repo for related samples:,11,Java,0,1561,17,20,2020-05-14 06:41:07,17
googlearchive/android-ConstraintLayoutExamples,2017-03-02 00:11:54,Migrated:,458,Java,0,95221,2600,119,2021-08-10 12:33:58,2600
googlearchive/android-ContentProviderPaging,2017-03-21 16:52:03,Migrated:,11,Java,0,3150,27,19,2020-05-09 11:58:20,27
googlearchive/android-PictureInPicture,2017-03-21 16:53:00,Migrated:,327,Java,0,8219,1408,69,2021-06-03 18:36:15,1408
googlearchive/android-AutofillFramework,2017-03-21 16:53:59,Migrated:,244,Java,0,104361,429,81,2021-05-18 15:10:21,429
googlearchive/android-NotificationChannels,2017-03-21 17:29:55,This sample has been deprecated/archived. Check this repo for related samples:,187,Java,0,989,368,45,2021-04-20 14:53:24,368
googlearchive/android-instant-apps,2017-05-17 18:27:07,Migrated:,288,Java,0,919,851,67,2021-08-06 02:29:34,851
googlearchive/android-EmojiCompat,2017-05-17 20:24:06,Migrated:,138,Java,0,249,707,43,2021-07-10 08:26:42,707
googlearchive/android-DownloadableFonts,2017-05-17 20:24:25,Migrated:,103,Java,0,402,323,46,2021-07-12 01:26:19,323
googlearchive/android-topeka,2017-05-23 00:28:56,,37,Java,0,15020,62,19,2021-06-24 12:37:43,62
googlearchive/friendlypix-android,2017-07-18 22:10:53,,59,Java,9,147,137,81,2021-06-23 12:54:22,137
googlearchive/android-fido,2017-08-14 16:36:24,Migrated:,38,Java,0,426,79,34,2021-08-16 13:13:44,79
googlearchive/android-SimpleMediaPlayer,2017-08-17 02:57:49,This sample has been deprecated/archived. Check this repo for related samples:,103,Java,0,6553,186,31,2021-01-22 03:30:57,186
googlearchive/account-transfer-api,2017-08-17 04:13:58,Migrated:,11,Java,0,97,17,24,2019-09-18 20:56:08,17
googlearchive/leanback-assistant,2017-09-28 15:20:03,This sample has been deprecated/archived. Check this repo for related samples:,25,Java,0,3485,60,21,2021-06-14 10:03:50,60
googlearchive/leanback-homescreen-channels,2017-10-16 14:32:30,This sample has been deprecated/archived. Check this repo for related samples:,17,Java,0,7368,27,21,2021-06-28 14:18:04,27
googlearchive/chromeos-android-draganddrop-demo,2018-03-16 23:26:44,Migrated:,2,Java,0,153,3,20,2019-09-18 17:44:39,3
googlearchive/android-WifiRttScan,2018-08-27 18:09:31,Migrated:,33,Java,0,2180,72,23,2021-06-29 04:49:53,72
googlearchive/android-SharingShortcuts,2019-03-13 18:32:49,Migrated:,13,Java,0,1162,76,21,2021-06-19 21:11:55,76
googlearchive/android-DarkTheme,2019-05-07 18:45:05,migrated:,52,Java,0,497,309,23,2021-06-27 21:50:02,309
