full_name,created_at,description,forks_count,language,open_issues_count,size,stargazers_count,subscribers_count,updated_at,watchers_count
aws-samples/amazon-transcribe-email-workflow,2020-12-04 19:37:57,"An Amazon Transcribe demo for ""speech-to-text"" conversion performed through an Email workflow.",6,Java,3,150,4,4,2021-06-08 21:18:16,4
aws-samples/amazon-managed-blockchain-client-provision-with-cdk-java,2020-12-13 14:40:49,,1,Java,0,12,2,12,2021-07-15 19:19:55,2
aws-samples/selling-partner-api-bootstrap,2020-12-17 09:54:01,A sample for how to properly implement the Selling Partner API rate limit and authentication.,8,Java,4,2076,30,10,2021-08-17 09:43:06,30
aws-samples/jasper-reports-with-lambda-rds,2020-12-23 20:04:13,,4,Java,0,18,0,4,2021-01-19 12:54:22,0
aws-samples/amazon-keyspaces-examples,2020-12-28 22:21:36,Collection of sample code for Amazon Keyspaces (for Apache Cassandra),9,Java,2,143,1,7,2021-07-30 04:06:47,1
aws-samples/amazon-connect-collect-feedback-via-phone-ivr,2020-12-29 12:15:32,,1,Java,0,707,3,4,2021-04-29 15:36:36,3
aws-samples/immutable-server-pipeline,2021-01-07 02:45:30,"This code sample supports the blog post ""Create immutable servers using EC2 Image Builder and AWS CodePipeline"".",7,Java,0,336,5,13,2021-08-03 23:34:08,5
aws-samples/private-link-cross-account-access-for-msk,2021-01-08 16:17:31,,0,Java,0,30,0,1,2021-04-19 21:16:02,0
aws-samples/amazon-kinesis-video-streams-media-screencast-android,2021-01-09 02:31:27,,1,Java,1,628,4,4,2021-02-07 02:29:00,4
aws-samples/amazon-lex-twilio-voice-integration,2021-01-12 16:56:04,,0,Java,0,486,0,3,2021-01-26 03:02:17,0
aws-samples/kinesis-data-analytics-apache-flink-async-io,2021-01-13 14:36:36,Showcases the AsyncIO Functionality within Apache Flink for Kinesis Data Analytics,1,Java,0,214,1,5,2021-03-30 16:20:27,1
aws-samples/amazon-ecs-and-aws-step-functions-design-patterns-starter-kit,2021-01-20 00:27:53,,5,Java,0,913,6,2,2021-07-30 20:20:35,6
aws-samples/aws-amplify-android-simple-app,2021-01-21 14:57:59,,0,Java,0,468,0,3,2021-01-28 16:26:09,0
aws-samples/amazon-codeguru-samples,2021-02-05 00:52:24,This repository will provide snippets of sample code to demonstrate the functionality of Amazon CodeGuru Reviewer. Please navigate to respective directories to obtain the code. ,11,Java,0,339,2,4,2021-07-29 00:32:27,2
aws-samples/aws-athena-udfs-textanalytics,2021-02-24 22:56:22,,4,Java,0,376,3,5,2021-04-13 21:52:55,3
aws-samples/amazon-textract-comprehend-stepfunctions-example,2021-02-25 03:31:10,A sample guide to building a serverless document processing application that can make intelligent flow-control decisions after classifying the input document type.,0,Java,0,222,1,3,2021-02-25 04:16:51,1
aws-samples/amazon-keyspaces-java-driver-helpers,2021-03-01 20:32:48,,2,Java,0,81,2,2,2021-06-21 12:04:13,2
aws-samples/cdk-lambda-packaging-java,2021-03-16 09:07:08,,4,Java,0,134,11,4,2021-08-16 20:55:10,11
aws-samples/amazon-s3-object-lambda-decompression,2021-03-18 18:10:34,"The Lambda function S3ObjectLambdaDecompression, is equipped to decompress objects stored in S3 in one of six compressed file formats including bzip2, gzip, snappy, zlib, zstandard and ZIP.",2,Java,0,19,3,2,2021-06-05 01:04:55,3
aws-samples/skiresort-example-dynamodb-aws-sdk-v1,2021-04-06 08:12:58,,2,Java,0,19,4,1,2021-06-23 03:54:03,4
aws-samples/amazon-msk-java-app-cdk,2021-04-09 12:21:57,"This project provides and example of end to end data processing application created using the combination of Amazon Managed Streaming for Apache Kafka (Amazon MSK), AWS Fargate, AWS Lambda and Amazon DynamoDB. Business logic is implemented in Java and Typescript. The build and deployment of the application is fully automated using AWS CDK.",1,Java,0,339,7,3,2021-08-03 02:29:47,7
aws-samples/sub-minute-lambda-executor,2021-04-13 15:39:24,"When building applications in AWS, developers may be required to poll external systems such as HTTP, REST, or TCP endpoints. Polling the external system every few seconds may be required along with modifying the polling interval, such as polling faster during the day and slower at night. This solution will demonstrate how to use a set of services to produce scheduled events at a rate of one second or more in a highly accurate manor.",1,Java,0,77,0,2,2021-04-26 12:22:41,0
aws-samples/amazon-elasticache-redis-and-memcached-java-client-examples,2021-04-24 06:17:22,Examples for using Java clients to interact with Amazon ElastiCache for Redis using the open-source Redis client Jedis and Amazon ElastiCache for Memcached using the ElastiCache Cluster Client.,1,Java,0,1600,1,1,2021-04-28 19:40:42,1
aws-samples/amazon-sqs-message-attributes-starter-kit,2021-05-02 01:13:12,This is a companion source code for Amazon Compute Blog - Enhancing message-based applications with Message Attributes. The samples in this project demonstrate how to use Message Attributes feature of Amazon Simple Queue Service (SQS).,1,Java,0,18,0,0,2021-05-02 17:22:36,0
aws-samples/amazon-sagemaker-feature-store-in-java,2021-05-05 19:49:37,,2,Java,0,204,3,3,2021-08-17 19:14:00,3
aws-samples/build-and-deploy-docker-images-to-aws-using-ec2-image-builder,2021-05-09 18:23:18,,2,Java,0,23,6,0,2021-07-20 09:46:47,6
aws-samples/i-love-my-local-farmer,2021-05-17 10:37:46,This is a companion source code for I Love My Local Farmer engineering blog.,3,Java,0,838,7,8,2021-08-12 14:36:07,7
aws-samples/amazon-msk-with-apache-kafka-streams-api,2021-06-01 17:18:41,,0,Java,0,205,0,0,2021-08-10 17:22:58,0
aws-samples/aws-serverless-stack-to-parse-apache-orc-files,2021-06-09 20:00:26,A complete serverless stack that parses a sample Hive ORC file and ingest the extracted data into DynamoDB.,1,Java,0,61,0,3,2021-06-09 20:18:35,0
aws-samples/bcs-disaster-recovery-portal-server,2021-06-10 02:28:18,This package contains the backend service for this project.,1,Java,0,25,0,0,2021-06-10 08:17:11,0
aws-samples/bcs-cloud-endure-common,2021-06-10 03:19:09,,1,Java,0,18,0,0,2021-06-10 03:32:07,0
aws-samples/bcs-cloud-endure-service,2021-06-10 03:45:31,This package contains the backend service to manage CloudEndure.,2,Java,0,26,0,0,2021-06-10 08:17:39,0
aws-samples/bcs-cloud-formation,2021-06-10 04:08:46,,1,Java,0,4,0,0,2021-06-10 04:18:11,0
aws-samples/bcs-disaster-recovery-portal-formation,2021-06-10 04:48:12,,1,Java,0,34,0,0,2021-06-10 04:54:37,0
aws-samples/bcs-disaster-recovery-portal-s3,2021-06-10 06:46:18,,1,Java,0,15,0,0,2021-06-10 06:50:28,0
aws-samples/bcs-disaster-recovery-portal-lambda-base,2021-06-10 06:53:48,This package contains commonly used classes shared by other AWS Lambda packages of this project.,1,Java,0,14,0,0,2021-06-10 07:02:57,0
aws-samples/bcs-disaster-recovery-portal-cloud-endure,2021-06-10 07:13:58,This package contains AWS Lambda handlers to manage CloudEndure.,1,Java,0,11,0,0,2021-06-10 07:27:30,0
aws-samples/bcs-disaster-recovery-portal-lambda,2021-06-10 07:33:17,"This package contains AWS Lambda handlers to perform common tasks, such as project management and network configuration, invoked by backend service, other AWS Lambdas and AWS Step Functions.",1,Java,0,16,0,0,2021-06-10 07:37:35,0
aws-samples/bcs-disaster-recovery-portal-vpc,2021-06-10 07:39:49,This package contains AWS Lambda handlers to manage Amazon Virtual Private Cloud (Amazon VPC).,1,Java,0,30,0,0,2021-06-10 07:43:45,0
aws-samples/bcs-disaster-recovery-portal-dynamodb,2021-06-10 07:46:02,This package contains AWS Lambda handlers to manage Amazon DynamoDB.,1,Java,0,7,0,0,2021-06-10 08:17:53,0
aws-samples/bcs-disaster-recovery-portal-dynamodb-stream,2021-06-10 07:50:33,This package contains AWS Fargate task to manage and process Amazon DynamoDB stream.,1,Java,0,9,0,0,2021-06-10 08:02:29,0
aws-samples/bcs-disaster-recovery-portal-mysql-dump,2021-06-10 08:03:52,This package contains AWS Lambda handlers to manage MySQL database dump and restore by the official tools.,1,Java,0,11,0,0,2021-06-10 08:12:13,0
aws-samples/amazon-keyspaces-spring-app-example,2021-06-13 17:20:25,The Spring Data for Apache Cassandra project applies core Spring concepts to the development of solutions using Amazon Keyspaces.,0,Java,0,66,1,1,2021-06-14 16:25:55,1
aws-samples/ecs-windows-ci-cd-blue-green,2021-06-23 07:21:33,This project sets up a Windows based ECS Cluster using capacity provider auto-scaling with fully automated Blue/Green deployment powered by AWS Code Deploy,1,Java,1,157,2,4,2021-08-16 01:31:50,2
aws-samples/aws-amplify-example-recipe-app-react-native,2021-07-01 04:16:34,,1,Java,0,1916,1,3,2021-07-11 02:44:11,1
aws-samples/aws-iot-job-agent-android,2021-07-16 01:30:23,,0,Java,0,8882,0,5,2021-07-28 06:43:25,0
aws-samples/s3-parallel-move-with-filtering,2021-07-20 14:34:54,"A Spark Java application that can be used to move large amounts of S3 Objects in parallel from one S3 location to another by specifying source and target buckets and prefixes. The application leverages Java multithreading to speed up the process of moving the objects. The user can also specify a series of filters on the objects to be moved, such as filters on object title and size.",0,Java,0,29,0,2,2021-07-20 17:16:05,0
aws-samples/aws-cdk-codeartifact-pipeline-sample,2021-08-05 07:04:55,,0,Java,0,366,3,1,2021-08-13 05:41:37,3
