framework,path,java,properties,jar,xml,bat,md,adoc,yaml,txt,sh,yml,cmd,kt,json,others,build.gradle,pom.xml,travis.yml,AndroidManifest.xml,readme.md
spring,hoyikwan/gs-spring-boot,12,6,5,6,3,0,3,0,1,1,30,2,0,2,38,7,6,0,0,0
spring,raackley/gs-spring-boot,18,10,9,8,5,0,7,0,1,2,31,4,0,2,49,9,8,0,0,0
spring,julianogpc/gs-spring-boot,18,10,9,8,5,0,7,0,1,2,43,4,0,2,50,9,8,0,0,0
spring,a998766543321/gs-spring-boot,24,14,13,10,7,0,9,0,4,3,44,6,0,2,110,11,10,0,0,0
spring,Erth616/gs-spring-boot,24,14,13,10,7,0,9,0,4,3,44,6,0,4,110,11,10,0,0,0
spring,alterEgo123/gs-spring-boot,24,14,13,10,7,0,9,0,4,3,47,6,0,4,110,11,10,0,0,0
spring,colbydh/gs-spring-boot,24,14,13,10,7,0,9,0,4,3,47,6,0,4,115,11,10,0,0,0
spring,vkaruna007/gs-spring-boot,24,14,13,10,7,0,9,0,4,3,47,6,0,4,117,11,10,0,0,0
spring,Helian2s/gs-spring-boot,25,14,13,10,7,0,9,0,4,3,47,6,0,4,117,11,10,0,0,0
spring,hrmk2/gs-spring-boot,25,14,13,10,7,0,9,0,4,3,49,6,0,4,117,11,10,0,0,0
spring,djptek/gs-spring-boot,34,19,17,12,9,3,11,0,4,5,50,8,0,4,129,14,12,0,0,0
spring,malon875875/gs-spring-boot,34,19,17,12,9,3,11,0,4,5,51,8,0,4,129,14,12,0,0,0
spring,OksiBlack/gs-spring-boot,34,19,17,13,9,3,11,0,4,5,51,8,0,4,130,15,13,0,0,0
spring,mpsreelal/gs-spring-boot,34,19,17,13,9,3,11,0,4,5,51,8,0,4,132,15,13,0,0,0
spring,EwenBara/gs-spring-boot,34,19,17,16,9,3,11,0,4,5,63,8,0,4,166,15,16,0,0,0
spring,danielrmartin/gs-spring-boot,34,19,17,18,9,3,11,0,4,5,63,8,0,4,187,15,18,0,0,0
spring,alphabetagamma101/gs-spring-boot,34,19,17,18,9,3,11,0,4,5,64,8,0,4,187,15,18,0,0,0
spring,FRGSRA/gs-spring-boot,34,19,17,18,9,3,11,0,4,5,64,8,0,4,197,15,18,0,0,0
spring,mr-1g0r/gs-spring-boot-original,34,19,17,18,9,3,11,0,4,5,71,8,0,4,197,15,18,0,0,0
spring,ericfab-amzn/gs-spring-boot,36,19,17,18,9,3,11,0,4,5,87,8,0,4,206,15,18,0,0,0
spring,csiteric/gs-spring-boot,36,19,17,18,9,3,11,0,4,5,88,8,0,4,206,15,18,0,0,0
spring,mukeshupreti2006/gs-spring-boot,36,19,17,18,9,3,11,0,4,5,89,8,0,4,206,15,18,0,0,0
spring,hraffaele/gs-spring-boot,36,19,17,18,9,3,11,0,4,5,89,8,0,4,208,15,18,0,0,0
spring,pratapsarkar1/gs-spring-boot,37,19,17,18,9,3,11,0,4,5,89,8,0,4,229,15,18,0,0,0
spring,sergiovlvitorino/gs-spring-boot,37,19,17,20,9,3,12,0,4,5,89,8,0,4,231,17,20,0,0,0
spring,ericjaystevens/gs-spring-boot,39,19,17,20,9,3,12,0,4,18,121,8,0,4,232,17,20,0,0,0
spring,saichandmanthena/gs-spring-boot,39,19,17,20,9,3,12,0,4,18,122,8,0,4,232,17,20,0,0,0
spring,vineettrivedi/gs-spring-boot,47,19,17,21,9,3,12,0,4,18,140,8,0,4,234,17,21,0,0,0
spring,sjung7674/gs-spring-boot,51,19,17,21,9,3,12,0,4,18,140,8,0,4,241,17,21,0,0,0
spring,Melvina-Raj/gs-spring-boot,52,19,17,21,9,3,12,0,4,18,140,8,0,4,241,17,21,0,0,0
spring,manuelkasiske4idealo/gs-spring-boot,56,19,17,21,9,3,13,7,4,18,140,8,0,4,244,17,21,0,0,0
spring,sanbrar/gs-spring-boot,56,19,17,26,9,3,13,7,4,18,140,8,0,4,267,17,26,0,0,0
spring,dosborne118/gs-spring-boot,56,19,17,26,9,3,13,7,4,18,141,8,0,4,267,17,26,0,0,0
spring,cybodelic/gs-spring-boot,57,19,17,26,9,3,13,7,4,18,141,8,0,4,267,17,26,0,0,0
spring,aironprez/gs-spring-boot,60,19,17,27,9,3,13,7,4,18,141,8,0,4,267,17,27,0,0,0
spring,basantchoudhary2022/gs-spring-boot,61,19,17,27,9,3,13,7,4,18,143,8,0,4,267,17,27,0,0,0
spring,jackkoppa/gs-spring-boot,90,23,21,30,11,3,15,7,4,19,145,11,0,4,280,22,30,0,0,0
spring,deemwar/gs-spring-boot,91,23,21,30,11,3,15,7,4,19,145,11,0,4,284,22,30,0,0,0
spring,TheKoguryo/gs-spring-boot,97,27,25,33,13,3,17,7,4,20,148,13,0,4,290,24,33,0,0,0
spring,heyitstanyado/gs-spring-boot,97,27,25,33,13,3,17,7,4,20,148,13,0,4,295,24,33,0,0,0
spring,rho6019/gs-spring-boot,97,27,25,33,13,3,17,7,4,20,148,13,0,4,297,24,33,0,0,0
spring,szaghdoudi/gs-spring-boot,97,29,25,39,13,3,17,7,4,20,148,13,0,4,297,24,39,0,0,0
spring,jacobDinesenWork/gs-spring-boot,98,29,25,39,13,3,17,7,4,20,148,13,0,4,297,24,39,0,0,0
spring,szaghdoudiStudent/gs-spring-boot,98,29,25,40,13,3,17,7,4,20,148,13,0,4,298,24,40,0,0,0
spring,bizm/gs-spring-boot,98,29,25,41,13,3,17,7,4,20,148,13,0,4,301,25,40,0,0,0
spring,CaliBitcoins/gs-spring-boot,100,30,26,41,14,3,17,7,4,20,148,13,0,4,303,26,40,0,0,0
spring,mlennard-utn/gs-spring-boot,104,30,26,41,14,3,17,7,4,20,148,13,0,4,304,26,40,0,0,0
spring,grussoh/gs-spring-boot,113,30,26,42,14,3,17,7,4,20,148,13,0,4,305,26,41,0,0,0
spring,rajeevsh990/gs-spring-boot,113,30,26,42,14,3,18,7,4,20,150,13,0,4,305,26,41,0,0,0
spring,jweihsz/gs-spring-boot,121,34,30,44,16,3,20,7,4,21,151,15,0,4,313,28,43,0,0,0
spring,Krishna1609/gs-spring-boot,121,34,30,44,16,3,20,7,4,21,151,15,0,4,316,28,43,0,0,0
spring,tomturnerdesign/gs-spring-boot,122,34,30,44,16,3,20,7,4,21,151,15,0,4,327,28,43,0,0,0
spring,nachofree/gs-spring-boot,130,39,34,49,18,3,22,7,4,22,152,17,0,4,335,30,48,0,0,0
spring,garcimouche/gs-spring-boot,136,39,34,50,18,3,22,7,4,22,152,17,0,4,335,30,49,0,0,0
spring,ronriley/gs-spring-boot,136,39,34,50,18,3,23,7,4,22,152,17,0,4,335,30,49,0,0,0
spring,agboolas-basic/gs-spring-boot,136,39,35,50,18,3,23,7,4,22,152,17,0,4,335,30,49,0,0,0
spring,chris-tn/gs-spring-boot,136,39,35,52,18,3,23,7,4,27,152,17,0,4,361,30,51,0,0,0
spring,mgfink/gs-spring-boot,136,39,35,52,18,3,23,7,4,27,152,17,0,4,363,30,51,0,0,0
spring,sandeepjindal81/gs-spring-boot,136,39,35,52,18,3,23,7,4,27,154,17,0,4,363,30,51,0,0,0
spring,ssarwa/gs-spring-boot,156,39,35,52,18,3,23,7,4,27,161,17,0,4,368,30,51,0,0,0
spring,matmaca/gs-spring-boot,157,39,35,52,18,3,23,7,4,27,161,17,0,4,370,30,51,0,0,0
spring,goprasad/gs-spring-boot,161,39,35,52,18,3,23,7,4,27,161,17,0,4,370,30,51,0,0,0
spring,soft-techP/gs-spring-boot,161,39,35,52,18,3,23,7,4,27,162,17,0,4,370,30,51,0,0,0
spring,wsc9108/gs-spring-boot,165,39,35,52,18,3,23,7,4,27,162,17,0,4,377,30,51,0,0,0
spring,imjayson/gs-spring-boot,168,39,35,54,18,3,23,7,4,27,162,17,0,4,377,30,53,0,0,0
spring,emdollete/gs-spring-boot,170,40,36,55,19,3,23,7,4,27,162,18,0,4,392,31,54,0,0,0
spring,jkarethiya/gs-spring-boot,183,46,40,58,21,3,25,7,4,28,171,20,0,4,405,33,57,0,0,0
spring,cjshaw1218/gs-spring-boot,183,46,40,58,21,3,25,7,4,28,172,20,0,4,405,33,57,0,0,0
spring,kvalchev/gs-spring-boot,184,46,40,58,21,3,25,7,4,28,172,20,0,4,407,33,57,0,0,0
spring,borg-land/gs-spring-boot,188,48,42,59,22,3,25,7,4,28,172,21,0,4,413,34,58,0,0,0
spring,rozbeste/gs-spring-boot,188,48,42,59,22,3,25,7,4,28,174,21,0,4,413,34,58,0,0,0
spring,sumeetmallick/gs-spring-boot,188,48,42,61,22,3,25,7,4,28,174,21,0,4,414,34,59,0,0,0
spring,shinecanvas/gs-spring-boot,196,53,46,64,24,3,27,7,4,29,175,23,0,4,423,36,62,0,0,0
spring,dimjost/gs-spring-boot,202,57,50,66,26,3,29,7,4,30,176,25,0,4,433,38,64,0,0,0
spring,sjegannathansdge/gs-spring-boot,202,57,50,66,26,3,29,7,4,30,176,25,0,4,435,38,64,0,0,0
spring,robertol18/gs-spring-boot,212,61,54,69,28,3,31,7,4,31,177,27,0,4,445,40,67,0,0,0
spring,feiyunzhou/gs-spring-boot,355,69,54,73,28,3,31,7,8,31,177,27,0,4,490,40,71,0,0,0
spring,practischool/gs-spring-boot,357,69,54,74,28,3,31,7,8,31,177,27,0,4,491,40,72,0,0,0
spring,challa-harish/gs-spring-boot,371,73,58,82,29,4,33,11,8,32,177,28,0,4,523,41,80,0,0,0
spring,chanasmi6/gs-spring-boot,371,73,58,82,29,4,33,11,8,32,177,28,0,4,524,41,80,0,0,0
spring,RedChou0410/gs-spring-boot,371,73,58,82,29,4,33,11,8,32,177,28,0,4,550,41,80,0,0,0
spring,chaitanyakette/gs-spring-boot,371,73,58,104,29,4,33,11,8,32,177,28,0,4,550,41,102,0,0,0
spring,potatofamilies/gs-spring-boot,371,73,58,104,29,4,33,11,12,32,177,28,0,4,551,41,102,0,0,0
spring,surite/gs-spring-boot,371,73,58,104,29,4,33,11,12,35,177,28,0,4,566,41,102,0,0,0
spring,MaciejPrzybylo/gs-spring-boot,371,73,58,104,29,4,33,11,12,35,177,28,0,4,567,41,102,0,0,0
spring,Alangulo/gs-spring-boot,371,73,58,104,29,4,33,11,12,35,177,28,0,4,580,41,102,0,0,0
spring,rromanotero/gs-spring-boot,379,78,62,106,31,4,33,11,12,36,177,30,0,4,587,44,104,0,0,0
spring,yukibuwana/gs-spring-boot,382,78,62,106,31,4,33,11,12,36,177,30,0,4,587,44,104,0,0,0
spring,devandsecops/gs-spring-boot,382,78,62,106,31,4,33,11,12,36,177,30,0,4,589,44,104,0,0,0
spring,tarrantrj/gs-spring-boot,382,78,62,106,31,4,33,11,12,36,177,30,0,4,591,44,104,0,0,0
spring,kuangjz/gs-spring-boot,387,78,62,108,31,4,33,11,12,36,177,30,0,4,592,44,106,0,0,0
spring,Sudhakarch99/gs-spring-boot,387,79,62,108,31,4,33,11,12,36,177,30,0,4,592,44,106,0,0,0
spring,publicntu2583/gs-spring-boot,387,79,62,108,31,4,33,11,12,36,177,30,0,4,594,44,106,0,0,0
spring,seccodingguy/gs-spring-boot,387,79,62,108,31,4,33,11,12,36,177,30,0,4,596,44,106,0,0,0
spring,johannpickard/gs-spring-boot,389,79,62,108,31,4,33,11,12,36,177,30,0,4,596,44,106,0,0,0
spring,N-Usha/gs-spring-boot,389,79,62,108,31,4,33,11,12,36,192,30,0,4,596,44,106,0,0,0
spring,TomArcher/gs-spring-boot,389,79,62,108,31,4,33,11,12,36,192,30,0,4,598,44,106,0,0,0
spring,testpodgit7/gs-spring-boot,395,79,62,108,31,4,33,11,12,36,192,30,0,5,598,44,106,0,0,0
spring,HoussemDellai/gs-spring-boot,411,85,68,111,34,11,36,16,12,38,197,33,0,5,612,47,109,0,0,0
spring,Lampei/gs-spring-boot,417,89,72,114,36,11,36,16,12,38,197,35,0,5,622,49,112,0,0,0
spring,liandongfu/gs-spring-boot,417,89,72,114,36,11,36,16,12,38,197,35,0,5,625,49,112,0,0,0
spring,kimsejun2000/gs-spring-boot,417,89,72,116,36,11,36,16,12,38,197,35,0,5,630,49,114,0,0,0
spring,arsalankhatri/gs-spring-boot,417,89,72,118,36,11,36,16,12,38,197,35,0,5,642,49,116,0,0,0
spring,fluescher/gs-spring-boot,426,91,72,120,36,11,36,21,12,38,203,35,0,5,651,49,118,0,0,0
spring,tdtrung17693/gs-spring-boot,426,91,72,120,36,11,36,21,12,38,203,35,0,5,660,49,118,0,0,0
spring,jbarry1506/gs-spring-boot,434,91,72,124,36,11,36,21,12,38,203,35,0,5,660,49,122,0,0,0
spring,mheck/gs-spring-boot,435,91,72,124,36,11,36,21,12,38,203,35,0,5,668,49,122,0,0,0
spring,metnetwork/gs-spring-boot,435,91,72,124,36,11,36,21,12,38,203,35,0,5,672,49,122,0,0,0
spring,AlexTugarev/gs-spring-boot,435,91,72,124,36,11,36,21,12,38,203,35,0,5,674,49,122,0,0,0
spring,smishr04/gs-spring-boot,435,91,72,124,36,11,36,21,12,38,203,35,0,5,715,49,122,0,0,0
spring,juanricardoherrera/gs-spring-boot,435,91,72,124,36,11,36,21,12,38,203,35,0,5,716,49,122,0,0,0
spring,kajamhercules/gs-spring-boot,441,95,76,131,38,11,36,21,12,40,203,37,0,5,749,51,129,0,0,0
spring,Wreckergibb/gs-spring-boot,441,95,76,131,38,11,36,21,12,40,203,37,0,5,760,51,129,0,0,0
spring,tarasdidyk/gs-spring-boot,446,95,76,131,38,11,36,21,12,40,203,37,0,6,760,51,129,0,0,0
spring,meysholdt/gs-spring-boot,446,95,76,131,38,11,37,21,12,40,203,37,0,6,760,51,129,0,0,0
spring,majortim/gs-spring-boot,456,96,76,131,38,11,38,21,12,40,203,37,0,6,767,52,129,0,0,0
spring,pjsvis/gs-spring-boot,457,96,76,132,38,11,38,21,12,40,203,37,0,8,767,52,130,0,0,0
spring,dlhansford/gs-spring-boot,457,96,76,132,38,11,38,21,12,40,203,37,0,8,769,52,130,0,0,0
spring,kaveckamaria/gs-spring-boot,457,96,76,133,38,11,38,21,12,40,203,37,0,8,769,52,131,0,0,0
spring,Rajeshmohanty23/gs-spring-boot,457,96,76,135,38,11,38,21,12,40,203,37,0,8,774,52,133,0,0,0
spring,robert-marriott/gs-spring-boot,457,96,76,135,38,11,38,21,12,40,203,37,0,8,775,52,133,0,0,0
spring,vinod-donthi-jdas/gs-spring-boot,461,97,77,136,39,11,38,21,12,40,203,38,0,8,796,53,134,0,0,0
spring,Pucster/gs-spring-boot,461,97,77,136,39,11,38,21,16,40,203,38,0,8,808,53,134,0,0,0
spring,albertolop85/gs-spring-boot,471,98,77,136,39,11,38,21,16,40,203,38,0,8,812,53,134,0,0,0
spring,panpan0000/gs-spring-boot,471,98,77,136,39,11,38,21,16,40,203,38,0,8,814,53,134,0,0,0
spring,premroxx/gs-spring-boot,471,98,77,136,39,11,38,21,16,40,203,38,0,8,828,53,134,0,0,0
spring,tomascgithub/gs-spring-boot,472,98,77,136,39,11,38,21,16,40,203,38,0,8,828,53,134,0,0,0
spring,mar0x/gs-spring-boot,474,98,77,138,39,11,38,21,16,40,203,38,0,8,828,53,136,0,0,0
spring,meysholdt-dummy/gs-spring-boot,474,98,77,138,39,11,39,21,16,40,203,38,0,8,828,53,136,0,0,0
spring,parkar1901/gs-spring-boot,474,98,77,138,39,11,40,21,16,40,203,38,0,8,828,53,136,0,0,0
spring,Gerb81/gs-spring-boot,475,98,77,138,39,11,40,21,16,40,203,38,0,8,829,53,136,0,0,0
spring,madamvenkateswarlu/gs-spring-boot,475,98,77,138,39,11,40,21,16,41,204,38,0,8,829,53,136,0,0,0
spring,MrBRUE/gs-spring-boot,478,98,77,138,39,11,40,21,16,41,204,38,0,9,829,53,136,0,0,0
spring,factorypreset/gs-spring-boot,478,98,77,138,39,11,41,21,16,41,204,38,0,9,829,53,136,0,0,0
spring,DaraOladapo/gs-spring-boot,484,98,77,138,39,11,41,21,16,41,204,38,0,9,829,53,136,0,0,0
spring,leaqui/gs-spring-boot,484,100,78,140,39,11,41,21,16,41,204,39,0,9,841,58,137,0,0,0
spring,welshstew/gs-spring-boot,485,100,78,140,39,11,41,21,16,41,204,39,0,9,841,58,137,0,0,0
spring,PaulHaldane/gs-spring-boot,486,101,78,141,39,11,41,21,16,41,213,39,0,9,842,58,138,0,0,0
spring,AssurBox/Demo-Java-Api-Client,487,101,78,141,39,11,41,21,16,41,213,39,0,10,842,58,138,0,0,0
spring,k504866430/gs-spring-boot,488,101,78,141,39,11,41,21,16,41,213,39,0,10,845,59,138,0,0,0
spring,fabiocsantana/gs-spring-boot,490,101,78,142,39,11,41,21,16,41,213,39,0,10,845,59,139,0,0,0
spring,vighneshpai-yml/gs-spring-boot,494,101,78,144,39,11,41,21,16,41,213,39,0,10,845,59,141,0,0,0
spring,ausarb/gs-spring-boot,497,101,78,144,39,11,41,21,16,41,213,39,0,12,852,59,141,0,0,0
spring,mohsenm53/gs-spring-boot,501,101,78,146,39,11,41,21,16,41,213,39,0,13,852,59,143,0,0,0
spring,stuartharper/gs-spring-boot,507,103,78,146,39,11,41,21,16,41,213,39,0,13,858,63,143,0,0,0
spring,neocyber/gs-spring-boot,507,103,78,148,39,11,41,21,16,41,213,39,0,13,859,63,145,0,0,0
spring,frizio/gs-spring-boot,509,103,78,148,39,11,41,21,16,41,213,39,0,13,860,63,145,0,0,0
spring,joelw/gs-spring-boot,510,103,78,149,39,11,41,21,16,41,213,39,0,13,860,63,146,0,0,0
spring,huizhang72/gs-spring-boot,510,103,78,149,39,13,41,21,16,42,213,39,0,13,867,63,146,0,0,0
spring,gitpod-io/gs-spring-boot,510,104,78,149,39,13,42,21,16,42,213,39,0,13,870,63,146,0,0,0
spring,manjunaths069/gs-spring-boot,510,105,78,150,39,13,42,21,16,42,213,39,0,13,870,63,147,0,0,0
spring,rrosa-aurea/gs-spring-boot,510,105,78,151,39,18,42,21,16,43,214,39,0,13,871,63,147,0,0,0
spring,ankurshukla80/gs-spring-boot,510,105,78,151,39,18,42,22,16,43,215,39,0,13,871,63,147,0,0,0
spring,daliange/gs-spring-boot,510,106,78,152,39,18,42,22,16,43,215,39,0,13,871,63,148,0,0,0
spring,vitprakhar/gs-spring-boot,510,106,78,152,39,18,42,22,16,43,215,39,0,13,872,63,148,0,0,0
spring,wanghbxxxx/gs-spring-boot,527,109,78,155,39,18,43,22,16,43,215,39,0,14,887,64,148,0,0,0
spring,NJeb/gs-spring-boot,533,113,82,157,41,18,45,22,16,44,215,41,0,14,896,66,150,0,0,0
spring,Doug-Reed/roulette,552,117,86,159,43,18,45,22,16,44,215,43,0,16,905,68,152,0,0,0
spring,chrishowejones/gs-spring-boot,556,117,86,161,43,18,46,22,16,44,215,43,0,16,907,70,154,0,0,0
spring,hongjsk/gs-spring-boot,556,117,86,161,43,18,46,23,16,45,215,43,0,16,908,70,154,0,0,0
spring,kieranrimmer/gs-spring-boot,722,124,91,177,45,23,47,23,16,45,219,46,0,16,932,72,163,0,0,0
spring,danilomendes12/gs-spring-boot,732,125,92,179,46,23,48,23,16,45,220,46,0,16,934,73,165,0,0,0
spring,YongjieYang-YY/gs-spring-boot,736,125,92,180,46,23,48,23,16,45,220,46,0,16,934,73,166,0,0,0
spring,cbaueratwork/gs-spring-boot,739,125,92,182,46,23,48,23,16,45,220,46,0,16,935,73,168,0,0,0
spring,ramisra/gs-spring-boot,740,125,92,182,46,23,48,23,16,45,220,46,0,16,935,73,168,0,0,0
spring,heowc/gs-spring-boot,740,125,92,182,46,23,49,23,16,45,220,46,0,16,935,73,168,0,0,0
spring,gaplo917/gs-spring-boot,741,125,92,182,46,23,49,23,16,45,220,46,0,16,935,73,168,0,0,0
spring,chivagarg/gs-spring-boot,741,125,92,182,46,23,49,24,16,45,220,46,0,16,935,73,168,0,0,0
spring,startcode/gs-spring-boot,743,125,92,182,46,23,49,24,16,45,220,46,0,16,936,74,168,0,0,0
spring,titi2244/gs-spring-boot,744,125,92,182,46,23,49,24,16,45,220,46,0,16,936,74,168,0,0,0
spring,wphokomp/gs-spring-boot,747,125,92,183,46,23,49,24,16,45,220,46,0,16,936,74,169,0,0,0
spring,ArieShout/gs-spring-boot,747,125,92,186,46,23,49,24,16,48,220,46,0,16,936,74,169,0,0,0
spring,kanaparthikiran/spring-boot-hello-world-postgres,754,126,92,187,46,23,49,24,16,48,220,46,0,16,940,74,170,0,0,0
spring,binbinning/gs-spring-boot,754,126,92,187,46,23,49,24,16,48,220,46,0,16,942,74,170,0,0,0
spring,ramimmadi/gs-spring-boot,754,126,92,187,46,23,49,24,16,48,220,46,0,16,943,74,170,0,0,0
spring,wubin28/gs-spring-boot,755,126,92,187,46,23,49,24,16,48,220,46,0,16,943,74,170,0,0,0
spring,gt-sun/gs-spring-boot,755,126,92,187,46,27,49,24,16,48,222,46,0,16,943,74,170,0,0,0
spring,mlvandijk/gs-spring-boot,757,126,92,188,46,27,49,24,16,48,222,46,0,16,943,74,171,0,0,0
spring,suhuruli/gs-spring-boot,758,128,94,195,48,27,51,24,16,51,222,46,0,16,952,78,175,0,0,0
spring,tflander/gs-spring-boot,763,130,94,195,48,27,51,24,16,51,222,46,0,16,954,79,175,0,0,0
spring,pskwiercz/gs-spring-boot,766,130,94,195,48,27,51,24,16,51,222,46,0,16,954,79,175,0,0,0
spring,btisdall/gs-spring-boot,772,135,99,197,51,27,51,24,16,51,222,48,0,16,963,83,177,0,0,0
spring,andreasmihm/spring-boot-on-azure,778,135,99,198,51,27,51,24,16,51,222,48,0,16,965,83,178,0,0,0
spring,kevinfealey/gs-spring-boot,779,135,99,198,51,27,51,24,16,51,222,48,0,16,965,83,178,0,0,0
spring,himanshumps/gs-spring-boot,790,136,99,198,51,27,51,24,16,51,222,48,0,16,967,83,178,0,0,0
spring,microsoft/gs-spring-boot,790,136,99,201,51,27,51,24,16,51,222,48,0,16,968,83,181,0,0,0
spring,abdoo/gs-spring-boot,791,136,99,201,51,27,51,24,16,51,222,48,0,16,968,83,181,0,0,0
spring,xscript/gs-spring-boot,791,136,99,203,51,27,51,24,16,51,222,48,0,16,969,83,183,0,0,0
spring,brooklyyounce/gs-spring-boot,791,136,99,203,51,27,51,24,16,51,274,48,0,16,969,83,183,0,0,0
spring,julianwki/spring-boot-hello-world-postgres,798,137,99,204,51,27,51,24,16,51,274,48,0,16,971,83,184,0,0,0
spring,jwsliu/gs-spring-boot,798,137,99,204,51,27,52,24,16,51,274,48,0,16,971,83,184,0,0,0
spring,mrleftorg/gs-spring-boot,800,137,99,205,51,27,52,24,16,51,274,48,0,16,971,83,185,0,0,0
spring,bendalby82/gs-spring-boot,801,138,99,206,51,27,52,24,16,52,274,48,0,16,972,83,186,0,0,0
spring,MarcinMilewski/gs-spring-boot,801,138,99,206,51,27,52,24,16,52,275,48,0,16,981,83,186,0,0,0
spring,dsharew/gs-spring-boot,803,141,99,206,51,27,52,24,16,52,275,48,0,16,982,84,186,0,0,0
spring,lightgao/gs-spring-boot,809,147,104,208,54,28,54,24,16,65,275,50,0,18,1003,87,188,0,0,0
spring,emra700/gs-spring-boot,849,151,104,212,54,28,55,24,16,65,275,50,0,18,1015,87,192,0,0,0
spring,UmarHussain/gs-spring-boot,853,151,104,214,54,28,55,24,16,65,275,50,0,18,1015,87,194,0,0,0
spring,StringerJavaObfuscator/gs-spring-boot,853,151,104,226,54,33,59,24,18,65,275,50,0,18,1023,95,200,0,0,0
spring,adgonz90/gs-spring-boot,854,153,106,226,55,33,59,24,18,65,275,51,0,18,1033,96,200,0,0,0
spring,vkuptcov/gs-spring-boot,854,153,106,226,55,33,60,24,18,65,275,51,0,18,1033,96,200,0,0,0
spring,raokarthik74/Ride-sharing_Auction-based-Approach,854,154,106,226,55,33,60,24,18,65,275,51,0,18,1033,96,200,0,0,0
spring,spring-thunder/skeleton-service,861,158,110,228,57,34,62,24,18,66,276,53,0,18,1042,98,202,0,0,0
spring,akhaldi94/tx1,883,158,110,228,57,34,62,24,18,66,276,53,0,18,1042,98,202,0,0,0
spring,jfsc/gs-spring-boot,887,158,110,230,57,34,62,24,18,66,276,53,0,18,1043,99,204,0,0,0
