full_name,Buse Readability correlation,Buse Readability pvalue,framework,Java correlation,Java pvalue,Classes correlation,Classes pvalue,Packages correlation,Packages pvalue,LOC correlation,LOC pvalue,PL correlation,PL pvalue,RFC correlation,RFC pvalue,CLOC correlation,CLOC pvalue,CBO correlation,CBO pvalue,NOC correlation,NOC pvalue,LCOM correlation,LCOM pvalue,WMC correlation,WMC pvalue,DIT correlation,DIT pvalue,Class Variables correlation,Class Variables pvalue,Class Methods correlation,Class Methods pvalue,NIM correlation,NIM pvalue,NIV correlation,NIV pvalue,Local Methods correlation,Local Methods pvalue,Methods correlation,Methods pvalue,Default Methods correlation,Default Methods pvalue,Private Methods correlation,Private Methods pvalue,Protected Methods correlation,Protected Methods pvalue,Public Methods correlation,Public Methods pvalue,BLOC correlation,BLOC pvalue,Declarative Line of Code correlation,Declarative Line of Code pvalue,Executable Line of Code correlation,Executable Line of Code pvalue,Statements correlation,Statements pvalue,Declarative Statements correlation,Declarative Statements pvalue,Executable Statements correlation,Executable Statements pvalue,Comment to Code Ratio correlation,Comment to Code Ratio pvalue,questions correlation,questions pvalue
googlesamples/android-play-safetynet,,,googlesamples,0.7174047933322992,2.177189368849424e-09,0.16548345971891684,0.24103076983482577,,,-0.5351156454316556,4.36668996022853e-05,-0.5351156454316556,4.36668996022853e-05,-0.5412972999918675,3.4198269111449494e-05,-0.08652308954125452,0.5419245279078349,0.7181471604134153,2.0587838893382104e-09,-0.16548345971891684,0.24103076983482577,-0.6525534800032737,1.588986285971434e-07,0.7316575718437652,7.207414265624643e-10,0.7174047933322992,2.177189368849424e-09,0.7174047933322992,2.177189368849424e-09,-0.16548345971891684,0.24103076983482577,-0.5412972999918675,3.4198269111449494e-05,-0.5412972999918675,3.4198269111449494e-05,-0.5412972999918675,3.4198269111449494e-05,-0.5412972999918675,3.4198269111449494e-05,,,-0.16548345971891684,0.24103076983482577,-0.7174047933322992,2.177189368849424e-09,-0.5168836543606552,8.738630599842924e-05,-0.5351156454316556,4.36668996022853e-05,-0.6411989446248026,3.036722540679382e-07,0.7335959709984573,6.167934905753514e-10,-0.5351156454316556,4.36668996022853e-05,-0.6411989446248026,3.036722540679382e-07,0.7329498379468933,6.497571092715073e-10,0.653651690709491,1.4903535860743585e-07,0.9999999999999999,0.0
googlesamples/mlkit,,,googlesamples,0.9746650520189118,1.6801450151447308e-10,0.9656612178201228,1.3785154345151768e-09,0.9776869505728392,6.961414770016685e-11,0.9417081157191801,5.2522942766173026e-08,0.9372095100708401,8.73158806376312e-08,0.9327109044225002,1.400177223588089e-07,-0.37338426881222275,0.15429531114326486,0.9327109044225002,1.400177223588089e-07,0.7977527349722991,0.00021335342987652113,0.823244833646226,8.932221313202345e-05,0.9282122987741601,2.175929361672869e-07,-0.5233377904235571,0.0374949445558873,0.9282122987741601,2.175929361672869e-07,0.7662624954339189,0.000536679434951478,0.8547350731846062,2.4708383956432533e-05,0.9402085805030667,6.249041838051605e-08,0.9312113692063867,1.627156563640362e-07,0.9327109044225002,1.400177223588089e-07,0.3059051840871222,0.24921716372242483,0.8247443688623393,8.450783809323371e-05,0.7330621676847396,0.0012344316826907785,0.818746227997886,0.00010515783208339924,0.9102178761808,9.91796904917935e-07,0.9477062565836336,2.4959380603467092e-08,0.9417081157191801,5.2522942766173026e-08,0.9417081157191801,5.2522942766173026e-08,0.9447071861514069,3.658238580849869e-08,0.9417081157191801,5.2522942766173026e-08,-0.45735824091456995,0.07488132765927441,1.0,0.0
aws-samples/aws-dynamodb-examples,,,aws-samples,0.2525434297093216,0.01305098743349608,0.2525434297093216,0.01305098743349608,0.11559178111683424,0.26207868028322207,0.13092674595741977,0.203553770232562,-0.2525434297093216,0.01305098743349608,-0.11558929212292159,0.2620890233689123,-0.13092674595741977,0.203553770232562,-0.564792782770292,2.0480339509005036e-09,,,0.1309281555325984,0.20354886100674677,-0.252540710821634,0.013051999426969744,-0.5648312967823156,2.0417625550129475e-09,-0.5648312967823156,2.0417625550129475e-09,-0.5647988634063135,2.047042590186448e-09,0.13092674595741977,0.203553770232562,0.1309281555325984,0.20354886100674677,-0.11558804768625762,0.2620941947652579,-0.11558929212292159,0.2620890233689123,-0.25151704612721026,0.013437902582401675,-0.5647988634063135,2.047042590186448e-09,,,0.13092674595741977,0.203553770232562,-0.2525434297093216,0.01305098743349608,0.13092674595741977,0.203553770232562,-0.31827798912661465,0.0015764317309471265,-0.11558804768625762,0.2620941947652579,0.1309281555325984,0.20354886100674677,-0.5647988634063135,2.047042590186448e-09,-0.1309281555325984,0.20354886100674677,1.0,0.0
aws-samples/amazon-kinesis-learning,,,aws-samples,-0.6647201904928494,1.154816153636249e-09,-0.6647201904928494,1.154816153636249e-09,-0.6647201904928494,1.154816153636249e-09,0.3771314654442695,0.001799805343772506,0.3771314654442695,0.001799805343772506,0.6647201904928494,1.154816153636249e-09,-0.35394864324950526,0.00355039072947206,0.3918717121690951,0.001138112902935738,,,0.3918717121690951,0.001138112902935738,0.3918717121690951,0.001138112902935738,,,0.6647201904928494,1.154816153636249e-09,,,0.6647201904928494,1.154816153636249e-09,0.3918717121690951,0.001138112902935738,0.6647201904928494,1.154816153636249e-09,0.6647201904928494,1.154816153636249e-09,0.6647201904928494,1.154816153636249e-09,0.6647201904928494,1.154816153636249e-09,,,0.6647201904928494,1.154816153636249e-09,0.3918717121690951,0.001138112902935738,0.3918717121690951,0.001138112902935738,0.3771314654442695,0.001799805343772506,0.3771314654442695,0.001799805343772506,0.3918717121690951,0.001138112902935738,0.3771314654442695,0.001799805343772506,-0.3771314654442695,0.001799805343772506,1.0,0.0
aws-samples/eb-java-scorekeep,,,aws-samples,0.08546714849371026,0.5592905724980279,0.08544544438827026,0.559390710545492,,,0.10334926008522151,0.4797749057358274,0.10335259775449156,0.47976064354755943,0.07226941411865924,0.621678824914788,-0.18374982055690348,0.2062884466723136,0.16076551568812233,0.26980841342887557,,,0.1033626127028593,0.47971785003372247,0.1033592740632582,0.47973211569666163,-0.0854237568094984,0.5594907807515338,0.2411716394809358,0.09504561723909867,-0.14738122497376166,0.3122233533085671,-0.0854129192110606,0.5595407904377963,0.11484734744762144,0.4319946711548617,-0.08540569643660169,0.5595741208214742,0.07226941411865924,0.621678824914788,0.08644255934472363,0.5547989522117311,0.09188975155312709,0.5300341413320369,,,-0.08540930759477909,0.5595574565701174,0.10203315575106578,0.48541615020715734,0.09187491027845174,0.530100868774452,0.10334926008522151,0.4797749057358274,0.10335259775449156,0.47976064354755943,0.09069328380716357,0.5354267631835331,0.10334926008522151,0.4797749057358274,-0.18375575591619428,0.20627353633631626,1.0,0.0
aws-samples/amazon-ecs-java-microservices,,,aws-samples,0.23129622216290366,0.15099806631641619,0.23129622216290366,0.15099806631641619,,,0.23129622216290366,0.15099806631641619,0.15713484026367722,0.3328808284003819,0.15713484026367722,0.3328808284003819,0.23129622216290366,0.15099806631641619,0.23129622216290366,0.15099806631641619,0.23129622216290366,0.15099806631641619,0.23129622216290366,0.15099806631641619,0.23129622216290366,0.15099806631641619,0.15713484026367722,0.3328808284003819,-0.15713484026367722,0.3328808284003819,0.23129622216290366,0.15099806631641619,0.2618914004394621,0.10258300399418308,0.23129622216290366,0.15099806631641619,0.15713484026367722,0.3328808284003819,0.15713484026367722,0.3328808284003819,,,-0.23129622216290366,0.15099806631641619,0.2618914004394621,0.10258300399418308,0.15713484026367722,0.3328808284003819,0.15713484026367722,0.3328808284003819,0.2618914004394621,0.10258300399418308,0.23129622216290366,0.15099806631641619,0.23129622216290366,0.15099806631641619,0.15713484026367722,0.3328808284003819,0.15713484026367722,0.3328808284003819,0.15713484026367722,0.3328808284003819,1.0,0.0
aws-samples/aws-cognito-java-desktop-app,,,aws-samples,0.3325502273328985,0.04751398258308743,0.3325502273328985,0.04751398258308743,0.3325502273328985,0.04751398258308743,0.12825339135580777,0.45600006401526094,0.08717877582355563,0.613153718173457,-0.3325502273328985,0.04751398258308743,-0.4945719013067098,0.0021682054384255236,0.3325502273328985,0.04751398258308743,,,-0.22030394011147414,0.19666729745195666,0.12825339135580777,0.45600006401526094,-0.3325502273328985,0.04751398258308743,0.0,1.0,-0.3325502273328985,0.04751398258308743,-0.3325502273328985,0.04751398258308743,0.12825339135580777,0.45600006401526094,-0.6900288446214861,3.223824718432529e-06,-0.3325502273328985,0.04751398258308743,0.6900288446214861,3.223824718432529e-06,-0.3325502273328985,0.04751398258308743,-0.3325502273328985,0.04751398258308743,-0.3325502273328985,0.04751398258308743,0.3325502273328985,0.04751398258308743,0.5216142569887292,0.0011043794343239383,0.2908753385651327,0.08523353996101696,0.08717877582355563,0.613153718173457,0.08717877582355563,0.613153718173457,0.08717877582355563,0.613153718173457,-0.3325502273328985,0.04751398258308743,0.9999999999999998,1.380388970111654e-262
aws-samples/aws-device-farm-appium-cucumber-tests-for-sample-app,,,aws-samples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
aws-samples/aws-cloudhsm-jce-examples,,,aws-samples,0.8144662928180973,7.236346418535565e-07,0.8144662928180973,7.236346418535565e-07,,,0.6699355110127028,0.0002488413458240406,0.6779024703031886,0.0001964618996412555,0.33677321718518327,0.09973270029089695,0.46264405546686066,0.01987493593710311,0.8523230263735146,6.386489867108226e-08,,,-0.29116571093636384,0.157918144961671,-0.4107580849992841,0.041383317180670155,,,0.6578262857282352,0.00035177413622193636,0.8302173059294433,2.832618466239813e-07,-0.6371364317546304,0.0006144496274696877,-0.7832831247730376,3.66324071114624e-06,0.3351808999094026,0.10144637310266451,0.33677321718518327,0.09973270029089695,,,0.44490107287005826,0.025849928289796143,,,-0.28900416841932486,0.16116908826451923,0.8226408861969375,4.4984388602821734e-07,0.8513282899602338,6.863775056677578e-08,0.8201114328113517,5.224475768939591e-07,0.6464975076945255,0.00047982654177191074,0.8482100477309826,8.575137301633986e-08,0.6509622694879961,0.0004252063656002171,-0.28669392091438417,0.16469550545478404,1.0,0.0
aws-samples/aws-transcribe-streaming-example-java,,,aws-samples,0.46758265619318135,0.02122466200639545,0.46758265619318135,0.02122466200639545,,,0.0,1.0,0.0,1.0,0.6754840434471127,0.00029227425189865425,0.6754840434471127,0.00029227425189865425,0.0,1.0,,,0.6754840434471127,0.00029227425189865425,0.6754840434471127,0.00029227425189865425,0.0,1.0,0.0,1.0,0.0,1.0,0.6754840434471127,0.00029227425189865425,-0.6754840434471127,0.00029227425189865425,0.6754840434471127,0.00029227425189865425,0.6754840434471127,0.00029227425189865425,,,0.0,1.0,,,0.6754840434471127,0.00029227425189865425,-0.6754840434471127,0.00029227425189865425,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.6754840434471127,0.00029227425189865425,1.0,0.0
aws-samples/alexa-web-information-service-api-samples,,,aws-samples,0.3429971702850177,0.1387381850508506,0.4561998849773195,0.043203174535504915,0.3429971702850177,0.1387381850508506,-0.4561998849773195,0.043203174535504915,-0.01382423893870665,0.9538716973917861,0.01382423893870665,0.9538716973917861,-0.01382423893870665,0.9538716973917861,0.10774374130681193,0.6511687566224443,,,0.20736358408059977,0.3803577015162575,-0.32323122392043585,0.16449610570196482,,,0.20736358408059977,0.3803577015162575,0.20736358408059977,0.3803577015162575,-0.4561998849773195,0.043203174535504915,-0.01382423893870665,0.9538716973917861,-0.01382423893870665,0.9538716973917861,0.01382423893870665,0.9538716973917861,-0.01382423893870665,0.9538716973917861,-0.4561998849773195,0.043203174535504915,-0.4561998849773195,0.043203174535504915,0.4561998849773195,0.043203174535504915,-0.01382423893870665,0.9538716973917861,-0.01382423893870665,0.9538716973917861,-0.01382423893870665,0.9538716973917861,-0.01382423893870665,0.9538716973917861,0.20736358408059977,0.3803577015162575,-0.32323122392043585,0.16449610570196482,-0.01382423893870665,0.9538716973917861,1.0,0.0
aws-samples/amazon-textract-searchable-pdf,,,aws-samples,,,,,,,0.07692307692307694,0.7938058883554532,0.07692307692307694,0.7938058883554532,-0.07692307692307694,0.7938058883554532,,,0.07692307692307694,0.7938058883554532,,,-0.07692307692307694,0.7938058883554532,0.07692307692307694,0.7938058883554532,,,,,-0.07692307692307694,0.7938058883554532,0.07692307692307694,0.7938058883554532,,,0.07692307692307694,0.7938058883554532,-0.07692307692307694,0.7938058883554532,,,,,,,,,0.07692307692307694,0.7938058883554532,0.07692307692307694,0.7938058883554532,0.07692307692307694,0.7938058883554532,0.07692307692307694,0.7938058883554532,,,0.07692307692307694,0.7938058883554532,-0.07692307692307694,0.7938058883554532,1.0,0.0
Azure-Samples/active-directory-android,,,Azure-Samples,0.5640693468921527,0.0005119790834310885,0.5934959160593941,0.00021584833279609592,0.43071636096790017,0.010993272729938875,0.5934959160593941,0.00021584833279609592,0.5934959160593941,0.00021584833279609592,0.43071636096790017,0.010993272729938875,0.5934959160593941,0.00021584833279609592,0.5934959160593941,0.00021584833279609592,,,0.3237782033196998,0.061763222087415526,0.5934959160593941,0.00021584833279609592,0.5934959160593941,0.00021584833279609592,0.5934959160593941,0.00021584833279609592,,,0.43071636096790017,0.010993272729938875,0.43071636096790017,0.010993272729938875,0.43071636096790017,0.010993272729938875,0.43071636096790017,0.010993272729938875,,,0.43071636096790017,0.010993272729938875,0.43071636096790017,0.010993272729938875,0.43071636096790017,0.010993272729938875,0.43071636096790017,0.010993272729938875,0.5934959160593941,0.00021584833279609592,0.5934959160593941,0.00021584833279609592,0.5934959160593941,0.00021584833279609592,0.5934959160593941,0.00021584833279609592,0.5934959160593941,0.00021584833279609592,0.43071636096790017,0.010993272729938875,1.0,0.0
Azure-Samples/storage-blob-java-getting-started,,,Azure-Samples,0.5504854841966994,4.300968077867292e-06,0.5504854841966994,4.300968077867292e-06,-0.1517643266886305,0.24297886139562028,0.08296477771344757,0.5249930123968714,0.08296477771344757,0.5249930123968714,-0.44853551136368724,0.00028857535295019105,-0.5482100694445066,4.798118640999361e-06,-0.5482100694445066,4.798118640999361e-06,,,-0.26728170838234677,0.03730588168844244,-0.44853551136368724,0.00028857535295019105,-0.1517643266886305,0.24297886139562028,-0.26728170838234677,0.03730588168844244,-0.5482100694445066,4.798118640999361e-06,0.5504854841966994,4.300968077867292e-06,,,-0.44853551136368724,0.00028857535295019105,-0.44853551136368724,0.00028857535295019105,0.5513871809258395,4.11760245919195e-06,-0.44853551136368724,0.00028857535295019105,,,-0.5504854841966994,4.300968077867292e-06,0.08296477771344757,0.5249930123968714,-0.44853551136368724,0.00028857535295019105,0.08296477771344757,0.5249930123968714,0.08296477771344757,0.5249930123968714,-0.44853551136368724,0.00028857535295019105,0.08296477771344757,0.5249930123968714,-0.08296477771344757,0.5249930123968714,1.0,0.0
Azure-Samples/storage-table-java-getting-started,,,Azure-Samples,0.3275928466415769,0.009960635091884449,0.3275928466415769,0.009960635091884449,0.6019712102576784,2.8716596748982166e-07,0.08887568712615594,0.4957887410893166,0.08887568712615594,0.4957887410893166,0.08903091828996545,0.49503334137386157,-0.5787009688847753,1.0335088067594151e-06,0.08903091828996545,0.49503334137386157,,,-0.3263115137783386,0.010272439684748226,0.08903091828996545,0.49503334137386157,-0.3275928466415769,0.009960635091884449,0.08903091828996545,0.49503334137386157,0.08922722496624794,0.49407891498255674,-0.3263115137783386,0.010272439684748226,-0.3263115137783386,0.010272439684748226,0.08903091828996545,0.49503334137386157,0.08903091828996545,0.49503334137386157,0.3275928466415769,0.009960635091884449,-0.3275928466415769,0.009960635091884449,,,0.08903091828996545,0.49503334137386157,-0.5787009688847753,1.0335088067594151e-06,0.08903091828996545,0.49503334137386157,0.08887568712615594,0.4957887410893166,0.08887568712615594,0.4957887410893166,0.08903091828996545,0.49503334137386157,0.08887568712615594,0.4957887410893166,-0.08903091828996545,0.49503334137386157,0.9999999999999999,0.0
